t,tag,z,bias,value
4.23462,rec,0,38229,1014
4.23489,rec,0,38229,1005
4.23522,rec,0,38229,997
4.23549,rec,0,38229,1020
4.23576,rec,0,38229,1001
4.23609,rec,0,38229,1036
4.23636,rec,0,38229,998
4.23663,rec,0,38229,1047
4.23697,rec,0,38229,990
4.23723,rec,0,38229,989
4.23749,rec,0,38229,1062
4.23776,rec,0,38229,1078
4.23808,rec,0,38229,1095
4.23832,rec,0,38229,1090
4.23859,rec,0,38229,994
4.23886,rec,0,38229,1009
4.23914,rec,0,38229,1022
4.23947,rec,0,38229,945
4.23974,rec,0,38229,996
4.24001,rec,0,38229,922
4.24034,rec,0,38229,963
4.24061,rec,0,38229,1022
4.24089,rec,0,38229,1005
4.24122,rec,0,38229,1021
4.2415,rec,0,38229,1058
4.24175,rec,0,38229,1008
4.24201,rec,0,38229,1048
4.24234,rec,0,38229,960
4.24262,rec,0,38229,989
4.24287,rec,0,38229,988
4.24312,rec,0,38229,1069
4.2434,rec,0,38229,1041
4.24373,rec,0,38229,1034
4.24399,rec,0,38229,1052
4.24426,rec,0,38229,1005
4.2446,rec,0,38229,1032
4.24485,rec,0,38229,1025
4.24514,rec,0,38229,1005
4.24542,rec,0,38229,997
4.24568,rec,0,38229,947
4.24593,rec,0,38229,980
4.24633,rec,0,38229,995
4.24663,rec,0,38229,1010
4.24686,rec,0,38229,993
4.2471,rec,0,38229,937
4.24735,rec,0,38229,1050
4.24762,rec,0,38229,1070
4.24789,rec,0,38229,1037
4.24822,rec,0,38229,1021
4.24848,rec,0,38229,1066
4.24875,rec,0,38229,990
4.24902,rec,0,38229,937
4.24935,rec,0,38229,1002
4.2496,rec,0,38229,1034
4.24985,rec,0,38229,894
4.2501,rec,0,38229,1002
4.25035,rec,0,38229,994
4.25063,rec,0,38229,937
4.25089,rec,0,38229,970
4.25123,rec,0,38229,1001
4.2515,rec,0,38229,978
4.25177,rec,0,38229,973
4.2521,rec,0,38229,958
4.25235,rec,0,38229,1063
4.2526,rec,0,38229,960
4.25293,rec,0,38229,970
4.25323,rec,0,38229,973
4.25353,rec,0,38229,975
4.25383,rec,0,38229,1018
4.25408,rec,0,38229,984
4.25433,rec,0,38229,971
4.25458,rec,0,38229,956
4.25483,rec,0,38229,976
4.25508,rec,0,38229,1032
4.25533,rec,0,38229,1001
4.25558,rec,0,38229,961
4.25583,rec,0,38229,914
4.25608,rec,0,38229,1041
4.25635,rec,0,38229,1057
4.25662,rec,0,38229,1073
4.25686,rec,0,38229,1027
4.2571,rec,0,38229,934
4.25738,rec,0,38229,964
4.25762,rec,0,38229,1029
4.25789,rec,0,38229,1067
4.25821,rec,0,38229,1072
4.25845,rec,0,38229,1052
4.25871,rec,0,38229,1145
4.259,rec,0,38229,1088
4.25926,rec,0,38229,1061
4.2596,rec,0,38229,1091
4.25986,rec,0,38229,1076
4.2601,rec,0,38229,1020
4.26037,rec,0,38229,1022
4.26062,rec,0,38229,990
4.26087,rec,0,38229,983
4.26114,rec,0,38229,1101
4.26145,rec,0,38229,1104
4.26171,rec,0,38229,1096
4.262,rec,0,38229,1090
4.26226,rec,0,38229,1026
4.2626,rec,0,38229,1082
4.2629,rec,0,38229,1050
4.26319,rec,0,38229,1048
4.26348,rec,0,38229,1099
4.26401,rec,0,38229,1061
4.26434,rec,0,38229,1084
4.2648,rec,0,38229,1070
4.26516,rec,0,38229,940
4.26549,rec,0,38229,1005
4.26577,rec,0,38229,1056
4.2661,rec,0,38229,1056
4.26635,rec,0,38229,1035
4.2666,rec,0,38229,1042
4.26687,rec,0,38229,1011
4.26715,rec,0,38229,917
4.26746,rec,0,38229,941
4.26769,rec,0,38229,1052
4.268,rec,0,38229,1118
4.26826,rec,0,38229,1076
4.26854,rec,0,38229,1078
4.26883,rec,0,38229,1023
4.2691,rec,0,38229,1035
4.26937,rec,0,38229,1074
4.26962,rec,0,38229,1054
4.26989,rec,0,38229,1003
4.27023,rec,0,38229,1020
4.27048,rec,0,38229,970
4.27072,rec,0,38229,1074
4.27098,rec,0,38229,1055
4.27124,rec,0,38229,1082
4.27152,rec,0,38229,1123
4.27185,rec,0,38229,1069
4.27212,rec,0,38229,1087
4.27239,rec,0,38229,1088
4.27264,rec,0,38229,1158
4.27305,rec,0,38229,1206
4.27333,rec,0,38229,1148
4.2736,rec,0,38229,1155
4.27387,rec,0,38229,1158
4.27414,rec,0,38229,1213
4.27448,rec,0,38229,1192
4.27475,rec,0,38229,1210
4.27501,rec,0,38229,1162
4.27535,rec,0,38229,1121
4.27562,rec,0,38229,1117
4.27588,rec,0,38229,1109
4.27613,rec,0,38229,1072
4.27639,rec,0,38229,1123
4.27664,rec,0,38229,1161
4.27697,rec,0,38229,1087
4.27723,rec,0,38229,1123
4.2775,rec,0,38229,1148
4.27775,rec,0,38229,1202
4.27801,rec,0,38229,1106
4.27829,rec,0,38229,1135
4.27856,rec,0,38229,1140
4.27879,rec,0,38229,1103
4.27906,rec,0,38229,1140
4.27931,rec,0,38229,1125
4.27956,rec,0,38229,1171
4.27981,rec,0,38229,1124
4.28016,rec,0,38229,1072
4.28045,rec,0,38229,1112
4.28074,rec,0,38229,1112
4.28106,rec,0,38229,1143
4.28138,rec,0,38229,1124
4.28174,rec,0,38229,1192
4.28219,rec,0,38229,1055
4.2826,rec,0,38229,1113
4.28292,rec,0,38229,1131
4.28324,rec,0,38229,1003
4.28352,rec,0,38229,1064
4.28385,rec,0,38229,1017
4.28412,rec,0,38229,1036
4.28437,rec,0,38229,1061
4.28464,rec,0,38229,1075
4.28497,rec,0,38229,1077
4.28525,rec,0,38229,1112
4.28551,rec,0,38229,1137
4.28585,rec,0,38229,1070
4.28612,rec,0,38229,1068
4.28638,rec,0,38229,1094
4.28664,rec,0,38229,1035
4.28697,rec,0,38229,1077
4.28723,rec,0,38229,1091
4.28748,rec,0,38229,1016
4.28775,rec,0,38229,1082
4.28801,rec,0,38229,1117
4.28835,rec,0,38229,1042
4.28862,rec,0,38229,1090
4.28889,rec,0,38229,1077
4.28923,rec,0,38229,1062
4.28952,rec,0,38229,977
4.28985,rec,0,38229,998
4.29011,rec,0,38229,989
4.29035,rec,0,38229,1071
4.29062,rec,0,38229,1100
4.29091,rec,0,38229,1116
4.29123,rec,0,38229,1068
4.29147,rec,0,38229,1059
4.29172,rec,0,38229,1122
4.29197,rec,0,38229,1018
4.29225,rec,0,38229,998
4.29251,rec,0,38229,1023
4.29284,rec,0,38229,978
4.29312,rec,0,38229,990
4.29339,rec,0,38229,1015
4.29372,rec,0,38229,967
4.29399,rec,0,38229,985
4.29426,rec,0,38229,1062
4.29459,rec,0,38229,984
4.29486,rec,0,38229,1002
4.29513,rec,0,38229,1017
4.29547,rec,0,38229,999
4.29574,rec,0,38229,1013
4.29601,rec,0,38229,1019
4.29635,rec,0,38229,974
4.29661,rec,0,38229,1022
4.29688,rec,0,38229,1038
4.29723,rec,0,38229,1016
4.29747,rec,0,38229,1015
4.29774,rec,0,38229,1035
4.29799,rec,0,38229,1017
4.29825,rec,0,38229,962
4.29851,rec,0,38229,890
4.29882,rec,0,38229,945
4.29909,rec,0,38229,947
4.29942,rec,0,38229,957
4.29973,rec,0,38229,885
4.29999,rec,0,38229,923
4.30026,rec,0,38229,874
4.3006,rec,0,38229,919
4.30087,rec,0,38229,910
4.30113,rec,0,38229,892
4.30148,rec,0,38229,899
4.30174,rec,0,38229,885
4.30201,rec,0,38229,923
4.30236,rec,0,38229,898
4.3026,rec,0,38229,937
4.30287,rec,0,38229,987
4.30314,rec,0,38229,980
4.30348,rec,0,38229,978
4.30372,rec,0,38229,992
4.304,rec,0,38229,971
4.30424,rec,0,38229,994
4.3045,rec,0,38229,997
4.30476,rec,0,38229,892
4.30503,rec,0,38229,908
4.30533,rec,0,38229,968
4.30558,rec,0,38229,908
4.30585,rec,0,38229,924
4.30612,rec,0,38229,952
4.3064,rec,0,38229,982
4.30667,rec,0,38229,1008
4.30694,rec,0,38229,972
4.30721,rec,0,38229,958
4.30747,rec,0,38229,948
4.30775,rec,0,38229,966
4.30801,rec,0,38229,965
4.30835,rec,0,38229,953
4.30862,rec,0,38229,950
4.30889,rec,0,38229,887
4.30923,rec,0,38229,948
4.3095,rec,0,38229,874
4.30979,rec,0,38229,947
4.31008,rec,0,38229,927
4.31033,rec,0,38229,974
4.31058,rec,0,38229,994
4.31092,rec,0,38229,948
4.31122,rec,0,38229,987
4.31151,rec,0,38229,933
4.31179,rec,0,38229,988
4.31206,rec,0,38229,997
4.31233,rec,0,38229,1002
4.3126,rec,0,38229,933
4.31287,rec,0,38229,914
4.31314,rec,0,38229,911
4.31348,rec,0,38229,926
4.31375,rec,0,38229,956
4.31402,rec,0,38229,916
4.31435,rec,0,38229,929
4.31465,rec,0,38229,910
4.31493,rec,0,38229,966
4.31521,rec,0,38229,911
4.31552,rec,0,38229,954
4.31582,rec,0,38229,922
4.3161,rec,0,38229,900
4.31637,rec,0,38229,928
4.31668,rec,0,38229,855
4.31696,rec,0,38229,885
4.31721,rec,0,38229,887
4.31772,rec,0,38229,993
4.31807,rec,0,38229,969
4.31836,rec,0,38229,850
4.31862,rec,0,38229,907
4.31889,rec,0,38229,996
4.31921,rec,0,38229,1025
4.31948,rec,0,38229,987
4.31975,rec,0,38229,933
4.32,rec,0,38229,952
4.32026,rec,0,38229,921
4.3206,rec,0,38229,988
4.32087,rec,0,38229,958
4.32114,rec,0,38229,947
4.32147,rec,0,38229,917
4.32175,rec,0,38229,943
4.32199,rec,0,38229,948
4.32225,rec,0,38229,957
4.32252,rec,0,38229,1032
4.32283,rec,0,38229,1059
4.32309,rec,0,38229,1033
4.32337,rec,0,38229,967
4.32364,rec,0,38229,941
4.32397,rec,0,38229,989
4.32425,rec,0,38229,967
4.32451,rec,0,38229,945
4.32485,rec,0,38229,1000
4.32513,rec,0,38229,947
4.32537,rec,0,38229,934
4.32564,rec,0,38229,911
4.32601,rec,0,38229,933
4.32625,rec,0,38229,863
4.32652,rec,0,38229,955
4.32685,rec,0,38229,944
4.32711,rec,0,38229,967
4.3274,rec,0,38229,944
4.32772,rec,0,38229,933
4.32797,rec,0,38229,923
4.32825,rec,0,38229,952
4.3285,rec,0,38229,944
4.32877,rec,0,38229,974
4.32909,rec,0,38229,1011
4.32936,rec,0,38229,1014
4.32961,rec,0,38229,942
4.3299,rec,0,38229,954
4.33033,rec,0,38229,990
4.33066,rec,0,38229,858
4.33094,rec,0,38229,912
4.33121,rec,0,38229,957
4.33151,rec,0,38229,956
4.33177,rec,0,38229,978
4.33209,rec,0,38229,952
4.33235,rec,0,38229,925
4.3326,rec,0,38229,938
4.33287,rec,0,38229,985
4.3332,rec,0,38229,991
4.33343,rec,0,38229,939
4.33369,rec,0,38229,911
4.33393,rec,0,38229,905
4.3342,rec,0,38229,1006
4.33446,rec,0,38229,1051
4.33473,rec,0,38229,980
4.335,rec,0,38229,993
4.33545,rec,0,38229,939
4.33603,rec,0,38229,938
4.33635,rec,0,38229,950
4.3366,rec,0,38229,924
4.33685,rec,0,38229,973
4.3371,rec,0,38229,936
4.33737,rec,0,38229,1033
4.33764,rec,0,38229,1023
4.33797,rec,0,38229,1022
4.33825,rec,0,38229,1031
4.33849,rec,0,38229,968
4.33877,rec,0,38229,936
4.3391,rec,0,38229,966
4.33937,rec,0,38229,882
4.33964,rec,0,38229,894
4.33997,rec,0,38229,956
4.34024,rec,0,38229,952
4.34051,rec,0,38229,912
4.34085,rec,0,38229,972
4.34112,rec,0,38229,955
4.34137,rec,0,38229,953
4.34162,rec,0,38229,964
4.34189,rec,0,38229,960
4.3422,rec,0,38229,875
4.34248,rec,0,38229,1019
4.34275,rec,0,38229,1027
4.343,rec,0,38229,1012
4.34326,rec,0,38229,960
4.34351,rec,0,38229,941
4.34375,rec,0,38229,827
4.34401,rec,0,38229,948
4.34433,rec,0,38229,940
4.34458,rec,0,38229,986
4.34485,rec,0,38229,980
4.3451,rec,0,38229,1027
4.34537,rec,0,38229,1004
4.34564,rec,0,38229,975
4.34603,rec,0,38229,998
4.34635,rec,0,38229,988
4.34675,rec,0,38229,1045
4.34709,rec,0,38229,878
4.3474,rec,0,38229,953
4.34773,rec,0,38229,1007
4.34806,rec,0,38229,1004
4.34837,rec,0,38229,983
4.34869,rec,0,38229,1046
4.34895,rec,0,38229,966
4.3493,rec,0,38229,1003
4.34961,rec,0,38229,999
4.34988,rec,0,38229,956
4.35022,rec,0,38229,894
4.35049,rec,0,38229,898
4.35076,rec,0,38229,932
4.35109,rec,0,38229,939
4.35136,rec,0,38229,927
4.35159,rec,0,38229,981
4.35188,rec,0,38229,980
4.35216,rec,0,38229,1045
4.35241,rec,0,38229,955
4.35266,rec,0,38229,938
4.35304,rec,0,38229,969
4.35338,rec,0,38229,995
4.35368,rec,0,38229,1031
4.35399,rec,0,38229,1075
4.35425,rec,0,38229,1020
4.35449,rec,0,38229,975
4.35476,rec,0,38229,986
4.35507,rec,0,38229,999
4.35532,rec,0,38229,1003
4.35559,rec,0,38229,953
4.35582,rec,0,38229,1064
4.35609,rec,0,38229,1037
4.35636,rec,0,38229,1018
4.35663,rec,0,38229,1023
4.35697,rec,0,38229,1086
4.35724,rec,0,38229,977
4.35751,rec,0,38229,1000
4.35782,rec,0,38229,997
4.35807,rec,0,38229,972
4.35834,rec,0,38229,894
4.35857,rec,0,38229,1003
4.35884,rec,0,38229,1002
4.35911,rec,0,38229,1046
4.35935,rec,0,38229,1013
4.35959,rec,0,38229,901
4.35987,rec,0,38229,904
4.36014,rec,0,38229,934
4.36045,rec,0,38229,914
4.3607,rec,0,38229,901
4.36097,rec,0,38229,888
4.36124,rec,0,38229,920
4.36152,rec,0,38229,937
4.36185,rec,0,38229,923
4.36212,rec,0,38229,918
4.36244,rec,0,38229,917
4.36273,rec,0,38229,970
4.36306,rec,0,38229,964
4.36332,rec,0,38229,997
4.36363,rec,0,38229,965
4.36395,rec,0,38229,1046
4.36484,rec,0,38229,931
4.36514,rec,0,38229,906
4.36543,rec,0,38229,892
4.36568,rec,0,38229,829
4.36594,rec,0,38229,842
4.36625,rec,0,38229,885
4.36651,rec,0,38229,927
4.36685,rec,0,38229,891
4.36713,rec,0,38229,868
4.36746,rec,0,38229,872
4.36769,rec,0,38229,873
4.36794,rec,0,38229,952
4.36819,rec,0,38229,944
4.3685,rec,0,38229,863
4.36876,rec,0,38229,913
4.36907,rec,0,38229,906
4.36943,rec,0,38229,886
4.3697,rec,0,38229,962
4.37006,rec,0,38229,939
4.37034,rec,0,38229,923
4.3706,rec,0,38229,877
4.37089,rec,0,38229,931
4.37153,rec,0,38229,944
4.37185,rec,0,38229,893
4.3721,rec,0,38229,923
4.37235,rec,0,38229,937
4.37262,rec,0,38229,976
4.37289,rec,0,38229,962
4.37322,rec,0,38229,975
4.37349,rec,0,38229,988
4.37376,rec,0,38229,985
4.37411,rec,0,38229,997
4.3745,rec,0,38229,1007
4.37482,rec,0,38229,954
4.37508,rec,0,38229,1007
4.37539,rec,0,38229,961
4.37566,rec,0,38229,891
4.37597,rec,0,38229,969
4.37624,rec,0,38229,890
4.37658,rec,0,38229,925
4.37688,rec,0,38229,845
4.37717,rec,0,38229,925
4.37744,rec,0,38229,958
4.37773,rec,0,38229,993
4.37801,rec,0,38229,918
4.37852,rec,0,38229,903
4.37883,rec,0,38229,940
4.37909,rec,0,38229,940
4.37937,rec,0,38229,902
4.37971,rec,0,38229,947
4.38,rec,0,38229,981
4.38028,rec,0,38229,997
4.38054,rec,0,38229,976
4.38079,rec,0,38229,910
4.38104,rec,0,38229,902
4.38134,rec,0,38229,881
4.3816,rec,0,38229,902
4.38191,rec,0,38229,940
4.38217,rec,0,38229,856
4.38247,rec,0,38229,883
4.38272,rec,0,38229,939
4.38298,rec,0,38229,911
4.38323,rec,0,38229,963
4.38349,rec,0,38229,898
4.38376,rec,0,38229,880
4.38404,rec,0,38229,928
4.38432,rec,0,38229,878
4.38459,rec,0,38229,920
4.38485,rec,0,38229,905
4.38513,rec,0,38229,1000
4.38539,rec,0,38229,975
4.38578,rec,0,38229,966
4.38606,rec,0,38229,952
4.3863,rec,0,38229,958
4.38659,rec,0,38229,987
4.3869,rec,0,38229,953
4.38719,rec,0,38229,956
4.38746,rec,0,38229,983
4.38777,rec,0,38229,908
4.38807,rec,0,38229,956
4.38834,rec,0,38229,963
4.38862,rec,0,38229,947
4.38902,rec,0,38229,951
4.38945,rec,0,38229,978
4.38969,rec,0,38229,921
4.38991,rec,0,38229,951
4.39016,rec,0,38229,944
4.39041,rec,0,38229,1000
4.39066,rec,0,38229,928
4.39091,rec,0,38229,896
4.39116,rec,0,38229,861
4.39141,rec,0,38229,963
4.39166,rec,0,38229,939
4.39191,rec,0,38229,899
4.39216,rec,0,38229,883
4.3924,rec,0,38229,899
4.39262,rec,0,38229,960
4.39295,rec,0,38229,944
4.3932,rec,0,38229,952
4.39356,rec,0,38229,929
4.39385,rec,0,38229,917
4.39408,rec,0,38229,946
4.39433,rec,0,38229,927
4.39458,rec,0,38229,950
4.39481,rec,0,38229,894
4.39504,rec,0,38229,968
4.39529,rec,0,38229,971
4.39549,rec,0,38229,872
4.39583,rec,0,38229,907
4.39608,rec,0,38229,906
4.39631,rec,0,38229,849
4.39652,rec,0,38229,874
4.39675,rec,0,38229,915
4.39708,rec,0,38229,925
4.39733,rec,0,38229,944
4.39763,rec,0,38229,851
4.39786,rec,0,38229,811
4.39808,rec,0,38229,865
4.39833,rec,0,38229,981
4.39858,rec,0,38229,914
4.39883,rec,0,38229,878
4.39906,rec,0,38229,783
4.39927,rec,0,38229,882
4.3995,rec,0,38229,902
4.39983,rec,0,38229,900
4.40008,rec,0,38229,912
4.40033,rec,0,38229,851
4.40056,rec,0,38229,888
4.40079,rec,0,38229,926
4.40102,rec,0,38229,965
4.40129,rec,0,38229,903
4.4015,rec,0,38229,884
4.40183,rec,0,38229,920
4.40206,rec,0,38229,945
4.40229,rec,0,38229,971
4.40253,rec,0,38229,942
4.4028,rec,0,38229,905
4.40304,rec,0,38229,878
4.40329,rec,0,38229,853
4.40356,rec,0,38229,948
4.40387,rec,0,38229,1002
4.40413,rec,0,38229,949
4.40445,rec,0,38229,914
4.40471,rec,0,38229,1003
4.40496,rec,0,38229,908
4.40521,rec,0,38229,912
4.40545,rec,0,38229,765
4.4057,rec,0,38229,921
4.40594,rec,0,38229,932
4.40621,rec,0,38229,892
4.40648,rec,0,38229,884
4.40678,rec,0,38229,903
4.40728,rec,0,38229,944
4.40755,rec,0,38229,891
4.4078,rec,0,38229,850
4.40805,rec,0,38229,948
4.40832,rec,0,38229,983
4.40859,rec,0,38229,968
4.40892,rec,0,38229,921
4.40921,rec,0,38229,994
4.40945,rec,0,38229,892
4.40973,rec,0,38229,909
4.40996,rec,0,38229,872
4.41019,rec,0,38229,923
4.41044,rec,0,38229,933
4.41071,rec,0,38229,923
4.41094,rec,0,38229,927
4.41121,rec,0,38229,872
4.41144,rec,0,38229,908
4.4117,rec,0,38229,848
4.41194,rec,0,38229,884
4.41221,rec,0,38229,876
4.41246,rec,0,38229,887
4.41271,rec,0,38229,910
4.41294,rec,0,38229,915
4.41322,rec,0,38229,904
4.41345,rec,0,38229,996
4.41371,rec,0,38229,955
4.41394,rec,0,38229,900
4.41421,rec,0,38229,874
4.41444,rec,0,38229,802
4.4147,rec,0,38229,941
4.41496,rec,0,38229,959
4.41519,rec,0,38229,916
4.41546,rec,0,38229,901
4.4157,rec,0,38229,903
4.41594,rec,0,38229,858
4.41619,rec,0,38229,894
4.41645,rec,0,38229,982
4.41672,rec,0,38229,923
4.41695,rec,0,38229,877
4.41721,rec,0,38229,851
4.41744,rec,0,38229,939
4.4177,rec,0,38229,957
4.41797,rec,0,38229,904
4.41824,rec,0,38229,901
4.41846,rec,0,38229,863
4.4187,rec,0,38229,896
4.41894,rec,0,38229,903
4.41919,rec,0,38229,1011
4.41946,rec,0,38229,987
4.4197,rec,0,38229,941
4.41997,rec,0,38229,892
4.42024,rec,0,38229,954
4.42051,rec,0,38229,925
4.42084,rec,0,38229,867
4.42109,rec,0,38229,859
4.42134,rec,0,38229,987
4.42161,rec,0,38229,927
4.42188,rec,0,38229,925
4.42222,rec,0,38229,975
4.42251,rec,0,38229,1026
4.42292,rec,0,38229,1048
4.42322,rec,0,38229,961
4.42369,rec,0,38229,999
4.42485,rec,0,38229,918
4.42867,rec,0,38229,987
4.42902,rec,0,38229,933
4.4294,rec,0,38229,938
4.42981,rec,0,38229,1005
4.43012,rec,0,38229,914
4.43051,rec,0,38229,905
4.43092,rec,0,38229,924
4.43135,rec,0,38229,891
4.43188,rec,0,38229,939
4.43228,rec,0,38229,914
4.43267,rec,0,38229,947
4.4331,rec,0,38229,866
4.43342,rec,0,38229,959
4.43377,rec,0,38229,989
4.43416,rec,0,38229,947
4.43468,rec,0,38229,922
4.435,rec,0,38229,852
4.43541,rec,0,38229,861
4.43587,rec,0,38229,915
4.43643,rec,0,38229,916
4.43677,rec,0,38229,949
4.43709,rec,0,38229,895
4.43739,rec,0,38229,966
4.43772,rec,0,38229,1038
4.43801,rec,0,38229,971
4.43831,rec,0,38229,981
4.43864,rec,0,38229,1022
4.43898,rec,0,38229,994
4.43932,rec,0,38229,998
4.43965,rec,0,38229,974
4.43997,rec,0,38229,926
4.44061,rec,0,38229,893
4.44093,rec,0,38229,1018
4.44125,rec,0,38229,993
4.44151,rec,0,38229,958
4.44183,rec,0,38229,981
4.44211,rec,0,38229,958
4.44239,rec,0,38229,922
4.44271,rec,0,38229,944
4.44302,rec,0,38229,935
4.44337,rec,0,38229,1027
4.44366,rec,0,38229,946
4.444,rec,0,38229,1019
4.44435,rec,0,38229,871
4.44468,rec,0,38229,905
4.44496,rec,0,38229,861
4.44527,rec,0,38229,936
4.44558,rec,0,38229,944
4.44585,rec,0,38229,913
4.44612,rec,0,38229,900
4.44638,rec,0,38229,894
4.4467,rec,0,38229,916
4.44699,rec,0,38229,925
4.44725,rec,0,38229,895
4.44755,rec,0,38229,938
4.44784,rec,0,38229,860
4.44812,rec,0,38229,876
4.4484,rec,0,38229,925
4.4487,rec,0,38229,947
4.44898,rec,0,38229,982
4.44924,rec,0,38229,1026
4.44951,rec,0,38229,1004
4.44982,rec,0,38229,952
4.45012,rec,0,38229,998
4.45037,rec,0,38229,967
4.45063,rec,0,38229,965
4.45087,rec,0,38229,917
4.45114,rec,0,38229,883
4.45144,rec,0,38229,942
4.45171,rec,0,38229,951
4.45198,rec,0,38229,970
4.45226,rec,0,38229,1062
4.45253,rec,0,38229,1064
4.45284,rec,0,38229,1020
4.4532,rec,0,38229,1032
4.45355,rec,0,38229,1003
4.45405,rec,0,38229,979
4.45444,rec,0,38229,965
4.45484,rec,0,38229,979
4.45531,rec,0,38229,958
4.45576,rec,0,38229,1014
4.45632,rec,0,38229,972
4.45676,rec,0,38229,892
4.45719,rec,0,38229,1002
4.45758,rec,0,38229,953
4.45793,rec,0,38229,948
4.45828,rec,0,38229,1005
4.45872,rec,0,38229,969
4.45917,rec,0,38229,917
4.45961,rec,0,38229,946
4.45991,rec,0,38229,1020
4.46023,rec,0,38229,937
4.46049,rec,0,38229,937
4.46077,rec,0,38229,892
4.46107,rec,0,38229,925
4.46143,rec,0,38229,952
4.46177,rec,0,38229,953
4.46208,rec,0,38229,950
4.4624,rec,0,38229,1006
4.4627,rec,0,38229,932
4.46301,rec,0,38229,1049
4.46337,rec,0,38229,962
4.46366,rec,0,38229,930
4.46397,rec,0,38229,883
4.46429,rec,0,38229,854
4.46461,rec,0,38229,899
4.46493,rec,0,38229,950
4.46524,rec,0,38229,938
4.46556,rec,0,38229,937
4.46589,rec,0,38229,971
4.46622,rec,0,38229,1002
4.46655,rec,0,38229,942
4.46686,rec,0,38229,933
4.46719,rec,0,38229,955
4.46749,rec,0,38229,917
4.4678,rec,0,38229,943
4.46812,rec,0,38229,945
4.46847,rec,0,38229,963
4.46877,rec,0,38229,991
4.46907,rec,0,38229,985
4.46938,rec,0,38229,1008
4.46971,rec,0,38229,1014
4.47002,rec,0,38229,1009
4.47035,rec,0,38229,1015
4.47066,rec,0,38229,978
4.47097,rec,0,38229,935
4.47129,rec,0,38229,966
4.47159,rec,0,38229,934
4.47188,rec,0,38229,963
4.4722,rec,0,38229,876
4.47249,rec,0,38229,974
4.47284,rec,0,38229,936
4.47318,rec,0,38229,966
4.47352,rec,0,38229,984
4.47384,rec,0,38229,1034
4.47417,rec,0,38229,1015
4.47449,rec,0,38229,993
4.47482,rec,0,38229,925
4.4751,rec,0,38229,986
4.47541,rec,0,38229,857
4.47575,rec,0,38229,857
4.47606,rec,0,38229,965
4.47644,rec,0,38229,919
4.4768,rec,0,38229,951
4.47715,rec,0,38229,964
4.47743,rec,0,38229,929
4.47772,rec,0,38229,961
4.478,rec,0,38229,989
4.47828,rec,0,38229,1004
4.47859,rec,0,38229,978
4.47888,rec,0,38229,1009
4.47921,rec,0,38229,935
4.47953,rec,0,38229,974
4.47985,rec,0,38229,925
4.48017,rec,0,38229,903
4.48049,rec,0,38229,891
4.48085,rec,0,38229,900
4.48117,rec,0,38229,940
4.48151,rec,0,38229,960
4.48184,rec,0,38229,941
4.48217,rec,0,38229,924
4.4825,rec,0,38229,844
4.48283,rec,0,38229,826
4.48317,rec,0,38229,921
4.48347,rec,0,38229,918
4.48379,rec,0,38229,948
4.48415,rec,0,38229,954
4.4845,rec,0,38229,932
4.48484,rec,0,38229,837
4.48517,rec,0,38229,889
4.48547,rec,0,38229,875
4.48579,rec,0,38229,960
4.48612,rec,0,38229,955
4.48643,rec,0,38229,959
4.48676,rec,0,38229,963
4.48709,rec,0,38229,998
4.48742,rec,0,38229,969
4.48776,rec,0,38229,910
4.48809,rec,0,38229,926
4.48842,rec,0,38229,959
4.48873,rec,0,38229,970
4.48904,rec,0,38229,916
4.48936,rec,0,38229,1015
4.48965,rec,0,38229,1000
4.48995,rec,0,38229,973
4.49025,rec,0,38229,963
4.49054,rec,0,38229,1022
4.49085,rec,0,38229,1028
4.49114,rec,0,38229,1051
4.49143,rec,0,38229,965
4.49172,rec,0,38229,988
4.49202,rec,0,38229,1031
4.49231,rec,0,38229,966
4.4926,rec,0,38229,959
4.49289,rec,0,38229,993
4.49318,rec,0,38229,977
4.49349,rec,0,38229,944
4.49378,rec,0,38229,923
4.49412,rec,0,38229,1001
4.49441,rec,0,38229,972
4.4947,rec,0,38229,1005
4.49499,rec,0,38229,951
4.49524,rec,0,38229,925
4.49555,rec,0,38229,948
4.49577,rec,0,38229,878
4.49599,rec,0,38229,967
4.4964,rec,0,38229,950
4.49673,rec,0,38229,974
4.49703,rec,0,38229,926
4.49736,rec,0,38229,946
4.49763,rec,0,38229,969
4.49792,rec,0,38229,942
4.49816,rec,0,38229,905
4.49844,rec,0,38229,912
4.49873,rec,0,38229,839
4.49902,rec,0,38229,880
4.49936,rec,0,38229,888
4.49965,rec,0,38229,969
4.49998,rec,0,38229,911
4.50027,rec,0,38229,883
4.50061,rec,0,38229,965
4.5009,rec,0,38229,974
4.50123,rec,0,38229,1042
4.50152,rec,0,38229,976
4.50183,rec,0,38229,1006
4.50213,rec,0,38229,959
4.50242,rec,0,38229,984
4.50267,rec,0,38229,1019
4.50294,rec,0,38229,960
4.50323,rec,0,38229,932
4.50358,rec,0,38229,991
4.50388,rec,0,38229,1036
4.50417,rec,0,38229,1030
4.50444,rec,0,38229,953
4.50473,rec,0,38229,978
4.50502,rec,0,38229,1011
4.50535,rec,0,38229,1015
4.50564,rec,0,38229,1034
4.50598,rec,0,38229,1038
4.50627,rec,0,38229,1024
4.50658,rec,0,38229,1030
4.50687,rec,0,38229,1113
4.50716,rec,0,38229,1032
4.50744,rec,0,38229,1022
4.50773,rec,0,38229,1069
