y,dir,31268,31418,31568,31718,31868,32018,32168,32318,32468,32618,32768,32918,33068,33218,33368,33518,33668,33818,33968,34118,34268
31268,fwd,41215,41229,41057,40875,40659,40419,40149,39879,39609,39339,39069,38799,38529,38259,38015,37874,37789,37725,37706,37709,37711
31268,back,37731,37739,37745,37740,37737,37738,37747,37743,37740,37740,37729,37722,37722,37727,37720,37713,37707,37701,37702,37713,37711
