t,value
1.10020,32767
1.10045,32767
1.10070,32767
1.10095,32767
1.10120,32767
1.10147,32767
1.10172,32767
1.10202,32767
1.10232,32767
1.10260,32767
1.10284,32767
1.10311,32767
1.10340,32767
1.10365,32767
1.10410,32767
1.10438,32767
1.10472,32767
1.10501,32767
1.10526,32767
1.10555,32767
1.10581,32767
1.10605,32767
1.10630,32767
1.10657,32767
1.10686,32767
1.10718,32767
1.10742,32767
1.10770,32767
1.10799,32767
1.10832,32767
1.10859,32767
1.10886,32767
1.10920,32767
1.10944,32767
1.10970,32767
1.10999,32767
1.11032,32767
1.11057,32767
1.11083,32767
1.11109,32767
1.11136,32767
1.11168,32767
1.11193,32767
1.11222,32767
1.11246,32767
1.11274,32767
1.11309,32767
1.11347,32767
1.11374,32767
1.11406,32767
1.11436,32767
1.11467,32767
1.11495,32767
1.11541,32767
1.11571,32767
1.11601,32767
1.11631,32767
1.11660,32767
1.11686,32767
1.11718,32767
1.11743,32767
1.11768,32767
1.11803,32767
1.11831,32767
1.11858,32767
1.11886,32767
1.11912,32767
1.11945,32767
1.11974,32767
1.12008,32767
1.12039,32767
1.12068,32767
1.12116,32767
1.12145,32767
1.12185,32767
1.12217,32767
1.12246,32767
1.12273,32767
1.12304,32767
1.12333,32767
1.12362,32767
1.12395,32767
1.12422,32767
1.12450,32767
1.12481,32767
1.12510,32767
1.12539,32767
1.12568,32767
1.12598,32767
1.12626,32767
1.12656,32767
1.12685,32767
1.12715,32767
1.12741,32767
1.12770,32767
1.12797,32767
1.12826,32767
1.12856,32767
1.12893,32767
1.12921,32767
1.12956,32767
1.12983,32767
1.13012,32767
1.13047,32767
1.13071,32767
1.13099,32767
1.13133,32767
1.13162,32767
1.13195,32767
1.13225,32767
1.13256,32767
1.13284,32767
1.13309,32767
1.13337,32767
1.13371,32767
1.13399,32767
1.13433,32767
1.13462,32767
1.13493,32767
1.13518,32767
1.13543,32767
1.13568,32767
1.13595,32767
1.13620,32767
1.13649,32767
1.13682,32767
1.13708,32767
1.13732,32767
1.13757,32767
1.13783,32767
1.13811,32767
1.13845,32767
1.13870,32767
1.13954,32767
1.13988,32767
1.14021,32767
1.14051,32767
1.14082,32767
1.14109,32767
1.14135,32767
1.14164,32767
1.14191,32767
1.14219,32767
1.14246,32767
1.14275,32767
1.14306,32767
1.14336,32767
1.14367,32767
1.14395,32767
1.14437,32767
1.14474,32767
1.14506,32767
1.14540,32767
1.14569,32767
1.14603,32767
1.14636,32767
1.14664,32767
1.14693,32767
1.14726,32767
1.14758,32767
1.14790,32767
1.14830,32767
1.14862,32767
1.14895,32767
1.14926,32767
1.14956,32767
1.14988,32767
1.15020,32767
1.15050,32767
1.15081,32767
1.15110,32767
1.15139,32767
1.15168,32767
1.15197,32767
1.15227,32767
1.15257,32767
1.15287,32767
1.15318,32767
1.15347,32767
1.15374,32767
1.15406,32767
1.15436,32767
1.15463,32767
1.15494,32767
1.15526,32767
1.15555,32767
1.15584,32767
1.15612,32767
1.15657,32767
1.15722,32767
1.15754,32767
1.15783,32767
1.15815,32767
1.15844,32767
1.15873,32767
1.15899,32767
1.15926,32767
1.15959,32767
1.15990,32767
1.16019,32767
1.16046,32767
1.16073,32767
1.16097,32767
1.16122,32767
1.16150,32767
1.16181,32767
1.16206,32767
1.16232,32767
1.16257,32767
1.16282,32767
1.16307,32767
1.16334,32767
1.16360,32767
1.16388,32767
1.16418,32767
1.16447,32767
1.16473,32767
1.16497,32767
1.16523,32767
1.16550,32767
1.16580,32767
1.16605,32767
1.16630,32767
1.16657,32767
1.16682,32767
1.16707,32767
1.16732,32767
1.16757,32767
1.16784,32767
1.16810,32767
1.16838,32767
1.16866,32767
1.16890,32767
1.16915,32767
1.16940,32767
1.16965,32767
1.16990,32767
1.17019,32767
1.17045,32767
1.17070,32767
1.17095,32767
1.17119,32767
1.17144,32767
1.17171,32767
1.17199,32767
1.17230,32767
1.17255,32767
1.17280,32767
1.17305,32767
1.17330,32767
1.17355,32767
1.17383,32767
1.17409,32767
1.17432,32767
1.17474,32767
1.17498,32767
1.17529,32767
1.17557,32767
1.17583,32767
1.17612,32767
1.17638,32767
1.17667,32767
1.17692,32767
1.17716,32767
1.17741,32767
1.17777,32767
1.17811,32767
1.17848,32767
1.17876,32767
1.17903,32767
1.17938,32767
1.17965,32767
1.17990,32767
1.18015,32767
1.18042,32767
1.18069,32767
1.18096,32767
1.18124,32767
1.18157,32767
1.18184,32767
1.18211,32767
1.18245,32767
1.18274,32767
1.18307,32767
1.18334,32767
1.18361,32767
1.18394,32767
1.18422,32767
1.18449,32767
1.18482,32767
1.18509,32767
1.18536,32767
1.18571,32767
1.18599,32767
1.18632,32767
1.18659,32767
1.18684,32767
1.18711,32767
1.18734,32767
1.18761,32767
1.18793,32767
1.18819,32767
1.18845,32767
1.18871,32767
1.18899,32767
1.18932,32767
1.18957,32767
1.18985,32767
1.19010,32767
1.19036,32767
1.19064,32767
1.19093,32767
1.19118,32767
1.19151,32767
1.19198,32767
1.19230,32767
1.19260,32767
1.19290,32767
1.19322,32767
1.19345,32767
1.19374,32767
1.19408,32767
1.19438,32767
1.19468,32767
1.19496,32767
1.19526,32767
1.19555,32767
1.19580,32767
1.19605,32767
1.19634,32767
1.19661,32767
1.19693,32767
1.19720,32767
1.19748,32767
1.19775,32767
1.19806,32767
1.19835,32767
1.19866,32767
1.19891,32767
1.19920,32767
1.19952,32767
1.19981,32767
1.20010,32767
1.20034,32767
1.20060,32767
1.20087,32767
1.20116,32767
1.20145,32767
1.20175,32767
1.20206,32767
1.20235,32767
1.20263,32767
1.20291,32767
1.20321,32767
1.20348,32767
1.20377,32767
1.20404,32767
1.20462,32767
1.20491,32767
1.20520,32767
1.20544,32767
1.20570,32767
1.20596,32767
1.20624,32767
1.20658,32767
1.20687,32767
1.20718,32767
1.20745,32767
1.20772,32767
1.20796,32767
1.20821,32767
1.20858,32767
1.20887,32767
1.20919,32767
1.20949,32767
1.20975,32767
1.21008,32767
1.21037,32767
1.21067,32767
1.21096,32767
1.21124,32767
1.21150,32767
1.21175,32767
1.21206,32767
1.21232,32767
1.21258,32767
1.21286,32767
1.21310,32767
1.21335,32767
1.21362,32767
1.21393,32767
1.21418,32767
1.21445,32767
1.21481,32767
1.21510,32767
1.21539,32767
1.21568,32767
1.21593,32767
1.21620,32767
1.21648,32767
1.21679,32767
1.21706,32767
1.21733,32767
1.21762,32767
1.21793,32767
1.21820,32767
1.21849,32767
1.21879,32767
1.21908,32767
1.21936,32767
1.21963,32767
1.21994,32767
1.22023,32767
1.22049,32767
1.22079,32767
1.22108,32767
1.22138,32767
1.22170,32767
1.22210,32767
1.22242,32767
1.22269,32767
1.22298,32767
1.22325,32767
1.22355,32767
1.22384,32767
1.22413,32767
1.22441,32767
1.22470,32767
1.22495,32767
1.22524,32767
1.22557,32767
1.22582,32767
1.22607,32767
1.22632,32767
1.22659,32767
1.22699,32767
1.22731,32767
1.22757,32767
1.22786,32767
1.22819,32767
1.22845,32767
1.22874,32767
1.22909,32767
1.22938,32767
1.22966,32767
1.22993,32767
1.23029,32767
1.23064,32767
1.23092,32767
1.23121,32767
1.23152,32767
1.23184,32767
1.23211,32767
1.23238,32767
1.23267,32767
1.23294,32767
1.23322,32767
1.23348,32767
1.23379,32767
1.23408,32767
1.23437,32767
1.23472,32767
1.23498,32767
1.23527,32767
1.23556,32767
1.23585,32767
1.23615,32767
1.23644,32767
1.23671,32767
1.23698,32767
1.23733,32767
1.23764,32767
1.23798,32767
1.23834,32767
1.23861,32767
1.23892,32767
1.23919,32767
1.23947,32767
1.23975,32767
1.24006,32767
1.24035,32767
1.24062,32767
1.24093,32767
1.24123,32767
1.24153,32767
1.24183,32767
1.24211,32767
1.24243,32767
1.24272,32767
1.24302,32767
1.24333,32767
1.24365,32767
1.24393,32767
1.24445,32767
1.24496,32767
1.24543,32767
1.24574,32767
1.24602,32767
1.24633,32767
1.24662,32767
1.24694,32767
1.24721,32767
1.24750,32767
1.24779,32767
1.24807,32767
1.24834,32767
1.24864,32767
1.24894,32767
1.24921,32767
1.24951,32767
1.24979,32767
1.25009,32767
1.25037,32767
1.25067,32767
1.25096,32767
1.25125,32767
1.25156,32767
1.25189,32767
1.25218,32767
1.25249,32767
1.25281,32767
1.25308,32767
1.25337,32767
1.25371,32767
1.25400,32767
1.25431,32767
1.25460,32767
1.25491,32767
1.25520,32767
1.25549,32767
1.25581,32767
1.25611,32767
1.25639,32767
1.25668,32767
1.25698,32767
1.25727,32767
1.25756,32767
1.25785,32767
1.25814,32767
1.25841,32767
1.25871,32767
1.25899,32767
1.25934,32767
1.25960,32767
1.25989,32767
1.26018,32767
1.26047,32767
1.26077,32767
1.26108,32767
1.26137,32767
1.26170,32767
1.26199,32767
1.26232,32767
1.26294,32767
1.26325,32767
1.26355,32767
1.26383,32767
1.26412,32767
1.26442,32767
1.26471,32767
1.26499,32767
1.26529,32767
1.26559,32767
1.26586,32767
1.26612,32767
1.26644,32767
1.26673,32767
1.26699,32767
1.26730,32767
1.26757,32767
1.26795,32767
1.26830,32767
1.26860,32767
1.26889,32767
1.26918,32767
1.26943,32767
1.26968,32767
1.26992,32767
1.27017,32767
1.27045,32767
1.27074,32767
1.27105,32767
1.27132,32767
1.27160,32767
1.27189,32767
1.27216,32767
1.27246,32767
1.27274,32767
1.27300,32767
1.27333,32767
1.27358,32767
1.27389,32767
1.27416,32767
1.27442,32767
1.27469,32767
1.27496,32767
1.27523,32767
1.27551,32767
1.27577,32767
1.27603,32767
1.27628,32767
1.27652,32767
1.27680,32767
1.27707,32767
1.27734,32767
1.27762,32767
1.27794,32767
1.27821,32767
1.27848,32767
1.27881,32767
1.27909,32767
1.27936,32767
1.27969,32767
1.28011,32767
1.28059,32767
1.28088,32767
1.28118,32767
1.28146,32767
1.28172,32767
1.28199,32767
1.28233,32767
1.28262,32767
1.28293,32767
1.28328,32767
1.28355,32767
1.28380,32767
1.28409,32767
1.28436,32767
1.28469,32767
1.28496,32767
1.28524,32767
1.28558,32767
1.28582,32767
1.28607,32767
1.28632,32767
1.28659,32767
1.28686,32767
1.28719,32767
1.28747,32767
1.28776,32767
1.28802,32767
1.28827,32767
1.28854,32767
1.28879,32767
1.28905,32767
1.28932,32767
1.28959,32767
1.28986,32767
1.29019,32767
1.29047,32767
1.29076,32767
1.29103,32767
1.29128,32767
1.29154,32767
1.29180,32767
1.29205,32767
1.29230,32767
1.29255,32767
1.29282,32767
1.29307,32767
1.29332,32767
1.29359,32767
1.29386,32767
1.29418,32767
1.29446,32767
1.29474,32767
1.29505,32767
1.29530,32767
1.29555,32767
1.29582,32767
1.29611,32767
1.29645,32767
1.29674,32767
1.29707,32767
1.29736,32767
1.29800,32767
1.29836,32767
1.29864,32767
1.29891,32767
1.29918,32767
1.29949,32767
1.29983,32767
1.30011,32767
1.30040,32767
1.30066,32767
1.30092,32767
1.30120,32767
1.30148,32767
1.30174,32767
1.30200,32767
1.30228,32767
1.30256,32767
1.30283,32767
1.30310,32767
1.30340,32767
1.30370,32767
1.30395,32767
1.30421,32767
1.30448,32767
1.30476,32767
1.30503,32767
1.30528,32767
1.30555,32767
1.30580,32767
1.30605,32767
1.30633,32767
1.30657,32767
1.30684,32767
1.30711,32767
1.30736,32767
1.30767,32767
1.30792,32767
1.30819,32767
1.30844,32767
1.30872,32767
1.30898,32767
1.30933,32767
1.30961,32767
1.30994,32767
1.31021,32767
1.31049,32767
1.31082,32767
1.31109,32767
1.31137,32767
1.31167,32767
1.31192,32767
1.31219,32767
1.31245,32767
1.31272,32767
1.31298,32767
1.31330,32767
1.31357,32767
1.31384,32767
1.31411,32767
1.31451,32767
1.31499,32767
1.31530,32767
1.31556,32767
1.31585,32767
1.31617,32767
1.31646,32767
1.31675,32767
1.31707,32767
1.31736,32767
1.31763,32767
1.31793,32767
1.31818,32767
1.31843,32767
1.31870,32767
1.31897,32767
1.31925,32767
1.31956,32767
1.31985,32767
1.32013,32767
1.32043,32767
1.32072,32767
1.32098,32767
1.32124,32767
1.32149,32767
1.32179,32767
1.32206,32767
1.32233,32767
1.32258,32767
1.32287,32767
1.32319,32767
1.32346,32767
1.32373,32767
1.32399,32767
1.32431,32767
1.32460,32767
1.32486,32767
1.32516,32767
1.32545,32767
1.32574,32767
1.32601,32767
1.32630,32767
1.32656,32767
1.32683,32767
1.32711,32767
1.32737,32767
1.32769,32767
1.32796,32767
1.32824,32767
1.32854,32767
1.32883,32767
1.32911,32767
1.32938,32767
1.32969,32767
1.33010,32767
1.33040,32767
1.33100,32767
1.33137,32767
1.33162,32767
1.33201,32767
1.33229,32767
1.33257,32767
1.33283,32767
1.33307,32767
1.33333,32767
1.33356,32767
1.33379,32767
1.33406,32767
1.33429,32767
1.33454,32767
1.33479,32767
1.33504,32767
1.33529,32767
1.33554,32767
1.33579,32767
1.33604,32767
1.33631,32767
1.33654,32767
1.33680,32767
1.33704,32767
1.33729,32767
1.33754,32767
1.33779,32767
1.33804,32767
1.33829,32767
1.33854,32767
1.33879,32767
1.33906,32767
1.33929,32767
1.33955,32767
1.33979,32767
1.34004,32767
1.34029,32767
1.34056,32767
1.34079,32767
1.34107,32767
1.34134,32767
1.34163,32767
1.34188,32767
1.34211,32767
1.34243,32767
1.34267,32767
1.34295,32767
1.34322,32767
1.34348,32767
1.34380,32767
1.34407,32767
1.34432,32767
1.34457,32767
1.34482,32767
1.34507,32767
1.34535,32767
1.34570,32767
1.34596,32767
1.34624,32767
1.34657,32767
1.34682,32767
1.34709,32767
1.34734,32767
1.34764,32767
1.34790,32767
1.34815,32767
1.34841,32767
1.34869,32767
1.34895,32767
1.34919,32767
1.34947,32767
1.34973,32767
1.34997,32767
1.35024,32767
1.35057,32767
1.35084,32767
1.35108,32767
1.35138,32767
1.35170,32767
1.35197,32767
1.35224,32767
1.35258,32767
1.35282,32767
1.35307,32767
1.35333,32767
1.35360,32767
1.35385,32767
1.35408,32767
1.35437,32767
1.35470,32767
1.35497,32767
1.35524,32767
1.35557,32767
1.35584,32767
1.35611,32767
1.35645,32767
1.35675,32767
1.35705,32767
1.35730,32767
1.35756,32767
1.35781,32767
1.35808,32767
1.35835,32767
1.35860,32767
1.35889,32767
1.35918,32767
1.35947,32767
1.35978,32767
1.36007,32767
1.36032,32767
1.36058,32767
1.36087,32767
1.36118,32767
1.36143,32767
1.36168,32767
1.36196,32767
1.36222,32767
1.36251,32767
1.36280,32767
1.36307,32767
1.36334,32767
1.36362,32767
1.36395,32767
1.36421,32767
1.36448,32767
1.36483,32767
1.36507,32767
1.36541,32767
1.36566,32767
1.36593,32767
1.36620,32767
1.36645,32767
1.36671,32767
1.36699,32767
1.36733,32767
1.36757,32767
1.36782,32767
1.36810,32767
1.36836,32767
1.36859,32767
1.36890,32767
1.36915,32767
1.36942,32767
1.36971,32767
1.36997,32767
1.37021,32767
1.37049,32767
1.37082,32767
1.37107,32767
1.37132,32767
1.37157,32767
1.37185,32767
1.37208,32767
1.37236,32767
1.37271,32767
1.37299,32767
1.37330,32767
1.37357,32767
1.37385,32767
1.37416,32767
1.37441,32767
1.37470,32767
1.37500,32767
1.37534,32767
1.37564,32767
1.37595,32767
1.37620,32767
1.37649,32767
1.37683,32767
1.37713,32767
1.37743,32767
1.37772,32767
1.37796,32767
1.37826,32767
1.37856,32767
1.37885,32767
1.37913,32767
1.37945,32767
1.37970,32767
1.37997,32767
1.38022,32767
1.38046,32767
1.38074,32767
1.38107,32767
1.38136,32767
1.38170,32767
1.38195,32767
1.38225,32767
1.38258,32767
1.38282,32767
1.38307,32767
1.38332,32767
1.38357,32767
1.38382,32767
1.38407,32767
1.38437,32767
1.38470,32767
1.38495,32767
1.38523,32767
1.38551,32767
1.38580,32767
1.38605,32767
1.38631,32767
1.38658,32767
1.38685,32767
1.38710,32767
1.38741,32767
1.38770,32767
1.38795,32767
1.38823,32767
1.38851,32767
1.38880,32767
1.38905,32767
1.38930,32767
1.38957,32767
1.38984,32767
1.39011,32767
1.39045,32767
1.39072,32767
1.39096,32767
1.39125,32767
1.39157,32767
1.39184,32767
1.39211,32767
1.39245,32767
1.39270,32767
1.39295,32767
1.39320,32767
1.39347,32767
1.39374,32767
1.39405,32767
1.39433,32767
1.39461,32767
1.39493,32767
1.39517,32767
1.39544,32767
1.39569,32767
1.39597,32767
1.39621,32767
1.39648,32767
1.39674,32767
1.39705,32767
1.39733,32767
1.39761,32767
1.39793,32767
1.39817,32767
1.39844,32767
1.39870,32767
1.39894,32767
1.39923,32767
1.39953,32767
1.39978,32767
1.40005,32767
1.40033,32767
1.40061,32767
1.40093,32767
1.40118,32767
1.40142,32767
1.40167,32767
1.40192,32767
1.40219,32767
1.40247,32767
1.40274,32767
1.40307,32767
1.40334,32767
1.40361,32767
1.40395,32767
1.40422,32767
1.40450,32767
1.40480,32767
1.40505,32767
1.40530,32767
1.40560,32767
1.40584,32767
1.40611,32767
1.40644,32767
1.40670,32767
1.40697,32767
1.40723,32767
1.40755,32767
1.40780,32767
1.40807,32767
1.40837,32767
1.40870,32767
1.40899,32767
1.40928,32767
1.40959,32767
1.40986,32767
1.41020,32767
1.41045,32767
1.41075,32767
1.41108,32767
1.41137,32767
1.41168,32767
1.41196,32767
1.41225,32767
1.41256,32767
1.41286,32767
1.41316,32767
1.41345,32767
1.41374,32767
1.41408,32767
1.41436,32767
1.41471,32767
1.41500,32767
1.41529,32767
1.41558,32767
1.41587,32767
1.41621,32767
1.41649,32767
1.41683,32767
1.41710,32767
1.41737,32767
1.41768,32767
1.41805,32767
1.41833,32767
1.41862,32767
1.41891,32767
1.41920,32767
1.41949,32767
1.41977,32767
1.42006,32767
1.42035,32767
1.42064,32767
1.42093,32767
1.42121,32767
1.42149,32767
1.42183,32767
1.42211,32767
1.42241,32767
1.42271,32767
1.42300,32767
1.42331,32767
1.42360,32767
1.42389,32767
1.42419,32767
1.42453,32767
1.42483,32767
1.42508,32767
1.42538,32767
1.42571,32767
1.42600,32767
1.42627,32767
1.42656,32767
1.42686,32767
1.42712,32767
1.42741,32767
1.42771,32767
1.42798,32767
1.42825,32767
1.42856,32767
1.42883,32767
1.42911,32767
1.42939,32767
1.42968,32767
1.42997,32767
1.43025,32767
1.43056,32767
1.43085,32767
1.43110,32767
1.43139,32767
1.43168,32767
1.43198,32767
1.43227,32767
1.43256,32767
1.43286,32767
1.43316,32767
1.43345,32767
1.43374,32767
1.43408,32767
1.43436,32767
1.43470,32767
1.43502,32767
1.43533,32767
1.43564,32767
1.43595,32767
1.43624,32767
1.43658,32767
1.43687,32767
1.43718,32767
1.43745,32767
1.43774,32767
1.43806,32767
1.43833,32767
1.43861,32767
1.43896,32767
1.43923,32767
1.43950,32767
1.43983,32767
1.44010,32767
1.44039,32767
1.44068,32767
1.44097,32767
1.44129,32767
1.44158,32767
1.44187,32767
1.44222,32767
1.44248,32767
1.44275,32767
1.44306,32767
1.44335,32767
1.44364,32767
1.44393,32767
1.44422,32767
1.44453,32767
1.44483,32767
1.44512,32767
1.44542,32767
1.44570,32767
1.44599,32767
1.44633,32767
1.44662,32767
1.44696,32767
1.44723,32767
1.44753,32767
1.44784,32767
1.44812,32767
1.44844,32767
1.44873,32767
1.44903,32767
1.44933,32767
1.44963,32767
1.44993,32767
1.45023,32767
1.45050,32767
1.45081,32767
1.45110,32767
1.45136,32767
1.45166,32767
1.45199,32767
1.45229,32767
1.45258,32767
1.45287,32767
1.45321,32767
1.45350,32767
1.45383,32767
1.45412,32767
1.45443,32767
1.45472,32767
1.45502,32767
1.45532,32767
1.45560,32767
1.45602,32767
1.45633,32767
1.45654,32767
1.45683,32767
1.45706,32767
1.45729,32767
1.45758,32767
1.45800,32767
1.45853,32767
1.45880,32767
1.45906,32767
1.45943,32767
1.45967,32767
1.45991,32767
1.46020,32767
1.46044,32767
1.46075,32767
1.46105,32767
1.46133,32767
1.46162,32767
1.46191,32767
1.46213,32767
1.46242,32767
1.46277,32767
1.46307,32767
1.46339,32767
1.46371,32767
1.46393,32767
1.46415,32767
1.46440,32767
1.46477,32767
1.46502,32767
1.46529,32767
1.46556,32767
1.46583,32767
1.46607,32767
1.46637,32767
1.46671,32767
1.46701,32767
1.46728,32767
1.46753,32767
1.46778,32767
1.46803,32767
1.46828,32767
1.46853,32767
1.46878,32767
1.46903,32767
1.46928,32767
1.46953,32767
1.46978,32767
1.47003,32767
1.47028,32767
1.47053,32767
1.47078,32767
1.47103,32767
1.47130,32767
1.47156,32767
1.47182,32767
1.47211,32767
1.47245,32767
1.47272,32767
1.47296,32767
1.47324,32767
1.47357,32767
1.47382,32767
1.47407,32767
1.47432,32767
1.47466,32767
1.47490,32767
1.47516,32767
1.47540,32767
1.47574,32767
1.47604,32767
1.47632,32767
1.47659,32767
1.47687,32767
1.47720,32767
1.47746,32767
1.47772,32767
1.47808,32767
1.47836,32767
1.47862,32767
1.47893,32767
1.47918,32767
1.47943,32767
1.47968,32767
1.47995,32767
1.48024,32767
1.48056,32767
1.48085,32767
1.48112,32767
1.48138,32767
1.48170,32767
1.48198,32767
1.48225,32767
1.48256,32767
1.48285,32767
1.48310,32767
1.48337,32767
1.48366,32767
1.48393,32767
1.48420,32767
1.48448,32767
1.48477,32767
1.48506,32767
1.48535,32767
1.48562,32767
1.48593,32767
1.48623,32767
1.48649,32767
1.48675,32767
1.48706,32767
1.48756,32767
1.48794,32767
1.48823,32767
1.48854,32767
1.48878,32767
1.48909,32767
1.48937,32767
1.48969,32767
1.49000,32767
1.49036,32767
1.49075,32767
1.49110,32767
1.49138,32767
1.49166,32767
1.49191,32767
1.49221,32767
1.49248,32767
1.49278,32767
1.49308,32767
1.49338,32767
1.49369,32767
1.49397,32767
1.49421,32767
1.49450,32767
1.49483,32767
1.49512,32767
1.49541,32767
1.49570,32767
1.49599,32767
1.49633,32767
1.49662,32767
1.49696,32767
1.49725,32767
1.49759,32767
1.49790,32767
1.49821,32767
1.49851,32767
1.49881,32767
1.49912,32767
1.49943,32767
1.49973,32767
1.50004,32767
1.50031,32767
1.50062,32767
1.50094,32767
1.50123,32767
1.50152,32767
1.50184,32767
1.50219,32767
1.50248,32767
1.50280,32767
1.50321,32767
1.50358,32767
1.50389,32767
1.50428,32767
1.50463,32767
1.50499,32767
1.50532,32767
1.50564,32767
1.50595,32767
1.50627,32767
1.50654,32767
1.50683,32767
1.50715,32767
1.50746,32767
1.50774,32767
1.50807,32767
1.50837,32767
1.50867,32767
1.50895,32767
1.50924,32767
1.50956,32767
1.50985,32767
1.51014,32767
1.51043,32767
1.51092,32767
1.51127,32767
1.51163,32767
1.51194,32767
1.51227,32767
1.51257,32767
1.51289,32767
1.51323,32767
1.51354,32767
1.51384,32767
1.51416,32767
1.51447,32767
1.51475,32767
1.51502,32767
1.51532,32767
1.51561,32767
1.51590,32767
1.51617,32767
1.51647,32767
1.51675,32767
1.51705,32767
1.51733,32767
1.51762,32767
1.51793,32767
1.51830,32767
1.51859,32767
1.51894,32767
1.51923,32767
1.51956,32767
1.51987,32767
1.52019,32767
1.52050,32767
1.52081,32767
1.52116,32767
1.52148,32767
1.52182,32767
1.52214,32767
1.52245,32767
1.52278,32767
1.52307,32767
1.52341,32767
1.52370,32767
1.52403,32767
1.52437,32767
1.52470,32767
1.52502,32767
1.52537,32767
1.52570,32767
1.52602,32767
1.52637,32767
1.52671,32767
1.52705,32767
1.52734,32767
1.52765,32767
1.52793,32767
1.52828,32767
1.52903,32767
1.52940,32767
1.52973,32767
1.53007,32767
1.53039,32767
1.53069,32767
1.53100,32767
1.53132,32767
1.53160,32767
1.53190,32767
1.53218,32767
1.53247,32767
1.53277,32767
1.53305,32767
1.53334,32767
1.53366,32767
1.53397,32767
1.53432,32767
1.53464,32767
1.53498,32767
1.53532,32767
1.53563,32767
1.53594,32767
1.53625,32767
1.53656,32767
1.53688,32767
1.53721,32767
1.53746,32767
1.53779,32767
1.53822,32767
1.53855,32767
1.53887,32767
1.53918,32767
1.53949,32767
1.53980,32767
1.54007,32767
1.54038,32767
1.54068,32767
1.54099,32767
1.54130,32767
1.54162,32767
1.54193,32767
1.54224,32767
1.54255,32767
1.54287,32767
1.54318,32767
1.54347,32767
1.54376,32767
1.54407,32767
1.54436,32767
1.54464,32767
1.54494,32767
1.54524,32767
1.54550,32767
1.54587,32767
1.54619,32767
1.54655,32767
1.54686,32767
1.54718,32767
1.54748,32767
1.54775,32767
1.54808,32767
1.54838,32767
1.54871,32767
1.54902,32767
1.54935,32767
1.54965,32767
1.54996,32767
1.55026,32767
1.55057,32767
1.55085,32767
1.55115,32767
1.55147,32767
1.55178,32767
1.55205,32767
1.55237,32767
1.55268,32767
1.55300,32767
1.55331,32767
1.55362,32767
1.55390,32767
1.55418,32767
1.55450,32767
1.55482,32767
1.55512,32767
1.55543,32767
1.55574,32767
1.55605,32767
1.55634,32767
1.55665,32767
1.55694,32767
1.55722,32767
1.55752,32767
1.55781,32767
1.55812,32767
1.55841,32767
1.55872,32767
1.55902,32767
1.55932,32767
1.55962,32767
1.55993,32767
1.56022,32767
1.56051,32767
1.56080,32767
1.56109,32767
1.56138,32767
1.56169,32767
1.56199,32767
1.56230,32767
1.56259,32767
1.56288,32767
1.56318,32767
1.56384,32767
1.56424,32767
1.56456,32767
1.56486,32767
1.56516,32767
1.56546,32767
1.56573,32767
1.56604,32767
1.56633,32767
1.56661,32767
1.56685,32767
1.56710,32767
1.56736,32767
1.56766,32767
1.56802,32767
1.56832,32767
1.56859,32767
1.56887,32767
1.56916,32767
1.56946,32767
1.56973,32767
1.56998,32767
1.57024,32767
1.57050,32767
1.57081,32767
1.57110,32767
1.57136,32767
1.57162,32767
1.57187,32767
1.57217,32767
1.57246,32767
1.57274,32767
1.57300,32767
1.57331,32767
1.57361,32767
1.57386,32767
1.57412,32767
1.57444,32767
1.57473,32767
1.57499,32767
1.57525,32767
1.57557,32767
1.57586,32767
1.57611,32767
1.57637,32767
1.57667,32767
1.57694,32767
1.57723,32767
1.57749,32767
1.57775,32767
1.57806,32767
1.57836,32767
1.57863,32767
1.57894,32767
1.57923,32767
1.57951,32767
1.58009,32767
1.58046,32767
1.58081,32767
1.58122,32767
1.58152,32767
1.58179,32767
1.58205,32767
1.58232,32767
1.58258,32767
1.58287,32767
1.58318,32767
1.58344,32767
1.58372,32767
1.58397,32767
1.58422,32767
1.58447,32767
1.58473,32767
1.58499,32767
1.58524,32767
1.58556,32767
1.58585,32767
1.58613,32767
1.58643,32767
1.58672,32767
1.58698,32767
1.58724,32767
1.58756,32767
1.58785,32767
1.58810,32767
1.58837,32767
1.58866,32767
1.58893,32767
1.58921,32767
1.58948,32767
1.58975,32767
1.59006,32767
1.59035,32767
1.59062,32767
1.59093,32767
1.59123,32767
1.59149,32767
1.59179,32767
1.59208,32767
1.59236,32767
1.59262,32767
1.59294,32767
1.59323,32767
1.59349,32767
1.59375,32767
1.59404,32767
1.59431,32767
1.59460,32767
1.59487,32767
1.59527,32767
1.59560,32767
1.59591,32767
1.59620,32767
1.59646,32767
1.59674,32767
1.59706,32767
1.59733,32767
1.59758,32767
1.59783,32767
1.59808,32767
1.59896,32767
1.59929,32767
1.59953,32767
1.59982,32767
1.60007,32767
1.60032,32767
1.60058,32767
1.60085,32767
1.60113,32767
1.60138,32767
1.60170,32767
1.60198,32767
1.60225,32767
1.60256,32767
1.60285,32767
1.60312,32767
1.60338,32767
1.60370,32767
1.60396,32767
1.60423,32767
1.60450,32767
1.60479,32767
1.60506,32767
1.60535,32767
1.60562,32767
1.60594,32767
1.60623,32767
1.60649,32767
1.60681,32767
1.60709,32767
1.60734,32767
1.60762,32767
1.60795,32767
1.60820,32767
1.60845,32767
1.60870,32767
1.60895,32767
1.60920,32767
1.60945,32767
1.60972,32767
1.60997,32767
1.61024,32767
