t,value
2.62995,32767
2.63020,32767
2.63045,32767
2.63070,32767
2.63097,32767
2.63123,32767
2.63146,32767
2.63174,32767
2.63206,32767
2.63231,32767
2.63255,32767
2.63281,32767
2.63307,32767
2.63334,32767
2.63360,32767
2.63383,32767
2.63411,32767
2.63445,32767
2.63470,32767
2.63495,32767
2.63520,32767
2.63545,32767
2.63570,32767
2.63595,32767
2.63620,32767
2.63645,32767
2.63672,32767
2.63699,32767
2.63731,32767
2.63757,32767
2.63782,32767
2.63812,32767
2.63845,32767
2.63873,32767
2.63897,32767
2.63922,32767
2.63948,32767
2.63972,32767
2.64000,32767
2.64030,32767
2.64058,32767
2.64083,32767
2.64107,32767
2.64133,32767
2.64157,32767
2.64182,32767
2.64207,32767
2.64232,32767
2.64257,32767
2.64282,32767
2.64308,32767
2.64334,32767
2.64360,32767
2.64385,32767
2.64412,32767
2.64442,32767
2.64467,32767
2.64492,32767
2.64519,32767
2.64548,32767
2.64577,32767
2.64609,32767
2.64641,32767
2.64669,32767
2.64695,32767
2.64727,32767
2.64753,32767
2.64792,32767
2.64839,32767
2.64868,32767
2.64897,32767
2.64924,32767
2.64957,32767
2.64982,32767
2.65008,32767
2.65036,32767
2.65070,32767
2.65096,32767
2.65123,32767
2.65156,32767
2.65184,32767
2.65208,32767
2.65233,32767
2.65260,32767
2.65291,32767
2.65319,32767
2.65346,32767
2.65372,32767
2.65406,32767
2.65429,32767
2.65456,32767
2.65479,32767
2.65503,32767
2.65529,32767
2.65555,32767
2.65580,32767
2.65603,32767
2.65634,32767
2.65659,32767
2.65687,32767
2.65716,32767
2.65743,32767
2.65771,32767
2.65793,32767
2.65816,32767
2.65840,32767
2.65863,32767
2.65893,32767
2.65940,32767
2.65971,32767
2.65999,32767
2.66029,32767
2.66056,32767
2.66079,32767
2.66119,32767
2.66161,32767
2.66187,32767
2.66216,32767
2.66239,32767
2.66264,32767
2.66286,32767
2.66310,32767
2.66335,32767
2.66357,32767
2.66382,32767
2.66400,32767
2.66422,32767
2.66441,32767
2.66464,32767
2.66489,32767
2.66512,32767
2.66533,32767
2.66562,32767
2.66585,32767
2.66611,32767
2.66633,32767
2.66666,32767
2.66691,32767
2.66714,32767
2.66737,32767
2.66758,32767
2.66791,32767
2.66812,32767
2.66828,32767
2.66845,32767
2.66861,32767
2.66882,32767
2.66899,32767
2.66919,32767
2.66936,32767
2.66953,32767
2.66970,32767
2.66986,32767
2.67007,32767
2.67037,32767
2.67053,32767
2.67072,32767
2.67089,32767
2.67107,32767
2.67126,32767
2.67144,32767
2.67162,32767
2.67192,32767
2.67217,32767
2.67241,32767
2.67264,32767
2.67287,32767
2.67308,32767
2.67331,32767
2.67350,32767
2.67372,32767
2.67394,32767
2.67416,32767
2.67441,32767
2.67466,32767
2.67491,32767
2.67516,32767
2.67539,32767
2.67564,32767
2.67587,32767
2.67612,32767
2.67637,32767
2.67662,32767
2.67687,32767
2.67713,32767
2.67737,32767
2.67762,32767
2.67788,32767
2.67811,32767
2.67835,32767
2.67858,32767
2.67896,32767
2.67924,32767
2.67954,32767
2.67980,32767
2.68006,32767
2.68029,32767
2.68054,32767
2.68080,32767
2.68106,32767
2.68129,32767
2.68156,32767
2.68184,32767
2.68209,32767
2.68234,32767
2.68259,32767
2.68285,32767
2.68317,32767
2.68344,32767
2.68367,32767
2.68395,32767
2.68421,32767
2.68446,32767
2.68471,32767
2.68496,32767
2.68521,32767
2.68546,32767
2.68571,32767
2.68594,32767
2.68621,32767
2.68646,32767
2.68671,32767
2.68696,32767
2.68721,32767
2.68748,32767
2.68773,32767
2.68805,32767
2.68832,32767
2.68859,32767
2.68884,32767
2.68909,32767
2.68932,32767
2.68960,32767
2.68986,32767
2.69017,32767
2.69044,32767
2.69071,32767
2.69097,32767
2.69120,32767
2.69146,32767
2.69170,32767
2.69196,32767
2.69222,32767
2.69247,32767
2.69273,32767
2.69305,32767
2.69332,32767
2.69358,32767
2.69381,32767
2.69404,32767
2.69427,32767
2.69452,32767
2.69474,32767
2.69504,32767
2.69531,32767
2.69555,32767
2.69579,32767
2.69604,32767
2.69629,32767
2.69662,32767
2.69701,32767
2.69728,32767
2.69755,32767
2.69778,32767
2.69803,32767
2.69828,32767
2.69856,32767
2.69880,32767
2.69901,32767
2.69923,32767
2.69953,32767
2.69976,32767
2.69998,32767
2.70028,32767
2.70053,32767
2.70076,32767
2.70101,32767
2.70126,32767
2.70151,32767
2.70173,32767
2.70203,32767
2.70226,32767
2.70251,32767
2.70271,32767
2.70293,32767
2.70320,32767
2.70346,32767
2.70370,32767
2.70395,32767
2.70418,32767
2.70444,32767
2.70469,32767
2.70496,32767
2.70523,32767
2.70556,32767
2.70582,32767
2.70608,32767
2.70635,32767
2.70669,32767
2.70696,32767
2.70723,32767
2.70756,32767
2.70783,32767
2.70810,32767
2.70844,32767
2.70871,32767
2.70898,32767
2.70933,32767
2.70961,32767
2.70994,32767
2.71021,32767
2.71046,32767
2.71072,32767
2.71095,32767
2.71121,32767
2.71148,32767
2.71182,32767
2.71209,32767
2.71236,32767
2.71269,32767
2.71296,32767
2.71324,32767
2.71357,32767
2.71389,32767
2.71424,32767
2.71456,32767
2.71485,32767
2.71509,32767
2.71533,32767
2.71557,32767
2.71584,32767
2.71609,32767
2.71636,32767
2.71671,32767
2.71698,32767
2.71724,32767
2.71756,32767
2.71780,32767
2.71821,32767
2.71851,32767
2.71881,32767
2.71908,32767
2.71935,32767
2.71960,32767
2.71988,32767
2.72015,32767
2.72040,32767
2.72065,32767
2.72090,32767
2.72117,32767
2.72144,32767
2.72171,32767
2.72199,32767
2.72232,32767
2.72259,32767
2.72286,32767
2.72319,32767
2.72347,32767
2.72373,32767
2.72407,32767
2.72434,32767
2.72459,32767
2.72486,32767
2.72517,32767
2.72542,32767
2.72569,32767
2.72595,32767
2.72619,32767
2.72647,32767
2.72682,32767
2.72709,32767
2.72736,32767
2.72770,32767
2.72797,32767
2.72821,32767
2.72849,32767
2.72882,32767
2.72907,32767
2.72932,32767
2.72959,32767
2.72986,32767
2.73018,32767
2.73043,32767
2.73068,32767
2.73095,32767
2.73120,32767
2.73145,32767
2.73179,32767
2.73209,32767
2.73249,32767
2.73279,32767
2.73311,32767
2.73334,32767
2.73361,32767
2.73399,32767
2.73427,32767
2.73458,32767
2.73486,32767
2.73531,32767
2.73564,32767
2.73593,32767
2.73622,32767
2.73651,32767
2.73694,32767
2.73727,32767
2.73753,32767
2.73777,32767
2.73802,32767
2.73827,32767
2.73854,32767
2.73880,32767
2.73907,32767
2.73934,32767
2.73959,32767
2.73986,32767
2.74019,32767
2.74047,32767
2.74071,32767
2.74096,32767
2.74122,32767
2.74148,32767
2.74182,32767
2.74209,32767
2.74236,32767
2.74270,32767
2.74297,32767
2.74321,32767
2.74346,32767
2.74372,32767
2.74398,32767
2.74430,32767
2.74455,32767
2.74482,32767
2.74509,32767
2.74538,32767
2.74566,32767
2.74590,32767
2.74618,32767
2.74642,32767
2.74669,32767
2.74695,32767
2.74720,32767
2.74744,32767
2.74774,32767
2.74799,32767
2.74832,32767
2.74857,32767
2.74882,32767
2.74909,32767
2.74936,32767
2.74975,32767
2.75004,32767
2.75035,32767
2.75065,32767
2.75092,32767
2.75124,32767
2.75153,32767
2.75178,32767
2.75203,32767
2.75227,32767
2.75255,32767
2.75282,32767
2.75307,32767
2.75332,32767
2.75357,32767
2.75384,32767
2.75410,32767
2.75436,32767
2.75469,32767
2.75497,32767
2.75521,32767
2.75546,32767
2.75571,32767
2.75598,32767
2.75630,32767
2.75657,32767
2.75684,32767
2.75711,32767
2.75736,32767
2.75769,32767
2.75797,32767
2.75822,32767
2.75848,32767
2.75882,32767
2.75907,32767
2.75932,32767
2.75958,32767
2.75987,32767
2.76018,32767
2.76042,32767
2.76070,32767
2.76094,32767
2.76122,32767
2.76148,32767
2.76180,32767
2.76205,32767
2.76232,32767
2.76259,32767
2.76286,32767
2.76318,32767
2.76342,32767
2.76370,32767
2.76395,32767
2.76419,32767
2.76444,32767
2.76472,32767
2.76498,32767
2.76532,32767
2.76561,32767
2.76587,32767
2.76615,32767
2.76646,32767
2.76673,32767
2.76707,32767
2.76734,32767
2.76759,32767
2.76819,32767
2.76849,32767
2.76878,32767
2.76907,32767
2.76934,32767
2.76961,32767
2.76995,32767
2.77020,32767
2.77045,32767
2.77069,32767
2.77098,32767
2.77127,32767
2.77156,32767
2.77186,32767
2.77214,32767
2.77244,32767
2.77274,32767
2.77302,32767
2.77335,32767
2.77361,32767
2.77393,32767
2.77423,32767
2.77455,32767
2.77487,32767
2.77518,32767
2.77550,32767
2.77581,32767
2.77614,32767
2.77645,32767
2.77677,32767
2.77711,32767
2.77746,32767
2.77785,32767
2.77818,32767
2.77848,32767
2.77884,32767
2.77916,32767
2.77949,32767
2.77983,32767
2.78018,32767
2.78047,32767
2.78079,32767
2.78120,32767
2.78154,32767
2.78192,32767
2.78227,32767
2.78263,32767
2.78298,32767
2.78333,32767
2.78371,32767
2.78406,32767
2.78441,32767
2.78474,32767
2.78507,32767
2.78544,32767
2.78635,32767
2.78669,32767
2.78701,32767
2.78735,32767
2.78764,32767
2.78795,32767
2.78823,32767
2.78852,32767
2.78881,32767
2.78910,32767
2.78940,32767
2.78969,32767
2.78998,32767
2.79026,32767
2.79057,32767
2.79084,32767
2.79111,32767
2.79143,32767
2.79174,32767
2.79206,32767
2.79237,32767
2.79268,32767
2.79300,32767
2.79331,32767
2.79362,32767
2.79393,32767
2.79422,32767
2.79453,32767
2.79481,32767
2.79510,32767
2.79541,32767
2.79568,32767
2.79597,32767
2.79626,32767
2.79657,32767
2.79686,32767
2.79721,32767
2.79751,32767
2.79781,32767
2.79818,32767
2.79865,32767
2.79895,32767
2.79927,32767
2.79967,32767
2.80006,32767
2.80047,32767
2.80089,32767
2.80124,32767
2.80160,32767
2.80199,32767
2.80231,32767
2.80265,32767
2.80303,32767
2.80337,32767
2.80372,32767
2.80412,32767
2.80456,32767
2.80494,32767
2.80533,32767
2.80568,32767
2.80603,32767
2.80647,32767
2.80683,32767
2.80715,32767
2.80762,32767
2.80798,32767
2.80834,32767
2.80864,32767
2.80894,32767
2.80923,32767
2.80955,32767
2.80984,32767
2.81014,32767
2.81043,32767
2.81074,32767
2.81108,32767
2.81138,32767
2.81170,32767
2.81202,32767
2.81231,32767
2.81263,32767
2.81295,32767
2.81326,32767
2.81355,32767
2.81387,32767
2.81414,32767
2.81443,32767
2.81472,32767
2.81499,32767
2.81526,32767
2.81558,32767
2.81588,32767
2.81617,32767
2.81644,32767
2.81673,32767
2.81704,32767
2.81734,32767
2.81766,32767
2.81795,32767
2.81825,32767
2.81856,32767
2.81887,32767
2.81915,32767
2.81946,32767
2.81976,32767
2.82006,32767
2.82035,32767
2.82065,32767
2.82095,32767
2.82152,32767
2.82248,32767
2.82282,32767
2.82313,32767
2.82343,32767
2.82374,32767
2.82407,32767
2.82435,32767
2.82467,32767
2.82497,32767
2.82529,32767
2.82556,32767
2.82586,32767
2.82616,32767
2.82648,32767
2.82677,32767
2.82708,32767
2.82740,32767
2.82777,32767
2.82827,32767
2.82865,32767
2.82904,32767
2.82942,32767
2.82973,32767
2.83009,32767
2.83043,32767
2.83070,32767
2.83102,32767
2.83135,32767
2.83169,32767
2.83200,32767
2.83231,32767
2.83261,32767
2.83293,32767
2.83320,32767
2.83350,32767
2.83382,32767
2.83409,32767
2.83437,32767
2.83468,32767
2.83499,32767
2.83526,32767
2.83556,32767
2.83587,32767
2.83618,32767
2.83651,32767
2.83682,32767
2.83716,32767
2.83749,32767
2.83782,32767
2.83815,32767
2.83845,32767
2.83876,32767
2.83907,32767
2.83949,32767
2.84037,32767
2.84073,32767
2.84107,32767
2.84139,32767
2.84169,32767
2.84201,32767
2.84231,32767
2.84262,32767
2.84293,32767
2.84324,32767
2.84356,32767
2.84390,32767
2.84417,32767
2.84445,32767
2.84477,32767
2.84505,32767
2.84537,32767
2.84564,32767
2.84594,32767
2.84621,32767
2.84649,32767
2.84676,32767
2.84704,32767
2.84734,32767
2.84762,32767
2.84794,32767
2.84823,32767
2.84852,32767
2.84880,32767
2.84909,32767
2.84936,32767
2.84967,32767
2.84996,32767
2.85024,32767
2.85054,32767
2.85083,32767
2.85111,32767
2.85142,32767
2.85171,32767
2.85199,32767
2.85229,32767
2.85258,32767
2.85288,32767
2.85319,32767
2.85348,32767
2.85376,32767
2.85406,32767
2.85435,32767
2.85464,32767
2.85494,32767
2.85523,32767
2.85554,32767
2.85583,32767
2.85614,32767
2.85661,32767
2.85712,32767
2.85743,32767
2.85773,32767
2.85801,32767
2.85831,32767
2.85864,32767
2.85896,32767
2.85925,32767
2.85956,32767
2.85985,32767
2.86014,32767
2.86043,32767
2.86072,32767
2.86101,32767
2.86131,32767
2.86160,32767
2.86189,32767
2.86218,32767
2.86247,32767
2.86276,32767
2.86306,32767
2.86335,32767
2.86364,32767
2.86393,32767
2.86422,32767
2.86454,32767
2.86483,32767
2.86511,32767
2.86541,32767
2.86570,32767
2.86599,32767
2.86633,32767
2.86661,32767
2.86695,32767
2.86724,32767
2.86758,32767
2.86786,32767
2.86816,32767
2.86845,32767
2.86874,32767
2.86904,32767
2.86933,32767
2.86961,32767
2.86995,32767
2.87025,32767
2.87058,32767
2.87087,32767
2.87118,32767
2.87147,32767
2.87175,32767
2.87206,32767
2.87235,32767
2.87264,32767
2.87293,32767
2.87323,32767
2.87350,32767
2.87381,32767
2.87410,32767
2.87455,32767
2.87488,32767
2.87522,32767
2.87550,32767
2.87581,32767
2.87611,32767
2.87642,32767
2.87670,32767
2.87699,32767
2.87733,32767
2.87762,32767
2.87795,32767
2.87823,32767
2.87854,32767
2.87883,32767
2.87912,32767
2.87941,32767
2.87970,32767
2.87999,32767
2.88033,32767
2.88061,32767
2.88095,32767
2.88124,32767
2.88158,32767
2.88187,32767
2.88220,32767
2.88249,32767
2.88283,32767
2.88312,32767
2.88341,32767
2.88370,32767
2.88399,32767
2.88433,32767
2.88462,32767
2.88492,32767
2.88521,32767
2.88550,32767
2.88582,32767
2.88611,32767
2.88642,32767
2.88671,32767
2.88700,32767
2.88729,32767
2.88769,32767
2.88798,32767
2.88829,32767
2.88859,32767
2.88888,32767
2.88917,32767
2.88944,32767
2.88973,32767
2.89008,32767
2.89042,32767
2.89069,32767
2.89096,32767
2.89124,32767
2.89156,32767
2.89194,32767
2.89239,32767
2.89270,32767
2.89299,32767
2.89329,32767
2.89356,32767
2.89385,32767
2.89408,32767
2.89438,32767
2.89469,32767
2.89498,32767
2.89528,32767
2.89554,32767
2.89582,32767
2.89609,32767
2.89642,32767
2.89672,32767
2.89703,32767
2.89731,32767
2.89761,32767
2.89790,32767
2.89823,32767
2.89853,32767
2.89887,32767
2.89921,32767
2.89951,32767
2.89986,32767
2.90022,32767
2.90058,32767
2.90090,32767
2.90126,32767
2.90161,32767
2.90194,32767
2.90225,32767
2.90258,32767
2.90290,32767
2.90324,32767
2.90357,32767
2.90391,32767
2.90421,32767
2.90450,32767
2.90481,32767
2.90518,32767
2.90550,32767
2.90585,32767
2.90615,32767
2.90645,32767
2.90678,32767
2.90711,32767
2.90745,32767
2.90780,32767
2.90810,32767
2.90848,32767
2.90884,32767
2.90919,32767
2.90959,32767
2.91026,32767
2.91057,32767
2.91090,32767
2.91121,32767
2.91157,32767
2.91190,32767
2.91218,32767
2.91248,32767
2.91278,32767
2.91305,32767
2.91334,32767
2.91360,32767
2.91392,32767
2.91419,32767
2.91447,32767
2.91473,32767
2.91502,32767
2.91532,32767
2.91562,32767
2.91593,32767
2.91623,32767
2.91653,32767
2.91682,32767
2.91712,32767
2.91744,32767
2.91774,32767
2.91807,32767
2.91837,32767
2.91871,32767
2.91908,32767
2.91943,32767
2.91977,32767
2.92011,32767
2.92046,32767
2.92077,32767
2.92112,32767
2.92143,32767
2.92176,32767
2.92212,32767
2.92247,32767
2.92282,32767
2.92314,32767
2.92350,32767
2.92391,32767
2.92428,32767
2.92464,32767
2.92494,32767
2.92523,32767
2.92550,32767
2.92591,32767
2.92621,32767
2.92649,32767
2.92679,32767
2.92711,32767
2.92761,32767
2.92793,32767
2.92823,32767
2.92851,32767
2.92881,32767
2.92910,32767
2.92937,32767
2.92966,32767
2.92993,32767
2.93020,32767
2.93049,32767
2.93079,32767
2.93108,32767
2.93137,32767
2.93169,32767
2.93198,32767
2.93226,32767
2.93257,32767
2.93286,32767
2.93314,32767
2.93342,32767
2.93370,32767
2.93396,32767
2.93423,32767
2.93455,32767
2.93482,32767
2.93509,32767
2.93537,32767
2.93567,32767
2.93596,32767
2.93626,32767
2.93654,32767
2.93682,32767
2.93712,32767
2.93743,32767
2.93773,32767
2.93802,32767
2.93829,32767
2.93856,32767
2.93885,32767
2.93914,32767
2.93944,32767
2.93973,32767
2.94001,32767
2.94031,32767
2.94060,32767
2.94089,32767
2.94119,32767
2.94148,32767
2.94176,32767
2.94206,32767
2.94235,32767
2.94263,32767
2.94293,32767
2.94323,32767
2.94351,32767
2.94382,32767
2.94408,32767
2.94437,32767
2.94474,32767
2.94506,32767
2.94546,32767
2.94581,32767
2.94613,32767
2.94642,32767
2.94669,32767
2.94696,32767
2.94725,32767
2.94766,32767
2.94796,32767
2.94825,32767
2.94857,32767
2.94892,32767
2.94921,32767
2.94949,32767
2.94979,32767
2.95009,32767
2.95038,32767
2.95070,32767
2.95096,32767
2.95129,32767
2.95159,32767
2.95187,32767
2.95217,32767
2.95246,32767
2.95285,32767
2.95319,32767
2.95349,32767
2.95376,32767
2.95406,32767
2.95435,32767
2.95464,32767
2.95493,32767
2.95523,32767
2.95550,32767
2.95581,32767
2.95610,32767
2.95639,32767
2.95668,32767
2.95697,32767
2.95726,32767
2.95756,32767
2.95785,32767
2.95814,32767
2.95843,32767
2.95872,32767
2.95901,32767
2.95931,32767
2.95960,32767
2.95989,32767
2.96018,32767
2.96047,32767
2.96078,32767
2.96108,32767
2.96136,32767
2.96166,32767
2.96195,32767
2.96223,32767
2.96254,32767
2.96280,32767
2.96346,32767
2.96377,32767
2.96406,32767
2.96435,32767
2.96464,32767
2.96492,32767
2.96521,32767
2.96550,32767
2.96579,32767
2.96604,32767
2.96633,32767
2.96660,32767
2.96687,32767
2.96718,32767
2.96748,32767
2.96773,32767
2.96801,32767
2.96829,32767
2.96858,32767
2.96882,32767
2.96910,32767
2.96935,32767
2.96959,32767
2.96986,32767
2.97020,32767
2.97045,32767
2.97070,32767
2.97096,32767
2.97119,32767
2.97148,32767
2.97176,32767
2.97205,32767
2.97231,32767
2.97260,32767
2.97285,32767
2.97316,32767
2.97341,32767
2.97368,32767
2.97393,32767
2.97420,32767
2.97445,32767
2.97472,32767
2.97497,32767
2.97523,32767
2.97553,32767
2.97578,32767
2.97603,32767
2.97629,32767
2.97657,32767
2.97683,32767
2.97707,32767
2.97733,32767
2.97761,32767
2.97799,32767
2.97824,32767
2.97857,32767
2.97882,32767
2.97908,32767
2.97937,32767
2.97968,32767
2.97993,32767
2.98057,32767
2.98094,32767
2.98122,32767
2.98156,32767
2.98184,32767
2.98211,32767
2.98245,32767
2.98270,32767
2.98297,32767
2.98324,32767
2.98355,32767
2.98384,32767
2.98411,32767
2.98438,32767
2.98469,32767
2.98498,32767
2.98526,32767
2.98557,32767
2.98585,32767
2.98617,32767
2.98646,32767
2.98674,32767
2.98704,32767
2.98733,32767
2.98761,32767
2.98792,32767
2.98821,32767
2.98849,32767
2.98879,32767
2.98908,32767
2.98936,32767
2.98967,32767
2.98996,32767
2.99025,32767
2.99058,32767
2.99086,32767
2.99117,32767
2.99146,32767
2.99175,32767
2.99208,32767
2.99236,32767
2.99266,32767
2.99296,32767
2.99324,32767
2.99354,32767
2.99383,32767
2.99411,32767
2.99442,32767
2.99471,32767
2.99501,32767
2.99531,32767
2.99560,32767
2.99588,32767
2.99619,32767
2.99651,32767
2.99681,32767
2.99710,32767
2.99743,32767
2.99787,32767
2.99819,32767
2.99851,32767
2.99879,32767
2.99906,32767
2.99933,32767
2.99962,32767
2.99994,32767
3.00020,32767
3.00048,32767
3.00079,32767
3.00108,32767
3.00136,32767
3.00170,32767
3.00199,32767
3.00231,32767
3.00260,32767
3.00289,32767
3.00318,32767
3.00347,32767
3.00375,32767
3.00406,32767
3.00435,32767
3.00463,32767
3.00494,32767
3.00523,32767
3.00550,32767
3.00581,32767
3.00610,32767
3.00638,32767
3.00668,32767
3.00697,32767
3.00726,32767
3.00756,32767
3.00785,32767
3.00815,32767
3.00843,32767
3.00872,32767
3.00901,32767
3.00931,32767
3.00960,32767
3.00985,32767
3.01014,32767
3.01041,32767
3.01068,32767
3.01097,32767
3.01125,32767
3.01156,32767
3.01185,32767
3.01216,32767
3.01243,32767
3.01272,32767
3.01300,32767
3.01331,32767
3.01360,32767
3.01390,32767
3.01420,32767
3.01449,32767
3.01500,32767
3.01549,32767
3.01578,32767
3.01604,32767
3.01639,32767
3.01667,32767
3.01700,32767
3.01735,32767
3.01763,32767
3.01795,32767
3.01825,32767
3.01858,32767
3.01887,32767
3.01921,32767
3.01950,32767
3.01984,32767
3.02014,32767
3.02047,32767
3.02076,32767
3.02108,32767
3.02138,32767
3.02170,32767
3.02201,32767
3.02229,32767
3.02261,32767
3.02291,32767
3.02322,32767
3.02354,32767
3.02383,32767
3.02417,32767
3.02447,32767
3.02483,32767
3.02517,32767
3.02552,32767
3.02588,32767
3.02624,32767
3.02659,32767
3.02696,32767
3.02730,32767
3.02761,32767
3.02795,32767
3.02849,32767
3.02886,32767
3.02926,32767
3.02962,32767
3.02998,32767
3.03034,32767
3.03075,32767
3.03107,32767
3.03138,32767
3.03169,32767
3.03198,32767
3.03260,32767
3.03348,32767
3.03380,32767
3.03411,32767
3.03444,32767
3.03476,32767
3.03507,32767
3.03535,32767
3.03568,32767
3.03599,32767
3.03630,32767
3.03662,32767
3.03693,32767
3.03724,32767
3.03756,32767
3.03787,32767
3.03818,32767
3.03857,32767
3.03890,32767
3.03920,32767
3.03954,32767
3.03983,32767
3.04016,32767
3.04049,32767
3.04084,32767
3.04117,32767
3.04146,32767
3.04176,32767
3.04208,32767
3.04239,32767
3.04270,32767
3.04297,32767
3.04327,32767
3.04356,32767
3.04388,32767
3.04421,32767
3.04463,32767
3.04509,32767
3.04540,32767
3.04571,32767
3.04601,32767
3.04629,32767
3.04658,32767
3.04685,32767
3.04714,32767
3.04742,32767
3.04770,32767
3.04796,32767
3.04824,32767
3.04851,32767
3.04879,32767
3.04904,32767
3.04929,32767
3.04972,32767
3.05033,32767
3.05066,32767
3.05096,32767
3.05124,32767
3.05150,32767
3.05180,32767
3.05205,32767
3.05230,32767
3.05255,32767
3.05280,32767
3.05305,32767
3.05330,32767
3.05355,32767
3.05379,32767
3.05404,32767
3.05432,32767
3.05457,32767
3.05481,32767
3.05505,32767
3.05530,32767
3.05555,32767
3.05580,32767
3.05605,32767
3.05630,32767
3.05656,32767
3.05680,32767
3.05705,32767
3.05730,32767
3.05755,32767
3.05780,32767
3.05805,32767
3.05830,32767
3.05855,32767
3.05880,32767
3.05907,32767
3.05932,32767
3.05960,32767
3.05985,32767
3.06011,32767
3.06038,32767
3.06069,32767
3.06095,32767
3.06123,32767
3.06154,32767
3.06183,32767
3.06211,32767
3.06242,32767
3.06271,32767
3.06299,32767
3.06330,32767
3.06357,32767
3.06384,32767
3.06411,32767
3.06451,32767
3.06483,32767
3.06511,32767
3.06541,32767
3.06570,32767
3.06599,32767
3.06633,32767
3.06661,32767
3.06691,32767
3.06721,32767
3.06754,32767
3.06790,32767
3.06824,32767
3.06855,32767
3.06881,32767
3.06910,32767
3.06939,32767
3.06976,32767
3.07003,32767
3.07028,32767
3.07053,32767
3.07082,32767
3.07108,32767
3.07132,32767
3.07158,32767
3.07182,32767
3.07208,32767
3.07235,32767
3.07258,32767
3.07282,32767
3.07307,32767
3.07333,32767
3.07360,32767
3.07383,32767
3.07411,32767
3.07445,32767
3.07470,32767
3.07495,32767
3.07520,32767
3.07552,32767
3.07581,32767
3.07610,32767
3.07636,32767
3.07660,32767
3.07688,32767
3.07718,32767
3.07743,32767
3.07769,32767
3.07798,32767
3.07826,32767
3.07855,32767
3.07881,32767
3.07909,32767
3.07936,32767
3.07960,32767
3.07983,32767
3.08011,32767
3.08045,32767
3.08070,32767
3.08095,32767
3.08120,32767
3.08145,32767
3.08170,32767
3.08197,32767
3.08222,32767
3.08248,32767
3.08273,32767
3.08299,32767
3.08333,32767
3.08368,32767
3.08393,32767
3.08418,32767
3.08443,32767
3.08487,32767
3.08518,32767
3.08558,32767
3.08587,32767
3.08617,32767
3.08642,32767
3.08670,32767
3.08697,32767
3.08724,32767
3.08758,32767
3.08782,32767
3.08807,32767
3.08832,32767
3.08859,32767
3.08886,32767
3.08918,32767
3.08942,32767
3.08970,32767
3.08996,32767
3.09023,32767
3.09057,32767
3.09084,32767
3.09111,32767
3.09136,32767
3.09164,32767
3.09191,32767
3.09216,32767
3.09240,32767
3.09265,32767
3.09290,32767
3.09316,32767
3.09342,32767
3.09369,32767
3.09397,32767
3.09423,32767
3.09457,32767
3.09483,32767
3.09507,32767
3.09532,32767
3.09557,32767
3.09583,32767
3.09609,32767
3.09635,32767
3.09659,32767
3.09691,32767
3.09716,32767
3.09740,32767
3.09765,32767
3.09792,32767
3.09824,32767
3.09849,32767
3.09880,32767
3.09907,32767
3.09932,32767
3.09957,32767
3.09983,32767
3.10007,32767
3.10032,32767
3.10057,32767
3.10082,32767
3.10108,32767
3.10132,32767
3.10158,32767
3.10182,32767
3.10208,32767
3.10241,32767
3.10291,32767
3.10320,32767
3.10349,32767
3.10375,32767
3.10403,32767
3.10428,32767
3.10453,32767
3.10483,32767
3.10511,32767
3.10538,32767
3.10568,32767
3.10597,32767
3.10622,32767
3.10649,32767
3.10679,32767
3.10725,32767
3.10758,32767
3.10786,32767
3.10820,32767
3.10847,32767
3.10874,32767
3.10905,32767
3.10932,32767
3.10959,32767
3.10986,32767
3.11020,32767
3.11047,32767
3.11071,32767
3.11099,32767
3.11130,32767
3.11155,32767
3.11180,32767
3.11207,32767
3.11232,32767
3.11261,32767
3.11290,32767
3.11320,32767
3.11345,32767
3.11370,32767
3.11395,32767
3.11422,32767
3.11448,32767
3.11480,32767
3.11507,32767
3.11533,32767
3.11562,32767
3.11593,32767
3.11618,32767
3.11647,32767
3.11672,32767
3.11698,32767
3.11724,32767
3.11755,32767
3.11782,32767
3.11808,32767
3.11832,32767
3.11859,32767
3.11889,32767
3.11918,32767
3.11947,32767
3.11982,32767
3.12022,32767
3.12069,32767
3.12104,32767
3.12132,32767
3.12157,32767
3.12182,32767
3.12207,32767
3.12233,32767
3.12262,32767
3.12291,32767
3.12316,32767
3.12340,32767
3.12365,32767
3.12390,32767
3.12415,32767
3.12440,32767
3.12465,32767
3.12490,32767
3.12515,32767
3.12540,32767
3.12565,32767
3.12590,32767
3.12615,32767
3.12640,32767
3.12665,32767
3.12690,32767
3.12715,32767
3.12742,32767
3.12769,32767
3.12795,32767
3.12826,32767
3.12853,32767
3.12878,32767
3.12903,32767
3.12926,32767
3.12949,32767
3.12980,32767
3.13007,32767
3.13034,32767
3.13059,32767
3.13085,32767
3.13109,32767
3.13136,32767
3.13168,32767
3.13191,32767
3.13217,32767
3.13245,32767
3.13272,32767
3.13296,32767
3.13324,32767
3.13353,32767
3.13378,32767
3.13405,32767
3.13432,32767
3.13457,32767
3.13484,32767
3.13511,32767
3.13536,32767
3.13570,32767
3.13594,32767
3.13622,32767
3.13651,32767
3.13680,32767
3.13705,32767
3.13741,32767
3.13776,32767
3.13805,32767
3.13832,32767
3.13859,32767
3.13887,32767
3.13918,32767
3.13942,32767
3.13969,32767
3.13997,32767
3.14023,32767
3.14057,32767
3.14084,32767
3.14111,32767
