y,dir,17768,19268,20768,22268,23768,25268,26768,28268,29768,31268,32768,34268,35768,37268,38768,40268,41768,43268,44768,46268,47768
17768,fwd,49258,49039,48923,48918,48866,48928,48984,48849,48942,49120,49330,49532,49730,49937,50147,50306,50403,50512,50646,50637,50582
17768,back,49839,50065,50317,50528,50729,50833,50871,50724,50517,50316,50106,49896,49687,49477,49365,49389,49450,49506,49772,50042,50312
20768,fwd,49647,49431,49310,49261,49346,49443,49644,49846,50052,50262,50472,50641,50816,50942,50983,51004,50825,50590,50328,50058,49799
20768,back,49706,49911,50159,50346,50475,50426,50249,50046,49840,49638,49438,49319,49260,49175,49076,49026,48992,48997,49139,49337,49555
23768,fwd,49454,49481,49532,49693,49804,50014,50211,50408,50610,50820,51017,51137,51086,50890,50657,50412,50162,49921,49695,49484,49295
23768,back,49764,49978,50175,50298,50297,50087,49877,49667,49486,49323,49168,48979,48927,48873,48880,48868,48795,48755,48853,49027,49117
26768,fwd,49670,49614,49753,49929,50133,50337,50547,50757,50917,51106,51171,51077,50842,50582,50312,50042,49772,49524,49281,49020,48794
26768,back,50347,50164,49975,49792,49586,49378,49173,48963,48775,48647,48558,48462,48453,48440,48375,48312,48290,48369,48403,48474,48578
29768,fwd,50543,50749,50959,51158,51264,51321,51393,51382,51372,51278,51076,50806,50536,50266,49996,49726,49456,49210,48971,48765,48574
29768,back,49699,49491,49288,49078,48870,48673,48467,48257,48057,48071,48092,48077,48121,48225,48182,48146,48137,48174,48266,48311,48453
32768,fwd,49863,50034,50139,50155,50204,50232,50250,50214,49945,49675,49405,49135,48865,48595,48325,48127,47956,47855,47722,47503,47392
32768,back,48633,48431,48243,48033,47885,47693,47503,47339,47252,47194,47166,47206,47280,47406,47476,47366,47273,47185,47070,47066,47307
35768,fwd,48842,49051,49261,49460,49543,49607,49559,49321,49051,48781,48511,48241,48000,47912,47845,47818,47854,47925,48058,48151,48276
35768,back,48576,48366,48163,47998,47857,47755,47761,47727,47785,47895,48016,48127,48217,48211,48223,48228,48201,48194,48224,48227,48277
38768,fwd,48768,48835,48868,48821,48826,48709,48600,48367,48106,47836,47568,47310,47145,47095,47152,47310,47502,47701,47856,47985,48097
38768,back,47858,47660,47486,47284,47177,47066,47128,47394,47587,47836,48100,48213,48254,48388,48491,48535,48565,48516,48409,48357,48230
41768,fwd,47968,48090,48101,47850,47580,47310,47040,46845,46788,46808,46817,46995,47205,47415,47617,47716,47845,48019,48026,48177,48387
41768,back,48202,48232,48224,48327,48366,48321,48288,48305,48362,48439,48542,48655,48743,48841,48905,48920,48829,48841,48883,48807,48597
44768,fwd,48102,48100,48227,48324,48335,48249,48174,47993,47843,47757,47730,47668,47676,47406,47159,47134,47220,47427,47619,47827,48037
44768,back,48061,48062,47933,47902,47852,47803,47893,47962,48100,48257,48411,48486,48541,48638,48810,48833,48809,48778,48663,48453,48243
47768,fwd,48065,48037,47962,47932,47993,47908,47911,47920,47891,47936,47973,48129,48203,48243,48342,48548,48745,48813,48858,49024,49027
47768,back,47545,47815,48085,48343,48511,48709,48913,49059,49329,49599,49581,49642,49636,49644,49614,49499,49390,49269,49228,49183,49047
