t,tag,z,bias,value
0.3551,base,0,38229,-71
0.356,base,0,38229,-5
0.3565,base,0,38229,-55
0.357,base,0,38229,-33
0.3577,base,0,38229,-37
0.3583,base,0,38229,-28
0.3587,base,0,38229,66
0.3601,base,0,38229,9
0.3606,base,0,38229,57
0.361,base,0,38229,-31
0.3615,base,0,38229,70
0.3619,base,0,38229,-26
0.3624,base,0,38229,-11
0.3629,base,0,38229,70
0.3633,base,0,38229,-1
0.3637,base,0,38229,25
0.3642,base,0,38229,-47
0.3646,base,0,38229,-26
0.365,base,0,38229,0
0.3655,base,0,38229,-58
0.3658,base,0,38229,-13
0.3663,base,0,38229,-40
0.3668,base,0,38229,-26
0.3671,base,0,38229,-19
0.3675,base,0,38229,-25
0.3679,base,0,38229,17
0.3683,base,0,38229,-24
0.3687,base,0,38229,52
0.369,base,0,38229,-39
0.3695,base,0,38229,-105
0.3699,base,0,38229,1
0.3703,base,0,38229,-65
0.3709,base,0,38229,46
0.3712,base,0,38229,-16
0.3716,base,0,38229,0
0.3721,base,0,38229,-35
0.3725,base,0,38229,-24
0.3728,base,0,38229,-26
0.3731,base,0,38229,10
0.3736,base,0,38229,64
0.374,base,0,38229,-47
0.3745,base,0,38229,40
0.3751,base,0,38229,18
0.3756,base,0,38229,-85
0.3761,base,0,38229,59
0.3764,base,0,38229,-47
0.3767,base,0,38229,-37
0.377,base,0,38229,11
0.3773,base,0,38229,2
0.3777,base,0,38229,18
0.378,base,0,38229,57
0.3784,base,0,38229,-15
0.3788,base,0,38229,36
0.3791,base,0,38229,12
0.3797,base,0,38229,-64
0.3801,base,0,38229,-19
0.3805,base,0,38229,-28
0.3809,base,0,38229,10
0.3812,base,0,38229,-93
0.3816,base,0,38229,0
0.3819,base,0,38229,28
0.3824,base,0,38229,25
0.3827,base,0,38229,9
0.3831,base,0,38229,-7
0.3834,base,0,38229,6
0.3837,base,0,38229,-12
0.384,base,0,38229,12
0.3843,base,0,38229,39
0.3846,base,0,38229,-12
0.3849,base,0,38229,11
0.3851,base,0,38229,62
0.3854,base,0,38229,-34
0.3857,base,0,38229,23
0.386,base,0,38229,54
0.3863,base,0,38229,-21
0.3866,base,0,38229,17
0.3869,base,0,38229,24
0.3872,base,0,38229,-49
0.3875,base,0,38229,-8
0.3878,base,0,38229,43
0.3881,base,0,38229,-13
0.3884,base,0,38229,-6
0.3887,base,0,38229,-36
0.389,base,0,38229,-101
0.3893,base,0,38229,-44
0.3896,base,0,38229,-11
0.3899,base,0,38229,-93
0.3902,base,0,38229,-95
0.3905,base,0,38229,-52
0.3909,base,0,38229,35
0.3914,base,0,38229,-45
0.392,base,0,38229,-1
0.3927,base,0,38229,-63
0.3932,base,0,38229,78
0.3936,base,0,38229,-25
0.394,base,0,38229,20
0.3942,base,0,38229,8
0.3945,base,0,38229,64
0.3948,base,0,38229,-6
0.3951,base,0,38229,30
0.3955,base,0,38229,45
0.3957,base,0,38229,56
0.3961,base,0,38229,22
0.3964,base,0,38229,-43
0.3967,base,0,38229,-65
0.397,base,0,38229,-34
0.3973,base,0,38229,-13
0.3976,base,0,38229,-24
0.3979,base,0,38229,-81
0.3982,base,0,38229,-10
0.3985,base,0,38229,-6
0.3988,base,0,38229,-31
0.3991,base,0,38229,-9
0.3994,base,0,38229,30
0.3997,base,0,38229,-1
0.4,base,0,38229,55
0.4003,base,0,38229,0
0.4006,base,0,38229,-5
0.4009,base,0,38229,-6
0.4012,base,0,38229,13
0.4014,base,0,38229,-18
0.4017,base,0,38229,-39
0.402,base,0,38229,-8
0.4023,base,0,38229,5
0.4026,base,0,38229,-18
0.4029,base,0,38229,-35
0.4032,base,0,38229,-69
0.4034,base,0,38229,-78
0.4037,base,0,38229,-62
0.404,base,0,38229,-21
0.4043,base,0,38229,-93
0.4046,base,0,38229,-54
0.405,base,0,38229,-14
0.4052,base,0,38229,-30
0.4055,base,0,38229,13
0.4058,base,0,38229,16
0.4061,base,0,38229,-15
0.4064,base,0,38229,-16
0.4067,base,0,38229,-3
0.407,base,0,38229,-11
0.4073,base,0,38229,27
0.4077,base,0,38229,38
0.4082,base,0,38229,-37
0.4086,base,0,38229,48
0.409,base,0,38229,-51
0.4094,base,0,38229,28
0.4098,base,0,38229,46
0.4101,base,0,38229,-79
0.4104,base,0,38229,-43
0.4107,base,0,38229,14
0.411,base,0,38229,-22
0.4113,base,0,38229,-25
0.4116,base,0,38229,2
0.4119,base,0,38229,-11
0.4122,base,0,38229,-16
0.4124,base,0,38229,-42
0.4129,base,0,38229,0
0.4133,base,0,38229,-75
0.4138,base,0,38229,8
0.4141,base,0,38229,5
0.4144,base,0,38229,-9
0.4147,base,0,38229,-18
0.415,base,0,38229,-44
0.4153,base,0,38229,-16
0.4156,base,0,38229,11
0.4159,base,0,38229,-40
0.4162,base,0,38229,31
0.4165,base,0,38229,-11
0.4168,base,0,38229,15
0.4171,base,0,38229,4
0.4174,base,0,38229,1
0.4177,base,0,38229,13
0.418,base,0,38229,51
0.4183,base,0,38229,34
0.4186,base,0,38229,9
0.4189,base,0,38229,21
0.4192,base,0,38229,44
0.4195,base,0,38229,13
0.4197,base,0,38229,-5
0.42,base,0,38229,-21
0.4203,base,0,38229,-34
0.4206,base,0,38229,-62
0.4208,base,0,38229,-23
0.4211,base,0,38229,-17
0.4214,base,0,38229,13
0.4217,base,0,38229,-47
0.4219,base,0,38229,-32
0.4222,base,0,38229,73
0.4225,base,0,38229,-14
0.4228,base,0,38229,34
0.4231,base,0,38229,30
0.4233,base,0,38229,-27
0.4236,base,0,38229,-12
0.4241,base,0,38229,-16
0.4246,base,0,38229,-20
0.4252,base,0,38229,-7
0.4256,base,0,38229,14
0.426,base,0,38229,48
0.4264,base,0,38229,-1
0.4267,base,0,38229,-11
0.4271,base,0,38229,15
0.4274,base,0,38229,27
0.4276,base,0,38229,21
0.4279,base,0,38229,59
0.4282,base,0,38229,21
0.4285,base,0,38229,48
0.4288,base,0,38229,16
0.4291,base,0,38229,59
0.4293,base,0,38229,7
0.4296,base,0,38229,0
0.4299,base,0,38229,-42
0.4302,base,0,38229,-22
0.4305,base,0,38229,23
0.4308,base,0,38229,21
0.4311,base,0,38229,-47
0.4313,base,0,38229,-22
0.4316,base,0,38229,-55
0.4318,base,0,38229,78
0.4321,base,0,38229,0
0.4324,base,0,38229,47
0.4327,base,0,38229,-19
0.433,base,0,38229,40
0.4333,base,0,38229,6
0.4336,base,0,38229,9
0.4338,base,0,38229,-12
0.4341,base,0,38229,-15
0.4344,base,0,38229,-20
0.4347,base,0,38229,-61
0.4349,base,0,38229,-15
0.4352,base,0,38229,-19
0.4356,base,0,38229,-24
0.4359,base,0,38229,-9
0.4361,base,0,38229,-23
0.4364,base,0,38229,-12
0.4367,base,0,38229,-28
0.437,base,0,38229,-20
0.4372,base,0,38229,-95
0.4375,base,0,38229,-76
0.4378,base,0,38229,-20
0.4381,base,0,38229,-13
0.4383,base,0,38229,-6
0.4386,base,0,38229,-1
0.4389,base,0,38229,66
0.4392,base,0,38229,1
0.4395,base,0,38229,21
0.4398,base,0,38229,74
0.44,base,0,38229,59
0.4405,base,0,38229,37
0.4409,base,0,38229,-66
0.4414,base,0,38229,-7
0.4419,base,0,38229,49
0.4423,base,0,38229,10
0.4428,base,0,38229,-1
0.4432,base,0,38229,56
0.4435,base,0,38229,0
0.4438,base,0,38229,-64
0.4441,base,0,38229,-34
0.4444,base,0,38229,-29
0.4447,base,0,38229,-25
0.445,base,0,38229,17
0.4452,base,0,38229,30
0.4456,base,0,38229,-30
0.4458,base,0,38229,-24
0.4461,base,0,38229,99
0.4463,base,0,38229,63
0.4466,base,0,38229,2
0.4468,base,0,38229,16
0.4471,base,0,38229,-19
0.4474,base,0,38229,-34
0.4477,base,0,38229,-12
0.448,base,0,38229,-78
0.4482,base,0,38229,-82
0.4485,base,0,38229,46
0.4487,base,0,38229,26
0.449,base,0,38229,49
0.4493,base,0,38229,20
0.4496,base,0,38229,21
0.4498,base,0,38229,17
0.4501,base,0,38229,25
0.4504,base,0,38229,-66
0.4507,base,0,38229,-30
0.4509,base,0,38229,-23
0.4512,base,0,38229,-117
0.4515,base,0,38229,-59
0.4517,base,0,38229,-63
0.452,base,0,38229,-6
0.4523,base,0,38229,-66
0.4527,base,0,38229,-33
0.453,base,0,38229,-30
0.4533,base,0,38229,-88
0.4536,base,0,38229,-9
0.4539,base,0,38229,-80
0.4542,base,0,38229,-40
0.4545,base,0,38229,38
0.4548,base,0,38229,-39
0.4551,base,0,38229,-73
0.4553,base,0,38229,-55
0.4556,base,0,38229,-51
0.4558,base,0,38229,-72
0.4561,base,0,38229,21
0.4563,base,0,38229,49
0.4566,base,0,38229,-3
0.4569,base,0,38229,-5
0.4571,base,0,38229,-72
0.4575,base,0,38229,-24
0.4579,base,0,38229,57
0.4583,base,0,38229,-14
0.4586,base,0,38229,-47
0.4589,base,0,38229,37
0.4593,base,0,38229,12
0.4597,base,0,38229,15
0.46,base,0,38229,-50
0.4603,base,0,38229,4
0.4606,base,0,38229,39
0.4609,base,0,38229,-20
0.4612,base,0,38229,10
0.4615,base,0,38229,44
0.4618,base,0,38229,81
0.4621,base,0,38229,19
0.4625,base,0,38229,12
0.4627,base,0,38229,50
0.4631,base,0,38229,38
0.4634,base,0,38229,64
0.4637,base,0,38229,28
0.464,base,0,38229,5
0.4643,base,0,38229,74
0.4646,base,0,38229,10
0.4649,base,0,38229,29
0.4652,base,0,38229,-46
0.4654,base,0,38229,-11
0.4657,base,0,38229,-1
0.466,base,0,38229,36
0.4663,base,0,38229,-22
0.4666,base,0,38229,31
0.4668,base,0,38229,8
0.4671,base,0,38229,25
0.4673,base,0,38229,-26
0.4676,base,0,38229,-30
0.4678,base,0,38229,-85
0.4681,base,0,38229,40
0.4683,base,0,38229,49
0.4686,base,0,38229,19
0.4688,base,0,38229,-74
0.4691,base,0,38229,11
0.4693,base,0,38229,21
0.4696,base,0,38229,4
0.4698,base,0,38229,55
0.4701,base,0,38229,-22
0.4703,base,0,38229,-11
0.4706,base,0,38229,-32
0.471,base,0,38229,-13
0.4712,base,0,38229,-40
0.4716,base,0,38229,7
0.4718,base,0,38229,-39
0.4721,base,0,38229,-52
0.4723,base,0,38229,-98
0.4726,base,0,38229,-35
0.4729,base,0,38229,-15
0.4732,base,0,38229,-19
0.4734,base,0,38229,-28
0.4737,base,0,38229,17
0.4741,base,0,38229,25
0.4744,base,0,38229,-3
0.4748,base,0,38229,-18
0.4752,base,0,38229,24
0.4756,base,0,38229,-18
0.476,base,0,38229,29
0.4763,base,0,38229,60
0.4766,base,0,38229,92
0.4769,base,0,38229,-2
0.4771,base,0,38229,81
0.4775,base,0,38229,52
0.4777,base,0,38229,-3
0.4781,base,0,38229,-62
0.4784,base,0,38229,-4
0.4787,base,0,38229,-89
0.479,base,0,38229,-20
0.4792,base,0,38229,-15
0.4796,base,0,38229,-24
0.4799,base,0,38229,-8
0.4802,base,0,38229,-20
0.4805,base,0,38229,-7
0.4808,base,0,38229,-82
0.4811,base,0,38229,-26
0.4814,base,0,38229,-28
0.4817,base,0,38229,-102
0.4819,base,0,38229,-97
0.4822,base,0,38229,-27
0.4825,base,0,38229,-39
0.4828,base,0,38229,-23
0.4831,base,0,38229,-9
0.4834,base,0,38229,-79
0.4837,base,0,38229,-30
0.484,base,0,38229,-48
0.4843,base,0,38229,-74
0.4846,base,0,38229,-32
0.4849,base,0,38229,-55
0.4851,base,0,38229,-80
0.4854,base,0,38229,-23
0.4857,base,0,38229,-21
0.4892,onset,0,38229,-47
0.4895,onset,0,38229,-19
0.4898,onset,0,38229,-19
0.4901,onset,0,38229,17
0.4904,onset,0,38229,1
0.4907,onset,0,38229,-17
0.4911,onset,0,38229,-29
0.4915,onset,0,38229,-70
0.492,onset,0,38229,23
0.4926,onset,0,38229,-22
0.4931,onset,0,38229,72
0.4935,onset,0,38229,-40
0.4938,onset,0,38229,42
0.4942,onset,0,38229,48
0.4944,onset,0,38229,23
0.4947,onset,0,38229,36
0.4976,onset,50,38229,55
0.4979,onset,50,38229,4
0.4981,onset,50,38229,3
0.4985,onset,50,38229,33
0.4988,onset,50,38229,38
0.4991,onset,50,38229,-7
0.4994,onset,50,38229,19
0.4997,onset,50,38229,59
0.5,onset,50,38229,26
0.5003,onset,50,38229,1
0.5006,onset,50,38229,51
0.5009,onset,50,38229,-1
0.5012,onset,50,38229,-70
0.5016,onset,50,38229,-58
0.5018,onset,50,38229,2
0.5021,onset,50,38229,40
0.5046,onset,100,38229,-2
0.5049,onset,100,38229,-62
0.5052,onset,100,38229,-17
0.5056,onset,100,38229,8
0.5059,onset,100,38229,24
0.5062,onset,100,38229,42
0.5064,onset,100,38229,3
0.5067,onset,100,38229,16
0.507,onset,100,38229,35
0.5074,onset,100,38229,-3
0.5079,onset,100,38229,43
0.5084,onset,100,38229,-62
0.5088,onset,100,38229,65
0.5092,onset,100,38229,-40
0.5096,onset,100,38229,64
0.5099,onset,100,38229,38
0.5125,onset,150,38229,48
0.5128,onset,150,38229,26
0.5131,onset,150,38229,82
0.5134,onset,150,38229,47
0.5137,onset,150,38229,44
0.514,onset,150,38229,50
0.5143,onset,150,38229,83
0.5146,onset,150,38229,-27
0.5149,onset,150,38229,-19
0.5153,onset,150,38229,-79
0.5156,onset,150,38229,-4
0.5159,onset,150,38229,-30
0.5162,onset,150,38229,-51
0.5165,onset,150,38229,-56
0.5168,onset,150,38229,31
0.5171,onset,150,38229,-8
0.52,onset,200,38229,-51
0.5204,onset,200,38229,17
0.5207,onset,200,38229,69
0.5211,onset,200,38229,-70
0.5214,onset,200,38229,-40
0.5217,onset,200,38229,-68
0.5221,onset,200,38229,14
0.5224,onset,200,38229,9
0.5227,onset,200,38229,13
0.5231,onset,200,38229,0
0.5234,onset,200,38229,-64
0.5237,onset,200,38229,-16
0.5243,onset,200,38229,11
0.5249,onset,200,38229,-13
0.5258,onset,200,38229,-11
0.5264,onset,200,38229,-49
0.5294,onset,250,38229,-38
0.5298,onset,250,38229,59
0.5301,onset,250,38229,20
0.5304,onset,250,38229,-43
0.5307,onset,250,38229,-15
0.531,onset,250,38229,-47
0.5313,onset,250,38229,10
0.5317,onset,250,38229,-31
0.532,onset,250,38229,-35
0.5323,onset,250,38229,-7
0.5327,onset,250,38229,4
0.533,onset,250,38229,36
0.5333,onset,250,38229,54
0.5336,onset,250,38229,-32
0.5339,onset,250,38229,-59
0.5342,onset,250,38229,-9
0.537,onset,300,38229,-18
0.5373,onset,300,38229,23
0.5376,onset,300,38229,-5
0.5379,onset,300,38229,14
0.5383,onset,300,38229,-8
0.5386,onset,300,38229,-4
0.539,onset,300,38229,-22
0.5393,onset,300,38229,-19
0.5396,onset,300,38229,31
0.5399,onset,300,38229,51
0.5402,onset,300,38229,17
0.5405,onset,300,38229,57
0.541,onset,300,38229,68
0.5416,onset,300,38229,54
0.5421,onset,300,38229,23
0.5426,onset,300,38229,38
0.5454,onset,350,38229,67
0.5458,onset,350,38229,3
0.5461,onset,350,38229,-72
0.5464,onset,350,38229,-14
0.5467,onset,350,38229,-17
0.5471,onset,350,38229,77
0.5474,onset,350,38229,37
0.5477,onset,350,38229,55
0.5481,onset,350,38229,11
0.5484,onset,350,38229,-69
0.5487,onset,350,38229,-7
0.5491,onset,350,38229,-2
0.5494,onset,350,38229,-19
0.5497,onset,350,38229,14
0.55,onset,350,38229,0
0.5503,onset,350,38229,-15
0.5532,onset,400,38229,50
0.5536,onset,400,38229,48
0.5539,onset,400,38229,-60
0.5542,onset,400,38229,-60
0.5546,onset,400,38229,-58
0.5549,onset,400,38229,-9
0.5553,onset,400,38229,20
0.5556,onset,400,38229,-38
0.5559,onset,400,38229,-82
0.5563,onset,400,38229,2
0.5566,onset,400,38229,-9
0.557,onset,400,38229,-34
0.5573,onset,400,38229,-27
0.5577,onset,400,38229,-2
0.5583,onset,400,38229,9
0.5587,onset,400,38229,37
0.5619,onset,450,38229,8
0.5622,onset,450,38229,-5
0.5626,onset,450,38229,-27
0.5629,onset,450,38229,54
0.5632,onset,450,38229,73
0.5635,onset,450,38229,83
0.5638,onset,450,38229,6
0.5641,onset,450,38229,50
0.5644,onset,450,38229,-4
0.5647,onset,450,38229,54
0.565,onset,450,38229,90
0.5653,onset,450,38229,1
0.5656,onset,450,38229,49
0.5659,onset,450,38229,12
0.5662,onset,450,38229,-64
0.5665,onset,450,38229,-35
0.569,onset,500,38229,-22
0.5693,onset,500,38229,-36
0.5696,onset,500,38229,-32
0.5699,onset,500,38229,-38
0.5701,onset,500,38229,-47
0.5705,onset,500,38229,-104
0.5708,onset,500,38229,-40
0.5711,onset,500,38229,-49
0.5714,onset,500,38229,-31
0.5717,onset,500,38229,-91
0.572,onset,500,38229,-37
0.5723,onset,500,38229,-50
0.5726,onset,500,38229,-24
0.5729,onset,500,38229,35
0.5732,onset,500,38229,7
0.5735,onset,500,38229,19
0.5768,onset,550,38229,84
0.5772,onset,550,38229,-30
0.5775,onset,550,38229,62
0.5779,onset,550,38229,72
0.5782,onset,550,38229,28
0.5784,onset,550,38229,12
0.5787,onset,550,38229,60
0.579,onset,550,38229,20
0.5792,onset,550,38229,-53
0.5794,onset,550,38229,1
0.5798,onset,550,38229,1
0.5801,onset,550,38229,-3
0.5803,onset,550,38229,-18
0.5806,onset,550,38229,-19
0.5808,onset,550,38229,74
0.5811,onset,550,38229,43
0.5837,onset,600,38229,-80
0.5839,onset,600,38229,-26
0.5842,onset,600,38229,-20
0.5846,onset,600,38229,-39
0.5848,onset,600,38229,-49
0.5851,onset,600,38229,-30
0.5854,onset,600,38229,-27
0.5856,onset,600,38229,-26
0.5859,onset,600,38229,85
0.5862,onset,600,38229,38
0.5865,onset,600,38229,44
0.5868,onset,600,38229,48
0.587,onset,600,38229,-34
0.5873,onset,600,38229,0
0.5876,onset,600,38229,-15
0.5879,onset,600,38229,-18
0.5908,onset,650,38229,-18
0.5912,onset,650,38229,4
0.5918,onset,650,38229,-101
0.5923,onset,650,38229,-2
0.5928,onset,650,38229,8
0.5932,onset,650,38229,-91
0.5936,onset,650,38229,-2
0.594,onset,650,38229,-3
0.5943,onset,650,38229,-72
0.5946,onset,650,38229,-24
0.5949,onset,650,38229,-43
0.5952,onset,650,38229,-83
0.5955,onset,650,38229,-88
0.5957,onset,650,38229,22
0.596,onset,650,38229,69
0.5963,onset,650,38229,103
0.5991,onset,700,38229,-28
0.5994,onset,700,38229,8
0.5997,onset,700,38229,-2
0.6,onset,700,38229,0
0.6003,onset,700,38229,0
0.6006,onset,700,38229,46
0.6009,onset,700,38229,15
0.6012,onset,700,38229,27
0.6015,onset,700,38229,27
0.6018,onset,700,38229,19
0.6021,onset,700,38229,62
0.6024,onset,700,38229,2
0.6027,onset,700,38229,55
0.603,onset,700,38229,75
0.6033,onset,700,38229,-11
0.6036,onset,700,38229,37
0.6065,onset,750,38229,25
0.6068,onset,750,38229,32
0.6071,onset,750,38229,43
0.6075,onset,750,38229,43
0.608,onset,750,38229,-66
0.6086,onset,750,38229,21
0.609,onset,750,38229,-16
0.6094,onset,750,38229,53
0.6098,onset,750,38229,83
0.6101,onset,750,38229,-10
0.6104,onset,750,38229,-36
0.6109,onset,750,38229,-25
0.6112,onset,750,38229,-13
0.6115,onset,750,38229,18
0.6118,onset,750,38229,-39
0.6121,onset,750,38229,-3
0.6151,onset,800,38229,16
0.6153,onset,800,38229,-7
0.6156,onset,800,38229,-18
0.6159,onset,800,38229,-3
0.6162,onset,800,38229,-9
0.6165,onset,800,38229,-37
0.6168,onset,800,38229,15
0.6171,onset,800,38229,-27
0.6174,onset,800,38229,-6
0.6177,onset,800,38229,4
0.618,onset,800,38229,-38
0.6183,onset,800,38229,-37
0.6186,onset,800,38229,37
0.6188,onset,800,38229,-6
0.6191,onset,800,38229,-31
0.6194,onset,800,38229,-34
0.6221,onset,850,38229,9
0.6224,onset,850,38229,-47
0.6226,onset,850,38229,-45
0.623,onset,850,38229,-43
0.6232,onset,850,38229,-28
0.6235,onset,850,38229,-15
0.6239,onset,850,38229,-49
0.6242,onset,850,38229,58
0.6247,onset,850,38229,-92
0.6251,onset,850,38229,27
0.6259,onset,850,38229,-91
0.6264,onset,850,38229,-4
0.6267,onset,850,38229,21
0.6271,onset,850,38229,1
0.6274,onset,850,38229,26
0.6277,onset,850,38229,-90
0.6305,onset,900,38229,48
0.6308,onset,900,38229,57
0.6311,onset,900,38229,17
0.6315,onset,900,38229,-48
0.6318,onset,900,38229,-99
0.6321,onset,900,38229,-104
0.6324,onset,900,38229,-1
0.6327,onset,900,38229,-21
0.6331,onset,900,38229,35
0.6334,onset,900,38229,22
0.6337,onset,900,38229,15
0.634,onset,900,38229,24
0.6343,onset,900,38229,48
0.6346,onset,900,38229,39
0.6349,onset,900,38229,38
0.6352,onset,900,38229,26
0.6378,onset,950,38229,-33
0.6381,onset,950,38229,-12
0.6384,onset,950,38229,-10
0.6387,onset,950,38229,15
0.639,onset,950,38229,16
0.6394,onset,950,38229,-26
0.6397,onset,950,38229,-53
0.64,onset,950,38229,-91
0.6403,onset,950,38229,-11
0.6406,onset,950,38229,-53
0.6411,onset,950,38229,-83
0.6418,onset,950,38229,-17
0.6424,onset,950,38229,-20
0.6429,onset,950,38229,-76
0.6433,onset,950,38229,49
0.6435,onset,950,38229,-2
0.6462,onset,1000,38229,-6
0.6465,onset,1000,38229,33
0.6468,onset,1000,38229,11
0.6471,onset,1000,38229,47
0.6473,onset,1000,38229,76
0.6476,onset,1000,38229,67
0.6478,onset,1000,38229,-4
0.6481,onset,1000,38229,-13
0.6484,onset,1000,38229,-11
0.6487,onset,1000,38229,22
0.649,onset,1000,38229,-14
0.6492,onset,1000,38229,-37
0.6495,onset,1000,38229,-84
0.6498,onset,1000,38229,27
0.6501,onset,1000,38229,-37
0.6503,onset,1000,38229,-12
0.6529,onset,1050,38229,-6
0.6532,onset,1050,38229,13
0.6535,onset,1050,38229,-8
0.6538,onset,1050,38229,-13
0.6541,onset,1050,38229,-12
0.6544,onset,1050,38229,-1
0.6546,onset,1050,38229,-5
0.655,onset,1050,38229,24
0.6552,onset,1050,38229,4
0.6555,onset,1050,38229,15
0.6558,onset,1050,38229,-30
0.6561,onset,1050,38229,-67
0.6563,onset,1050,38229,-24
0.6566,onset,1050,38229,-33
0.6569,onset,1050,38229,-16
0.6573,onset,1050,38229,-25
0.6606,onset,1100,38229,-16
0.661,onset,1100,38229,-27
0.6612,onset,1100,38229,-61
0.6615,onset,1100,38229,-4
0.6618,onset,1100,38229,-4
0.6621,onset,1100,38229,-31
0.6624,onset,1100,38229,-10
0.6626,onset,1100,38229,6
0.6629,onset,1100,38229,21
0.6632,onset,1100,38229,41
0.6634,onset,1100,38229,80
0.6637,onset,1100,38229,78
0.664,onset,1100,38229,69
0.6643,onset,1100,38229,22
0.6646,onset,1100,38229,51
0.6648,onset,1100,38229,34
0.6675,onset,1150,38229,12
0.6678,onset,1150,38229,59
0.6681,onset,1150,38229,32
0.6684,onset,1150,38229,36
0.6687,onset,1150,38229,77
0.669,onset,1150,38229,44
0.6693,onset,1150,38229,11
0.6696,onset,1150,38229,67
0.6698,onset,1150,38229,4
0.6701,onset,1150,38229,-27
0.6703,onset,1150,38229,-48
0.6706,onset,1150,38229,-72
0.6709,onset,1150,38229,46
0.6711,onset,1150,38229,51
0.6714,onset,1150,38229,51
0.6717,onset,1150,38229,24
0.6749,onset,1200,38229,-10
0.6755,onset,1200,38229,25
0.6759,onset,1200,38229,-67
0.6761,onset,1200,38229,7
0.6765,onset,1200,38229,-21
0.6768,onset,1200,38229,1
0.6771,onset,1200,38229,12
0.6773,onset,1200,38229,-44
0.6776,onset,1200,38229,-83
0.6779,onset,1200,38229,-52
0.6782,onset,1200,38229,-50
0.6785,onset,1200,38229,-82
0.6788,onset,1200,38229,-62
0.679,onset,1200,38229,35
0.6794,onset,1200,38229,-12
0.6796,onset,1200,38229,-39
0.6822,onset,1250,38229,64
0.6825,onset,1250,38229,60
0.6827,onset,1250,38229,-9
0.683,onset,1250,38229,-38
0.6832,onset,1250,38229,-34
0.6835,onset,1250,38229,-89
0.6837,onset,1250,38229,51
0.684,onset,1250,38229,38
0.6842,onset,1250,38229,2
0.6845,onset,1250,38229,-27
0.6847,onset,1250,38229,-105
0.685,onset,1250,38229,-30
0.6853,onset,1250,38229,16
0.6856,onset,1250,38229,-33
0.6858,onset,1250,38229,-57
0.6861,onset,1250,38229,77
0.6887,onset,1300,38229,-5
0.689,onset,1300,38229,52
0.6892,onset,1300,38229,-14
0.6895,onset,1300,38229,-6
0.6898,onset,1300,38229,-41
0.6901,onset,1300,38229,-27
0.6903,onset,1300,38229,-66
0.6906,onset,1300,38229,13
0.6911,onset,1300,38229,20
0.6916,onset,1300,38229,62
0.692,onset,1300,38229,8
0.6925,onset,1300,38229,13
0.693,onset,1300,38229,-47
0.6933,onset,1300,38229,92
0.6936,onset,1300,38229,-68
0.6939,onset,1300,38229,-27
0.6968,onset,1350,38229,12
0.6971,onset,1350,38229,110
0.6974,onset,1350,38229,52
0.6977,onset,1350,38229,73
0.698,onset,1350,38229,56
0.6982,onset,1350,38229,18
0.6985,onset,1350,38229,41
0.6988,onset,1350,38229,74
0.6991,onset,1350,38229,39
0.6994,onset,1350,38229,20
0.6997,onset,1350,38229,39
0.7,onset,1350,38229,28
0.7003,onset,1350,38229,54
0.7006,onset,1350,38229,1
0.7009,onset,1350,38229,51
0.7012,onset,1350,38229,-21
0.704,onset,1400,38229,-96
0.7043,onset,1400,38229,-32
0.7045,onset,1400,38229,-115
0.7048,onset,1400,38229,-120
0.7051,onset,1400,38229,-71
0.7054,onset,1400,38229,-43
0.7057,onset,1400,38229,-73
0.706,onset,1400,38229,-65
0.7063,onset,1400,38229,-31
0.7066,onset,1400,38229,-50
0.7069,onset,1400,38229,-29
0.7073,onset,1400,38229,-80
0.7076,onset,1400,38229,57
0.708,onset,1400,38229,-22
0.7085,onset,1400,38229,4
0.7089,onset,1400,38229,-54
0.7117,onset,1450,38229,62
0.712,onset,1450,38229,-7
0.7123,onset,1450,38229,43
0.7126,onset,1450,38229,66
0.7129,onset,1450,38229,13
0.7132,onset,1450,38229,37
0.7134,onset,1450,38229,78
0.7137,onset,1450,38229,83
0.714,onset,1450,38229,-8
0.7143,onset,1450,38229,47
0.7146,onset,1450,38229,61
0.7149,onset,1450,38229,12
0.7152,onset,1450,38229,65
0.7155,onset,1450,38229,79
0.7158,onset,1450,38229,-17
0.7161,onset,1450,38229,33
0.7187,onset,1500,38229,38
0.7189,onset,1500,38229,-11
0.7192,onset,1500,38229,-15
0.7195,onset,1500,38229,-30
0.7197,onset,1500,38229,-40
0.7201,onset,1500,38229,-50
0.7203,onset,1500,38229,-7
0.7206,onset,1500,38229,4
0.7208,onset,1500,38229,-1
0.7211,onset,1500,38229,27
0.7213,onset,1500,38229,-60
0.7217,onset,1500,38229,-50
0.7221,onset,1500,38229,69
0.7224,onset,1500,38229,-50
0.7227,onset,1500,38229,-7
0.723,onset,1500,38229,-68
0.7262,onset,1550,38229,-42
0.7265,onset,1550,38229,-8
0.7268,onset,1550,38229,20
0.7271,onset,1550,38229,-29
0.7274,onset,1550,38229,-17
0.7277,onset,1550,38229,-9
0.728,onset,1550,38229,-9
0.7283,onset,1550,38229,45
0.7286,onset,1550,38229,58
0.7289,onset,1550,38229,-17
0.7292,onset,1550,38229,44
0.7295,onset,1550,38229,7
0.7297,onset,1550,38229,9
0.73,onset,1550,38229,25
0.7303,onset,1550,38229,-25
0.7306,onset,1550,38229,-27
0.7335,onset,1600,38229,-28
0.7338,onset,1600,38229,-70
0.734,onset,1600,38229,-18
0.7343,onset,1600,38229,-55
0.7345,onset,1600,38229,83
0.7348,onset,1600,38229,-27
