t,leg,z,mean
1789782647.017,up1,36200,20
1789782647.04,up1,36300,18
1789782647.062,up1,36400,26
1789782647.085,up1,36500,30
1789782647.108,up1,36600,36
1789782647.133,up1,36700,35
1789782647.157,up1,36800,16
1789782647.179,up1,36900,33
1789782647.202,up1,37000,33
1789782647.224,up1,37100,33
1789782647.247,up1,37200,18
1789782647.268,up1,37300,34
1789782647.289,up1,37400,19
1789782647.309,up1,37500,13
1789782647.33,up1,37600,36
1789782647.352,up1,37700,30
1789782647.374,up1,37800,22
1789782647.395,up1,37900,33
1789782647.417,up1,38000,26
1789782647.437,up1,38100,21
1789782647.46,up1,38200,23
1789782647.485,up1,38300,30
1789782647.51,up1,38400,26
1789782647.534,up1,38500,25
1789782647.558,up1,38600,20
1789782647.582,up1,38700,13
1789782647.604,up1,38800,35
1789782647.627,up1,38900,32
1789782647.649,up1,39000,24
1789782647.672,up1,39100,31
1789782647.697,up1,39200,33
1789782647.723,up1,39300,23
1789782647.748,up1,39400,22
1789782647.774,up1,39500,34
1789782647.798,up1,39600,17
1789782647.821,up1,39700,30
1789782647.844,up1,39800,25
1789782647.867,up1,39900,34
1789782647.891,up1,40000,44
1789782647.917,up1,40100,23
1789782647.94,up1,40200,36
1789782647.963,up1,40300,26
1789782647.986,up1,40400,28
1789782648.009,up1,40500,22
1789782648.032,up1,40600,26
1789782648.055,up1,40700,27
1789782648.078,up1,40800,11
1789782648.1,up1,40900,34
1789782648.124,up1,41000,1
1789782648.147,up1,41100,21
1789782648.171,up1,41200,30
1789782648.195,up1,41300,27
1789782648.22,up1,41400,33
1789782648.246,up1,41500,31
1789782648.27,up1,41600,21
1789782648.292,up1,41700,41
1789782648.315,up1,41800,28
1789782648.337,up1,41900,35
1789782648.359,up1,42000,31
1789782648.383,up1,42100,28
1789782648.409,up1,42200,36
1789782648.433,up1,42300,38
1789782648.457,up1,42400,32
1789782648.484,up1,42500,33
1789782648.512,up1,42600,34
1789782648.535,up1,42700,10
1789782648.559,up1,42800,34
1789782648.58,up1,42900,38
1789782648.602,up1,43000,18
1789782648.625,up1,43100,40
1789782648.647,up1,43200,26
1789782648.666,up1,43300,30
1789782648.687,up1,43400,27
1789782648.707,up1,43500,29
1789782648.728,up1,43600,27
1789782648.752,up1,43700,28
1789782648.775,up1,43800,36
1789782648.798,up1,43900,33
1789782648.821,up1,44000,29
1789782648.844,up1,44100,41
1789782648.867,up1,44200,26
1789782648.893,up1,44300,43
1789782648.917,up1,44400,26
1789782648.942,up1,44500,28
1789782648.967,up1,44600,32
1789782648.99,up1,44700,37
1789782649.014,up1,44800,37
1789782649.037,up1,44900,38
1789782649.061,up1,45000,27
1789782649.085,up1,45100,27
1789782649.108,up1,45200,29
1789782649.133,up1,45300,21
1789782649.158,up1,45400,36
1789782649.181,up1,45500,34
1789782649.205,up1,45600,43
1789782649.228,up1,45700,45
1789782649.251,up1,45800,16
1789782649.273,up1,45900,22
1789782649.296,up1,46000,24
1789782649.318,up1,46100,23
1789782649.344,up1,46200,29
1789782649.367,up1,46300,25
1789782649.39,up1,46400,32
1789782649.412,up1,46500,26
1789782649.435,up1,46600,27
1789782649.458,up1,46700,30
1789782649.481,up1,46800,32
1789782649.506,up1,46900,11
1789782649.53,up1,47000,23
1789782649.554,up1,47100,41
1789782649.576,up1,47200,23
1789782649.597,up1,47300,37
1789782649.622,up1,47400,18
1789782649.644,up1,47500,31
1789782649.667,up1,47600,23
1789782649.69,up1,47700,17
1789782649.714,up1,47800,15
1789782649.737,up1,47900,20
1789782649.759,up1,48000,29
1789782649.782,up1,48100,29
1789782649.805,up1,48200,16
1789782649.826,up1,48300,23
1789782649.847,up1,48400,20
1789782649.87,up1,48500,14
1789782649.895,up1,48600,34
1789782649.919,up1,48700,36
1789782649.943,up1,48800,43
1789782649.967,up1,48900,18
1789782649.993,up1,49000,32
1789782650.017,up1,49100,37
1789782650.042,up1,49200,38
1789782650.066,up1,49300,16
1789782650.091,up1,49400,29
1789782650.114,up1,49500,31
1789782650.14,up1,49600,14
1789782650.163,up1,49700,25
1789782650.187,up1,49800,15
1789782650.21,up1,49900,34
1789782650.233,up1,50000,26
1789782650.255,down2,50000,24
1789782650.275,down2,49900,28
1789782650.296,down2,49800,19
1789782650.317,down2,49700,33
1789782650.34,down2,49600,26
1789782650.361,down2,49500,28
1789782650.383,down2,49400,18
1789782650.405,down2,49300,31
1789782650.428,down2,49200,31
1789782650.452,down2,49100,10
1789782650.474,down2,49000,26
1789782650.498,down2,48900,27
1789782650.52,down2,48800,24
1789782650.546,down2,48700,31
1789782650.572,down2,48600,28
1789782650.592,down2,48500,22
1789782650.614,down2,48400,23
1789782650.637,down2,48300,21
1789782650.657,down2,48200,26
1789782650.68,down2,48100,17
1789782650.704,down2,48000,29
1789782650.729,down2,47900,24
1789782650.752,down2,47800,41
1789782650.773,down2,47700,24
1789782650.796,down2,47600,40
1789782650.82,down2,47500,22
1789782650.843,down2,47400,16
1789782650.865,down2,47300,24
1789782650.888,down2,47200,22
1789782650.911,down2,47100,27
1789782650.934,down2,47000,35
1789782650.959,down2,46900,42
1789782650.982,down2,46800,29
1789782651.006,down2,46700,18
1789782651.032,down2,46600,28
1789782651.057,down2,46500,13
1789782651.082,down2,46400,24
1789782651.107,down2,46300,26
1789782651.13,down2,46200,37
1789782651.154,down2,46100,23
1789782651.177,down2,46000,15
1789782651.2,down2,45900,21
1789782651.222,down2,45800,26
1789782651.242,down2,45700,25
1789782651.266,down2,45600,28
1789782651.291,down2,45500,27
1789782651.313,down2,45400,28
1789782651.34,down2,45300,34
1789782651.362,down2,45200,29
1789782651.386,down2,45100,46
1789782651.409,down2,45000,40
1789782651.43,down2,44900,36
1789782651.455,down2,44800,47
1789782651.478,down2,44700,45
1789782651.499,down2,44600,27
1789782651.52,down2,44500,36
1789782651.543,down2,44400,33
1789782651.564,down2,44300,43
1789782651.584,down2,44200,30
1789782651.605,down2,44100,30
1789782651.627,down2,44000,26
1789782651.649,down2,43900,38
1789782651.671,down2,43800,10
1789782651.694,down2,43700,37
1789782651.715,down2,43600,35
1789782651.736,down2,43500,34
1789782651.756,down2,43400,33
1789782651.777,down2,43300,31
1789782651.799,down2,43200,30
1789782651.822,down2,43100,32
1789782651.842,down2,43000,34
1789782651.863,down2,42900,31
1789782651.885,down2,42800,25
1789782651.907,down2,42700,34
1789782651.931,down2,42600,27
1789782651.953,down2,42500,23
1789782651.976,down2,42400,34
1789782652.0,down2,42300,36
1789782652.025,down2,42200,31
1789782652.05,down2,42100,22
1789782652.075,down2,42000,27
1789782652.099,down2,41900,35
1789782652.121,down2,41800,34
1789782652.146,down2,41700,38
1789782652.169,down2,41600,28
1789782652.196,down2,41500,27
1789782652.219,down2,41400,25
1789782652.242,down2,41300,25
1789782652.266,down2,41200,29
1789782652.288,down2,41100,34
1789782652.312,down2,41000,44
1789782652.335,down2,40900,32
1789782652.358,down2,40800,32
1789782652.382,down2,40700,40
1789782652.408,down2,40600,29
1789782652.432,down2,40500,16
1789782652.458,down2,40400,14
1789782652.482,down2,40300,16
1789782652.506,down2,40200,22
1789782652.529,down2,40100,29
1789782652.553,down2,40000,36
1789782652.576,down2,39900,42
1789782652.598,down2,39800,45
1789782652.622,down2,39700,36
1789782652.644,down2,39600,26
1789782652.667,down2,39500,33
1789782652.688,down2,39400,35
1789782652.709,down2,39300,41
1789782652.731,down2,39200,33
1789782652.753,down2,39100,26
1789782652.774,down2,39000,34
1789782652.795,down2,38900,29
1789782652.818,down2,38800,37
1789782652.841,down2,38700,26
1789782652.865,down2,38600,46
1789782652.888,down2,38500,26
1789782652.911,down2,38400,41
1789782652.933,down2,38300,35
1789782652.956,down2,38200,36
1789782652.98,down2,38100,39
1789782653.006,down2,38000,32
1789782653.031,down2,37900,32
1789782653.056,down2,37800,28
1789782653.079,down2,37700,30
1789782653.102,down2,37600,25
1789782653.125,down2,37500,28
1789782653.147,down2,37400,25
1789782653.171,down2,37300,42
1789782653.195,down2,37200,24
1789782653.218,down2,37100,46
1789782653.242,down2,37000,38
1789782653.266,down2,36900,26
1789782653.289,down2,36800,35
1789782653.313,down2,36700,28
1789782653.335,down2,36600,36
1789782653.358,down2,36500,39
1789782653.38,down2,36400,29
1789782653.404,down2,36300,22
1789782653.427,down2,36200,32
1789782653.45,down2,36100,36
1789782653.476,down2,36000,38
1789782653.499,down2,35900,30
1789782653.523,down2,35800,31
1789782653.547,down2,35700,33
1789782653.57,down2,35600,18
1789782653.592,down2,35500,29
1789782653.614,down2,35400,28
1789782653.637,down2,35300,33
1789782653.659,down2,35200,26
1789782653.682,down2,35100,37
1789782653.705,down2,35000,31
1789782653.727,down2,34900,26
1789782653.75,down2,34800,29
1789782653.772,down2,34700,30
1789782653.795,down2,34600,19
1789782653.817,down2,34500,10
1789782653.844,down2,34400,30
1789782653.868,down2,34300,31
1789782653.891,down2,34200,35
1789782653.914,down2,34100,28
1789782653.938,down2,34000,23
1789782653.96,down2,33900,19
1789782653.983,down2,33800,26
1789782654.006,down2,33700,36
1789782654.031,down2,33600,31
1789782654.054,down2,33500,33
1789782654.077,down2,33400,24
1789782654.099,down2,33300,21
1789782654.122,down2,33200,17
1789782654.149,down2,33100,25
1789782654.175,down2,33000,30
1789782654.2,down2,32900,31
1789782654.224,down2,32800,18
1789782654.247,down2,32700,32
1789782654.271,down2,32600,20
1789782654.295,down2,32500,19
1789782654.321,down2,32400,31
1789782654.344,down2,32300,30
1789782654.367,down2,32200,27
1789782654.391,down2,32100,25
1789782654.414,down2,32000,37
1789782654.437,down2,31900,26
1789782654.46,down2,31800,22
1789782654.483,down2,31700,13
1789782654.506,down2,31600,19
1789782654.53,down2,31500,32
1789782654.554,down2,31400,26
1789782654.577,down2,31300,38
1789782654.598,down2,31200,23
1789782654.619,down2,31100,24
1789782654.641,down2,31000,20
1789782654.664,down2,30900,29
1789782654.686,down2,30800,28
1789782654.708,down2,30700,19
1789782654.731,down2,30600,24
1789782654.753,down2,30500,13
1789782654.776,down2,30400,25
1789782654.799,down2,30300,19
1789782654.822,down2,30200,23
1789782654.845,down2,30100,19
1789782654.869,down2,30000,29
1789782654.891,down2,29900,30
1789782654.914,down2,29800,33
1789782654.94,down2,29700,27
1789782654.962,down2,29600,27
1789782654.987,down2,29500,15
1789782655.012,down2,29400,40
1789782655.035,down2,29300,25
1789782655.058,down2,29200,24
1789782655.081,down2,29100,16
1789782655.104,down2,29000,21
1789782655.127,down2,28900,18
1789782655.153,down2,28800,11
1789782655.178,down2,28700,18
1789782655.201,down2,28600,23
1789782655.223,down2,28500,27
1789782655.244,down2,28400,18
1789782655.266,down2,28300,21
1789782655.289,down2,28200,20
1789782655.311,down2,28100,11
1789782655.333,down2,28000,27
1789782655.36,down2,27900,14
1789782655.384,down2,27800,24
1789782655.408,down2,27700,12
1789782655.431,down2,27600,24
1789782655.453,down2,27500,15
1789782655.476,down2,27400,26
1789782655.501,down2,27300,35
1789782655.525,down2,27200,38
1789782655.548,down2,27100,9
1789782655.572,down2,27000,21
1789782655.592,down2,26900,14
1789782655.613,down2,26800,17
1789782655.636,down2,26700,7
1789782655.655,down2,26600,15
1789782655.676,down2,26500,23
1789782655.697,down2,26400,16
1789782655.72,down2,26300,4
1789782655.745,down2,26200,28
1789782655.768,down2,26100,15
1789782655.791,down2,26000,13
1789782655.814,down2,25900,11
1789782655.836,down2,25800,26
1789782655.859,down2,25700,27
1789782655.882,down2,25600,14
1789782655.907,down2,25500,19
1789782655.933,down2,25400,19
1789782655.958,down2,25300,22
1789782655.982,down2,25200,23
1789782656.005,down2,25100,5
1789782656.027,down2,25000,20
1789782656.049,down2,24900,18
1789782656.072,down2,24800,22
1789782656.096,down2,24700,12
1789782656.12,down2,24600,12
1789782656.146,down2,24500,7
1789782656.171,down2,24400,15
1789782656.197,down2,24300,4
1789782656.22,down2,24200,12
1789782656.243,down2,24100,18
1789782656.266,down2,24000,27
1789782656.289,down2,23900,12
1789782656.313,down2,23800,23
1789782656.337,down2,23700,18
1789782656.361,down2,23600,17
1789782656.384,down2,23500,32
1789782656.407,down2,23400,19
1789782656.43,down2,23300,16
1789782656.453,down2,23200,24
1789782656.476,down2,23100,12
1789782656.5,down2,23000,8
1789782656.523,down2,22900,23
1789782656.545,down2,22800,20
1789782656.567,down2,22700,11
1789782656.589,down2,22600,6
1789782656.611,down2,22500,19
1789782656.633,down2,22400,20
1789782656.655,down2,22300,32
1789782656.676,down2,22200,28
1789782656.697,down2,22100,11
1789782656.721,down2,22000,15
1789782656.747,down2,21900,23
1789782656.77,down2,21800,12
1789782656.792,down2,21700,14
1789782656.814,down2,21600,24
1789782656.836,down2,21500,29
1789782656.858,down2,21400,27
1789782656.882,down2,21300,21
1789782656.907,down2,21200,21
1789782656.934,down2,21100,16
1789782656.959,down2,21000,24
1789782656.984,down2,20900,43
1789782657.006,down2,20800,29
1789782657.029,down2,20700,28
1789782657.051,down2,20600,11
1789782657.073,down2,20500,18
1789782657.096,down2,20400,28
1789782657.119,down2,20300,28
1789782657.145,down2,20200,31
1789782657.17,down2,20100,18
1789782657.193,down2,20000,28
1789782657.218,down2,19900,29
1789782657.24,down2,19800,38
1789782657.263,down2,19700,28
1789782657.286,down2,19600,19
1789782657.31,down2,19500,28
1789782657.337,down2,19400,6
1789782657.36,down2,19300,29
1789782657.383,down2,19200,14
1789782657.406,down2,19100,31
1789782657.429,down2,19000,29
1789782657.452,down2,18900,19
1789782657.476,down2,18800,9
1789782657.5,down2,18700,24
1789782657.524,down2,18600,14
1789782657.548,down2,18500,16
1789782657.574,down2,18400,28
1789782657.597,down2,18300,36
1789782657.618,down2,18200,28
1789782657.64,down2,18100,32
1789782657.662,down2,18000,31
1789782657.685,down2,17900,29
1789782657.707,down2,17800,23
1789782657.728,down2,17700,21
1789782657.75,down2,17600,27
1789782657.772,down2,17500,26
1789782657.793,down2,17400,17
1789782657.816,down2,17300,24
1789782657.839,down2,17200,18
1789782657.862,down2,17100,28
1789782657.885,down2,17000,17
1789782657.908,down2,16900,31
1789782657.93,down2,16800,29
1789782657.953,down2,16700,26
1789782657.975,down2,16600,27
1789782657.999,down2,16500,33
1789782658.022,down2,16400,27
1789782658.045,down2,16300,20
1789782658.068,down2,16200,14
1789782658.09,down2,16100,22
1789782658.113,down2,16000,28
1789782658.136,down2,15900,28
1789782658.162,down2,15800,17
1789782658.187,down2,15700,24
1789782658.21,down2,15600,29
1789782658.234,down2,15500,28
1789782658.258,down2,15400,27
1789782658.281,down2,15300,21
1789782658.304,down2,15200,22
1789782658.328,down2,15100,20
1789782658.351,down2,15000,34
1789782658.374,down2,14900,24
1789782658.398,down2,14800,29
1789782658.421,down2,14700,33
1789782658.444,down2,14600,30
1789782658.467,down2,14500,24
1789782658.49,down2,14400,18
1789782658.514,down2,14300,21
1789782658.537,down2,14200,19
1789782658.559,down2,14100,20
1789782658.582,down2,14000,25
1789782658.603,down2,13900,23
1789782658.626,down2,13800,26
1789782658.649,down2,13700,32
1789782658.67,down2,13600,32
1789782658.692,down2,13500,24
1789782658.714,down2,13400,20
1789782658.736,down2,13300,30
1789782658.758,down2,13200,23
1789782658.781,down2,13100,13
1789782658.805,down2,13000,22
1789782658.828,down2,12900,32
1789782658.851,down2,12800,18
1789782658.874,down2,12700,29
1789782658.896,down2,12600,21
1789782658.918,down2,12500,25
1789782658.942,down2,12400,23
1789782658.964,down2,12300,21
1789782658.988,down2,12200,23
1789782659.012,down2,12100,11
1789782659.036,down2,12000,37
1789782659.059,down2,11900,20
1789782659.082,down2,11800,22
1789782659.106,down2,11700,17
1789782659.131,down2,11600,15
1789782659.157,down2,11500,11
1789782659.18,down2,11400,19
1789782659.203,down2,11300,33
1789782659.226,down2,11200,29
1789782659.249,down2,11100,27
1789782659.271,down2,11000,29
1789782659.296,down2,10900,24
1789782659.319,down2,10800,33
1789782659.342,down2,10700,32
1789782659.365,down2,10600,22
1789782659.39,down2,10500,38
1789782659.413,down2,10400,20
1789782659.437,down2,10300,30
1789782659.461,down2,10200,38
1789782659.485,down2,10100,24
1789782659.508,down2,10000,25
1789782659.533,down2,9900,30
1789782659.556,down2,9800,35
1789782659.577,down2,9700,26
1789782659.599,down2,9600,25
1789782659.622,down2,9500,25
1789782659.644,down2,9400,29
1789782659.667,down2,9300,27
1789782659.69,down2,9200,8
1789782659.712,down2,9100,22
1789782659.736,down2,9000,16
1789782659.761,down2,8900,10
1789782659.784,down2,8800,13
1789782659.807,down2,8700,30
1789782659.831,down2,8600,22
1789782659.853,down2,8500,25
1789782659.875,down2,8400,20
1789782659.9,down2,8300,16
1789782659.922,down2,8200,19
1789782659.945,down2,8100,35
1789782659.968,down2,8000,28
1789782659.992,down2,7900,19
1789782660.014,down2,7800,17
1789782660.037,down2,7700,17
1789782660.061,down2,7600,39
1789782660.084,down2,7500,30
1789782660.107,down2,7400,33
1789782660.13,down2,7300,27
1789782660.152,down2,7200,26
1789782660.174,down2,7100,19
1789782660.196,down2,7000,25
1789782660.221,down2,6900,13
1789782660.245,down2,6800,22
1789782660.269,down2,6700,30
1789782660.292,down2,6600,28
1789782660.315,down2,6500,22
1789782660.338,down2,6400,30
1789782660.361,down2,6300,28
1789782660.384,down2,6200,11
1789782660.408,down2,6100,23
1789782660.432,down2,6000,29
1789782660.456,down2,5900,37
1789782660.48,down2,5800,15
1789782660.503,down2,5700,28
1789782660.526,down2,5600,41
1789782660.552,down2,5500,37
1789782660.577,down2,5400,22
1789782660.599,down2,5300,16
1789782660.622,down2,5200,30
1789782660.643,down2,5100,25
1789782660.666,down2,5000,25
1789782660.688,down2,4900,17
1789782660.711,down2,4800,25
1789782660.735,down2,4700,27
1789782660.757,down2,4600,23
1789782660.78,down2,4500,31
1789782660.803,down2,4400,25
1789782660.825,down2,4300,23
1789782660.848,down2,4200,33
1789782660.871,down2,4100,32
1789782660.893,down2,4000,23
1789782660.916,down2,3900,31
1789782660.939,down2,3800,24
1789782660.962,down2,3700,31
1789782660.985,down2,3600,23
1789782661.008,down2,3500,23
1789782661.03,down2,3400,20
1789782661.053,down2,3300,19
1789782661.077,down2,3200,35
1789782661.099,down2,3100,21
1789782661.122,down2,3000,16
1789782661.146,down2,2900,24
1789782661.169,down2,2800,13
1789782661.191,down2,2700,12
1789782661.215,down2,2600,34
1789782661.237,down2,2500,22
1789782661.261,down2,2400,26
1789782661.284,down2,2300,22
1789782661.308,down2,2200,38
1789782661.331,down2,2100,28
1789782661.354,down2,2000,26
1789782661.377,down2,1900,15
1789782661.401,down2,1800,32
1789782661.424,down2,1700,26
1789782661.447,down2,1600,25
1789782661.473,down2,1500,16
1789782661.498,down2,1400,25
1789782661.523,down2,1300,24
1789782661.546,down2,1200,32
1789782661.569,down2,1100,24
1789782661.592,down2,1000,14
1789782661.612,down2,900,20
1789782661.636,down2,800,16
1789782661.656,down2,700,18
1789782661.68,down2,600,34
1789782661.703,down2,500,30
1789782661.727,down2,400,13
1789782661.749,down2,300,23
1789782661.771,down2,200,14
1789782661.795,down2,100,16
1789782661.817,down2,0,28
1789782661.84,up2,0,27
1789782661.863,up2,100,28
1789782661.884,up2,200,24
1789782661.907,up2,300,13
1789782661.929,up2,400,16
1789782661.952,up2,500,18
1789782661.975,up2,600,24
1789782661.997,up2,700,22
1789782662.021,up2,800,16
1789782662.047,up2,900,27
1789782662.071,up2,1000,17
1789782662.094,up2,1100,10
1789782662.116,up2,1200,5
1789782662.14,up2,1300,29
1789782662.166,up2,1400,20
1789782662.19,up2,1500,33
1789782662.216,up2,1600,17
1789782662.239,up2,1700,28
1789782662.261,up2,1800,18
1789782662.284,up2,1900,32
1789782662.307,up2,2000,23
1789782662.33,up2,2100,23
1789782662.352,up2,2200,16
1789782662.375,up2,2300,22
1789782662.396,up2,2400,17
1789782662.418,up2,2500,30
1789782662.439,up2,2600,25
1789782662.462,up2,2700,18
1789782662.487,up2,2800,29
1789782662.511,up2,2900,12
1789782662.533,up2,3000,18
1789782662.556,up2,3100,28
1789782662.578,up2,3200,17
1789782662.601,up2,3300,21
1789782662.623,up2,3400,13
1789782662.644,up2,3500,14
1789782662.666,up2,3600,7
1789782662.688,up2,3700,25
1789782662.71,up2,3800,20
1789782662.733,up2,3900,18
1789782662.756,up2,4000,14
1789782662.78,up2,4100,15
1789782662.802,up2,4200,16
1789782662.824,up2,4300,6
1789782662.847,up2,4400,1
1789782662.87,up2,4500,1
1789782662.892,up2,4600,17
1789782662.914,up2,4700,17
1789782662.936,up2,4800,16
1789782662.958,up2,4900,9
1789782662.981,up2,5000,10
1789782663.005,up2,5100,18
1789782663.031,up2,5200,5
1789782663.055,up2,5300,13
1789782663.078,up2,5400,13
1789782663.101,up2,5500,23
1789782663.126,up2,5600,16
1789782663.151,up2,5700,20
1789782663.176,up2,5800,27
1789782663.2,up2,5900,8
1789782663.223,up2,6000,33
1789782663.246,up2,6100,14
1789782663.268,up2,6200,19
1789782663.291,up2,6300,18
1789782663.314,up2,6400,17
1789782663.341,up2,6500,15
1789782663.365,up2,6600,25
1789782663.387,up2,6700,16
1789782663.41,up2,6800,18
1789782663.434,up2,6900,22
1789782663.459,up2,7000,20
1789782663.483,up2,7100,13
1789782663.505,up2,7200,23
1789782663.529,up2,7300,21
1789782663.551,up2,7400,31
1789782663.575,up2,7500,31
1789782663.596,up2,7600,19
1789782663.62,up2,7700,27
1789782663.642,up2,7800,11
1789782663.664,up2,7900,29
1789782663.687,up2,8000,30
1789782663.71,up2,8100,20
1789782663.733,up2,8200,23
1789782663.755,up2,8300,11
1789782663.778,up2,8400,11
1789782663.801,up2,8500,7
1789782663.823,up2,8600,14
1789782663.845,up2,8700,19
1789782663.868,up2,8800,19
1789782663.89,up2,8900,17
1789782663.914,up2,9000,25
1789782663.936,up2,9100,21
1789782663.958,up2,9200,27
1789782663.984,up2,9300,18
1789782664.009,up2,9400,16
1789782664.031,up2,9500,27
1789782664.055,up2,9600,10
1789782664.078,up2,9700,11
1789782664.1,up2,9800,17
1789782664.123,up2,9900,18
1789782664.148,up2,10000,19
1789782664.172,up2,10100,20
1789782664.198,up2,10200,11
1789782664.221,up2,10300,13
1789782664.244,up2,10400,19
1789782664.27,up2,10500,21
1789782664.295,up2,10600,15
1789782664.318,up2,10700,11
1789782664.341,up2,10800,12
1789782664.364,up2,10900,17
1789782664.387,up2,11000,13
1789782664.411,up2,11100,24
1789782664.434,up2,11200,22
1789782664.457,up2,11300,18
1789782664.481,up2,11400,27
1789782664.507,up2,11500,27
1789782664.53,up2,11600,23
1789782664.554,up2,11700,14
1789782664.578,up2,11800,18
1789782664.6,up2,11900,30
1789782664.623,up2,12000,17
1789782664.645,up2,12100,14
1789782664.667,up2,12200,31
1789782664.69,up2,12300,10
1789782664.713,up2,12400,33
1789782664.735,up2,12500,28
1789782664.758,up2,12600,38
1789782664.782,up2,12700,15
1789782664.807,up2,12800,14
1789782664.829,up2,12900,25
1789782664.852,up2,13000,19
1789782664.875,up2,13100,14
1789782664.899,up2,13200,23
1789782664.923,up2,13300,18
1789782664.946,up2,13400,17
1789782664.969,up2,13500,20
1789782664.992,up2,13600,11
1789782665.017,up2,13700,30
1789782665.042,up2,13800,36
1789782665.064,up2,13900,22
1789782665.087,up2,14000,13
1789782665.11,up2,14100,27
1789782665.132,up2,14200,23
1789782665.155,up2,14300,41
1789782665.178,up2,14400,30
1789782665.201,up2,14500,31
1789782665.224,up2,14600,29
1789782665.249,up2,14700,28
1789782665.272,up2,14800,26
1789782665.295,up2,14900,23
1789782665.317,up2,15000,37
1789782665.34,up2,15100,27
1789782665.363,up2,15200,22
1789782665.386,up2,15300,19
1789782665.408,up2,15400,20
1789782665.432,up2,15500,26
1789782665.455,up2,15600,26
1789782665.478,up2,15700,37
1789782665.502,up2,15800,28
1789782665.526,up2,15900,32
1789782665.548,up2,16000,20
1789782665.571,up2,16100,30
1789782665.594,up2,16200,14
1789782665.616,up2,16300,25
1789782665.638,up2,16400,37
1789782665.66,up2,16500,24
1789782665.683,up2,16600,32
1789782665.706,up2,16700,25
1789782665.728,up2,16800,32
1789782665.751,up2,16900,31
1789782665.774,up2,17000,24
1789782665.798,up2,17100,29
1789782665.822,up2,17200,16
1789782665.85,up2,17300,19
1789782665.874,up2,17400,24
1789782665.897,up2,17500,20
1789782665.92,up2,17600,28
1789782665.944,up2,17700,8
1789782665.969,up2,17800,27
1789782665.993,up2,17900,21
1789782666.015,up2,18000,31
1789782666.038,up2,18100,25
1789782666.06,up2,18200,20
1789782666.084,up2,18300,20
1789782666.111,up2,18400,24
1789782666.136,up2,18500,24
1789782666.159,up2,18600,15
1789782666.182,up2,18700,13
1789782666.205,up2,18800,19
1789782666.229,up2,18900,23
1789782666.254,up2,19000,9
1789782666.279,up2,19100,31
1789782666.304,up2,19200,13
1789782666.33,up2,19300,11
1789782666.353,up2,19400,25
1789782666.376,up2,19500,16
1789782666.398,up2,19600,24
1789782666.422,up2,19700,24
1789782666.445,up2,19800,17
1789782666.471,up2,19900,21
1789782666.495,up2,20000,24
1789782666.518,up2,20100,31
1789782666.543,up2,20200,25
1789782666.569,up2,20300,18
1789782666.59,up2,20400,33
1789782666.613,up2,20500,10
1789782666.636,up2,20600,19
1789782666.658,up2,20700,27
1789782666.681,up2,20800,18
1789782666.704,up2,20900,21
1789782666.726,up2,21000,12
1789782666.749,up2,21100,20
1789782666.775,up2,21200,26
1789782666.8,up2,21300,13
1789782666.823,up2,21400,19
1789782666.847,up2,21500,18
1789782666.871,up2,21600,20
1789782666.894,up2,21700,27
1789782666.917,up2,21800,18
1789782666.942,up2,21900,25
1789782666.969,up2,22000,23
1789782666.992,up2,22100,13
1789782667.015,up2,22200,19
1789782667.039,up2,22300,28
1789782667.063,up2,22400,14
1789782667.089,up2,22500,9
1789782667.112,up2,22600,18
1789782667.137,up2,22700,6
1789782667.162,up2,22800,25
1789782667.188,up2,22900,14
1789782667.211,up2,23000,7
1789782667.235,up2,23100,22
1789782667.258,up2,23200,25
1789782667.281,up2,23300,13
1789782667.304,up2,23400,2
1789782667.328,up2,23500,23
1789782667.351,up2,23600,21
1789782667.373,up2,23700,21
1789782667.396,up2,23800,14
1789782667.419,up2,23900,17
1789782667.442,up2,24000,18
1789782667.466,up2,24100,1
1789782667.489,up2,24200,33
1789782667.514,up2,24300,16
1789782667.538,up2,24400,29
1789782667.563,up2,24500,21
1789782667.584,up2,24600,19
1789782667.607,up2,24700,20
1789782667.63,up2,24800,14
1789782667.652,up2,24900,19
1789782667.674,up2,25000,13
1789782667.696,up2,25100,12
1789782667.72,up2,25200,16
1789782667.746,up2,25300,25
1789782667.769,up2,25400,20
1789782667.792,up2,25500,3
1789782667.814,up2,25600,31
1789782667.836,up2,25700,20
1789782667.859,up2,25800,23
1789782667.884,up2,25900,25
1789782667.91,up2,26000,18
1789782667.933,up2,26100,26
1789782667.959,up2,26200,33
1789782667.983,up2,26300,22
1789782668.006,up2,26400,27
1789782668.028,up2,26500,32
1789782668.051,up2,26600,23
1789782668.074,up2,26700,20
1789782668.097,up2,26800,14
1789782668.119,up2,26900,21
1789782668.143,up2,27000,13
1789782668.166,up2,27100,14
1789782668.19,up2,27200,31
1789782668.215,up2,27300,33
1789782668.24,up2,27400,25
1789782668.265,up2,27500,28
1789782668.289,up2,27600,16
1789782668.315,up2,27700,21
1789782668.34,up2,27800,13
1789782668.364,up2,27900,6
1789782668.386,up2,28000,25
1789782668.408,up2,28100,38
1789782668.43,up2,28200,21
1789782668.453,up2,28300,21
1789782668.478,up2,28400,10
1789782668.503,up2,28500,31
1789782668.528,up2,28600,19
1789782668.552,up2,28700,24
1789782668.575,up2,28800,20
1789782668.598,up2,28900,22
1789782668.619,up2,29000,25
1789782668.642,up2,29100,26
1789782668.664,up2,29200,21
1789782668.686,up2,29300,30
