t,leg,z,mean
1789782625.522,up0,43000,22
1789782625.545,up0,43100,28
1789782625.569,up0,43200,17
1789782625.592,up0,43300,31
1789782625.614,up0,43400,6
1789782625.637,up0,43500,29
1789782625.658,up0,43600,8
1789782625.68,up0,43700,16
1789782625.703,up0,43800,23
1789782625.727,up0,43900,24
1789782625.75,up0,44000,22
1789782625.777,up0,44100,21
1789782625.801,up0,44200,6
1789782625.824,up0,44300,21
1789782625.847,up0,44400,22
1789782625.869,up0,44500,20
1789782625.892,up0,44600,20
1789782625.914,up0,44700,25
1789782625.937,up0,44800,29
1789782625.96,up0,44900,25
1789782625.984,up0,45000,41
1789782626.007,up0,45100,22
1789782626.03,up0,45200,28
1789782626.053,up0,45300,23
1789782626.077,up0,45400,18
1789782626.1,up0,45500,22
1789782626.126,up0,45600,11
1789782626.149,up0,45700,18
1789782626.173,up0,45800,39
1789782626.196,up0,45900,33
1789782626.222,up0,46000,27
1789782626.246,up0,46100,33
1789782626.269,up0,46200,29
1789782626.292,up0,46300,18
1789782626.315,up0,46400,15
1789782626.339,up0,46500,25
1789782626.364,up0,46600,32
1789782626.387,up0,46700,28
1789782626.411,up0,46800,28
1789782626.434,up0,46900,30
1789782626.458,up0,47000,15
1789782626.484,up0,47100,33
1789782626.507,up0,47200,23
1789782626.531,up0,47300,26
1789782626.554,up0,47400,24
1789782626.577,up0,47500,25
1789782626.598,up0,47600,30
1789782626.621,up0,47700,31
1789782626.644,up0,47800,10
1789782626.668,up0,47900,15
1789782626.694,up0,48000,35
1789782626.717,up0,48100,32
1789782626.739,up0,48200,29
1789782626.762,up0,48300,28
1789782626.788,up0,48400,25
1789782626.812,up0,48500,21
1789782626.835,up0,48600,26
1789782626.858,up0,48700,26
1789782626.882,up0,48800,28
1789782626.905,up0,48900,35
1789782626.931,up0,49000,41
1789782626.956,up0,49100,36
1789782626.981,up0,49200,22
1789782627.006,up0,49300,41
1789782627.029,up0,49400,23
1789782627.053,up0,49500,31
1789782627.076,up0,49600,33
1789782627.099,up0,49700,31
1789782627.122,up0,49800,7
1789782627.145,up0,49900,23
1789782627.172,up0,50000,26
1789782627.196,down1,50000,30
1789782627.219,down1,49900,35
1789782627.242,down1,49800,18
1789782627.265,down1,49700,32
1789782627.29,down1,49600,33
1789782627.314,down1,49500,28
1789782627.339,down1,49400,22
1789782627.363,down1,49300,30
1789782627.385,down1,49200,28
1789782627.408,down1,49100,24
1789782627.431,down1,49000,24
1789782627.455,down1,48900,35
1789782627.481,down1,48800,22
1789782627.504,down1,48700,46
1789782627.527,down1,48600,17
1789782627.551,down1,48500,33
1789782627.573,down1,48400,36
1789782627.593,down1,48300,28
1789782627.618,down1,48200,33
1789782627.641,down1,48100,28
1789782627.662,down1,48000,26
1789782627.684,down1,47900,43
1789782627.708,down1,47800,28
1789782627.731,down1,47700,28
1789782627.756,down1,47600,29
1789782627.781,down1,47500,35
1789782627.808,down1,47400,33
1789782627.83,down1,47300,25
1789782627.853,down1,47200,36
1789782627.875,down1,47100,19
1789782627.898,down1,47000,39
1789782627.92,down1,46900,34
1789782627.942,down1,46800,25
1789782627.964,down1,46700,31
1789782627.986,down1,46600,16
1789782628.01,down1,46500,21
1789782628.032,down1,46400,22
1789782628.056,down1,46300,18
1789782628.079,down1,46200,26
1789782628.101,down1,46100,24
1789782628.122,down1,46000,23
1789782628.143,down1,45900,26
1789782628.164,down1,45800,27
1789782628.184,down1,45700,29
1789782628.206,down1,45600,25
1789782628.229,down1,45500,21
1789782628.253,down1,45400,39
1789782628.276,down1,45300,29
1789782628.298,down1,45200,26
1789782628.319,down1,45100,24
1789782628.34,down1,45000,23
1789782628.361,down1,44900,33
1789782628.383,down1,44800,29
1789782628.405,down1,44700,20
1789782628.428,down1,44600,17
1789782628.452,down1,44500,11
1789782628.473,down1,44400,18
1789782628.496,down1,44300,17
1789782628.52,down1,44200,37
1789782628.543,down1,44100,26
1789782628.566,down1,44000,33
1789782628.588,down1,43900,38
1789782628.61,down1,43800,30
1789782628.631,down1,43700,32
1789782628.651,down1,43600,23
1789782628.672,down1,43500,26
1789782628.693,down1,43400,26
1789782628.715,down1,43300,35
1789782628.739,down1,43200,18
1789782628.762,down1,43100,39
1789782628.784,down1,43000,35
1789782628.806,down1,42900,34
1789782628.826,down1,42800,31
1789782628.848,down1,42700,30
1789782628.87,down1,42600,27
1789782628.893,down1,42500,26
1789782628.915,down1,42400,29
1789782628.936,down1,42300,24
1789782628.956,down1,42200,30
1789782628.977,down1,42100,43
1789782629.001,down1,42000,46
1789782629.025,down1,41900,43
1789782629.047,down1,41800,33
1789782629.069,down1,41700,36
1789782629.09,down1,41600,39
1789782629.111,down1,41500,30
1789782629.132,down1,41400,38
1789782629.158,down1,41300,35
1789782629.184,down1,41200,29
1789782629.208,down1,41100,49
1789782629.231,down1,41000,41
1789782629.254,down1,40900,29
1789782629.278,down1,40800,35
1789782629.304,down1,40700,31
1789782629.329,down1,40600,37
1789782629.354,down1,40500,30
1789782629.377,down1,40400,47
1789782629.401,down1,40300,39
1789782629.424,down1,40200,44
1789782629.448,down1,40100,38
1789782629.474,down1,40000,34
1789782629.497,down1,39900,33
1789782629.521,down1,39800,43
1789782629.545,down1,39700,23
1789782629.568,down1,39600,35
1789782629.59,down1,39500,27
1789782629.612,down1,39400,26
1789782629.635,down1,39300,28
1789782629.655,down1,39200,38
1789782629.676,down1,39100,25
1789782629.699,down1,39000,33
1789782629.722,down1,38900,25
1789782629.744,down1,38800,24
1789782629.768,down1,38700,24
1789782629.79,down1,38600,28
1789782629.813,down1,38500,41
1789782629.837,down1,38400,51
1789782629.861,down1,38300,11
1789782629.887,down1,38200,24
1789782629.91,down1,38100,25
1789782629.936,down1,38000,25
1789782629.961,down1,37900,33
1789782629.986,down1,37800,36
1789782630.01,down1,37700,45
1789782630.033,down1,37600,36
1789782630.056,down1,37500,29
1789782630.079,down1,37400,33
1789782630.103,down1,37300,28
1789782630.126,down1,37200,38
1789782630.149,down1,37100,33
1789782630.172,down1,37000,41
1789782630.195,down1,36900,27
1789782630.218,down1,36800,40
1789782630.241,down1,36700,41
1789782630.265,down1,36600,29
1789782630.29,down1,36500,28
1789782630.312,down1,36400,22
1789782630.336,down1,36300,49
1789782630.359,down1,36200,34
1789782630.382,down1,36100,53
1789782630.403,down1,36000,39
1789782630.424,down1,35900,41
1789782630.444,down1,35800,42
1789782630.466,down1,35700,29
1789782630.487,down1,35600,32
1789782630.51,down1,35500,32
1789782630.534,down1,35400,40
1789782630.557,down1,35300,25
1789782630.58,down1,35200,23
1789782630.603,down1,35100,43
1789782630.628,down1,35000,39
1789782630.651,down1,34900,38
1789782630.673,down1,34800,39
1789782630.695,down1,34700,22
1789782630.716,down1,34600,31
1789782630.737,down1,34500,39
1789782630.758,down1,34400,36
1789782630.779,down1,34300,34
1789782630.8,down1,34200,29
1789782630.823,down1,34100,20
1789782630.844,down1,34000,32
1789782630.866,down1,33900,30
1789782630.888,down1,33800,26
1789782630.911,down1,33700,32
1789782630.937,down1,33600,38
1789782630.962,down1,33500,35
1789782630.984,down1,33400,29
1789782631.007,down1,33300,34
1789782631.028,down1,33200,31
1789782631.052,down1,33100,36
1789782631.075,down1,33000,31
1789782631.102,down1,32900,32
1789782631.127,down1,32800,36
1789782631.149,down1,32700,37
1789782631.172,down1,32600,31
1789782631.193,down1,32500,27
1789782631.214,down1,32400,26
1789782631.234,down1,32300,35
1789782631.256,down1,32200,34
1789782631.277,down1,32100,29
1789782631.297,down1,32000,26
1789782631.318,down1,31900,33
1789782631.338,down1,31800,29
1789782631.36,down1,31700,31
1789782631.38,down1,31600,34
1789782631.401,down1,31500,27
1789782631.423,down1,31400,32
1789782631.444,down1,31300,25
1789782631.467,down1,31200,23
1789782631.489,down1,31100,25
1789782631.511,down1,31000,26
1789782631.535,down1,30900,37
1789782631.56,down1,30800,30
1789782631.584,down1,30700,27
1789782631.606,down1,30600,30
1789782631.629,down1,30500,26
1789782631.651,down1,30400,36
1789782631.673,down1,30300,27
1789782631.695,down1,30200,29
1789782631.718,down1,30100,36
1789782631.74,down1,30000,30
1789782631.763,down1,29900,23
1789782631.789,down1,29800,50
1789782631.814,down1,29700,31
1789782631.837,down1,29600,34
1789782631.861,down1,29500,17
1789782631.885,down1,29400,20
1789782631.91,down1,29300,21
1789782631.936,down1,29200,26
1789782631.961,down1,29100,17
1789782631.987,down1,29000,40
1789782632.011,down1,28900,37
1789782632.033,down1,28800,28
1789782632.056,down1,28700,36
1789782632.079,down1,28600,34
1789782632.102,down1,28500,37
1789782632.125,down1,28400,36
1789782632.148,down1,28300,39
1789782632.175,down1,28200,20
1789782632.199,down1,28100,32
1789782632.223,down1,28000,36
1789782632.246,down1,27900,36
1789782632.268,down1,27800,37
1789782632.292,down1,27700,39
1789782632.315,down1,27600,35
1789782632.338,down1,27500,38
1789782632.361,down1,27400,15
1789782632.384,down1,27300,26
1789782632.406,down1,27200,35
1789782632.428,down1,27100,23
1789782632.451,down1,27000,42
1789782632.474,down1,26900,35
1789782632.498,down1,26800,35
1789782632.522,down1,26700,37
1789782632.547,down1,26600,41
1789782632.569,down1,26500,32
1789782632.59,down1,26400,18
1789782632.612,down1,26300,19
1789782632.635,down1,26200,22
1789782632.657,down1,26100,18
1789782632.679,down1,26000,28
1789782632.7,down1,25900,19
1789782632.721,down1,25800,25
1789782632.741,down1,25700,35
1789782632.761,down1,25600,30
1789782632.782,down1,25500,32
1789782632.803,down1,25400,35
1789782632.826,down1,25300,22
1789782632.848,down1,25200,25
1789782632.871,down1,25100,30
1789782632.896,down1,25000,14
1789782632.919,down1,24900,34
1789782632.942,down1,24800,28
1789782632.963,down1,24700,35
1789782632.984,down1,24600,31
1789782633.005,down1,24500,28
1789782633.026,down1,24400,29
1789782633.047,down1,24300,26
1789782633.068,down1,24200,30
1789782633.092,down1,24100,19
1789782633.117,down1,24000,29
1789782633.14,down1,23900,19
1789782633.164,down1,23800,36
1789782633.19,down1,23700,31
1789782633.213,down1,23600,28
1789782633.237,down1,23500,11
1789782633.26,down1,23400,23
1789782633.284,down1,23300,28
1789782633.307,down1,23200,33
1789782633.331,down1,23100,13
1789782633.356,down1,23000,10
1789782633.379,down1,22900,27
1789782633.401,down1,22800,27
1789782633.425,down1,22700,19
1789782633.447,down1,22600,22
1789782633.469,down1,22500,24
1789782633.491,down1,22400,21
1789782633.514,down1,22300,26
1789782633.535,down1,22200,26
1789782633.557,down1,22100,25
1789782633.579,down1,22000,30
1789782633.599,down1,21900,21
1789782633.621,down1,21800,28
1789782633.642,down1,21700,36
1789782633.662,down1,21600,28
1789782633.683,down1,21500,25
1789782633.704,down1,21400,28
1789782633.727,down1,21300,8
1789782633.749,down1,21200,29
1789782633.77,down1,21100,30
1789782633.791,down1,21000,36
1789782633.814,down1,20900,33
1789782633.837,down1,20800,21
1789782633.859,down1,20700,28
1789782633.884,down1,20600,6
1789782633.909,down1,20500,33
1789782633.934,down1,20400,24
1789782633.957,down1,20300,29
1789782633.98,down1,20200,27
1789782634.005,down1,20100,34
1789782634.028,down1,20000,29
1789782634.052,down1,19900,30
1789782634.075,down1,19800,29
1789782634.098,down1,19700,29
1789782634.122,down1,19600,30
1789782634.146,down1,19500,22
1789782634.169,down1,19400,34
1789782634.192,down1,19300,30
1789782634.215,down1,19200,37
1789782634.239,down1,19100,39
1789782634.262,down1,19000,32
1789782634.289,down1,18900,47
1789782634.312,down1,18800,35
1789782634.335,down1,18700,31
1789782634.359,down1,18600,18
1789782634.382,down1,18500,23
1789782634.406,down1,18400,27
1789782634.431,down1,18300,9
1789782634.456,down1,18200,13
1789782634.48,down1,18100,26
1789782634.503,down1,18000,21
1789782634.529,down1,17900,11
1789782634.554,down1,17800,26
1789782634.577,down1,17700,31
1789782634.6,down1,17600,28
1789782634.622,down1,17500,28
1789782634.646,down1,17400,22
1789782634.667,down1,17300,25
1789782634.69,down1,17200,25
1789782634.713,down1,17100,24
1789782634.736,down1,17000,28
1789782634.759,down1,16900,31
1789782634.782,down1,16800,19
1789782634.806,down1,16700,25
1789782634.828,down1,16600,23
1789782634.849,down1,16500,26
1789782634.871,down1,16400,21
1789782634.893,down1,16300,18
1789782634.914,down1,16200,19
1789782634.935,down1,16100,22
1789782634.956,down1,16000,21
1789782634.98,down1,15900,30
1789782635.004,down1,15800,19
1789782635.028,down1,15700,18
1789782635.051,down1,15600,33
1789782635.072,down1,15500,25
1789782635.093,down1,15400,16
1789782635.114,down1,15300,20
1789782635.139,down1,15200,26
1789782635.163,down1,15100,12
1789782635.186,down1,15000,15
1789782635.208,down1,14900,30
1789782635.23,down1,14800,9
1789782635.252,down1,14700,26
1789782635.273,down1,14600,18
1789782635.293,down1,14500,19
1789782635.314,down1,14400,28
1789782635.335,down1,14300,19
1789782635.357,down1,14200,13
1789782635.38,down1,14100,23
1789782635.401,down1,14000,21
1789782635.422,down1,13900,30
1789782635.446,down1,13800,3
1789782635.47,down1,13700,23
1789782635.491,down1,13600,25
1789782635.514,down1,13500,13
1789782635.537,down1,13400,16
1789782635.56,down1,13300,19
1789782635.583,down1,13200,29
1789782635.603,down1,13100,16
1789782635.624,down1,13000,18
1789782635.648,down1,12900,27
1789782635.67,down1,12800,32
1789782635.693,down1,12700,28
1789782635.717,down1,12600,26
1789782635.742,down1,12500,24
1789782635.768,down1,12400,24
1789782635.792,down1,12300,20
1789782635.815,down1,12200,29
1789782635.837,down1,12100,21
1789782635.86,down1,12000,16
1789782635.882,down1,11900,29
1789782635.905,down1,11800,15
1789782635.928,down1,11700,35
1789782635.951,down1,11600,26
1789782635.975,down1,11500,34
1789782636.001,down1,11400,17
1789782636.024,down1,11300,22
1789782636.049,down1,11200,22
1789782636.072,down1,11100,29
1789782636.093,down1,11000,21
1789782636.116,down1,10900,16
1789782636.139,down1,10800,16
1789782636.163,down1,10700,9
1789782636.188,down1,10600,35
1789782636.212,down1,10500,24
1789782636.237,down1,10400,21
1789782636.262,down1,10300,30
1789782636.288,down1,10200,22
1789782636.311,down1,10100,10
1789782636.334,down1,10000,14
1789782636.357,down1,9900,15
1789782636.38,down1,9800,13
1789782636.403,down1,9700,13
1789782636.427,down1,9600,6
1789782636.45,down1,9500,16
1789782636.473,down1,9400,23
1789782636.498,down1,9300,18
1789782636.521,down1,9200,13
1789782636.544,down1,9100,24
1789782636.566,down1,9000,26
1789782636.588,down1,8900,19
1789782636.61,down1,8800,19
1789782636.634,down1,8700,18
1789782636.657,down1,8600,13
1789782636.679,down1,8500,29
1789782636.701,down1,8400,30
1789782636.726,down1,8300,15
1789782636.748,down1,8200,25
1789782636.771,down1,8100,22
1789782636.794,down1,8000,22
1789782636.815,down1,7900,20
1789782636.837,down1,7800,18
1789782636.859,down1,7700,20
1789782636.882,down1,7600,30
1789782636.904,down1,7500,12
1789782636.928,down1,7400,24
1789782636.95,down1,7300,26
1789782636.971,down1,7200,27
1789782636.994,down1,7100,33
1789782637.017,down1,7000,18
1789782637.04,down1,6900,19
1789782637.064,down1,6800,27
1789782637.086,down1,6700,18
1789782637.108,down1,6600,22
1789782637.13,down1,6500,20
1789782637.152,down1,6400,13
1789782637.175,down1,6300,24
1789782637.197,down1,6200,19
1789782637.218,down1,6100,27
1789782637.24,down1,6000,29
1789782637.262,down1,5900,34
1789782637.286,down1,5800,30
1789782637.308,down1,5700,26
1789782637.332,down1,5600,27
1789782637.355,down1,5500,15
1789782637.378,down1,5400,24
1789782637.403,down1,5300,25
1789782637.427,down1,5200,26
1789782637.45,down1,5100,33
1789782637.473,down1,5000,24
1789782637.496,down1,4900,18
1789782637.518,down1,4800,14
1789782637.541,down1,4700,20
1789782637.565,down1,4600,36
1789782637.586,down1,4500,23
1789782637.608,down1,4400,26
1789782637.63,down1,4300,29
1789782637.653,down1,4200,22
1789782637.675,down1,4100,28
1789782637.697,down1,4000,18
1789782637.721,down1,3900,31
1789782637.744,down1,3800,28
1789782637.767,down1,3700,28
1789782637.79,down1,3600,23
1789782637.813,down1,3500,36
1789782637.836,down1,3400,10
1789782637.859,down1,3300,33
1789782637.882,down1,3200,25
1789782637.904,down1,3100,12
1789782637.927,down1,3000,28
1789782637.949,down1,2900,29
1789782637.972,down1,2800,15
1789782637.995,down1,2700,40
1789782638.018,down1,2600,27
1789782638.042,down1,2500,21
1789782638.068,down1,2400,43
1789782638.091,down1,2300,34
1789782638.115,down1,2200,19
1789782638.139,down1,2100,31
1789782638.163,down1,2000,26
1789782638.186,down1,1900,29
1789782638.209,down1,1800,19
1789782638.234,down1,1700,17
1789782638.26,down1,1600,32
1789782638.284,down1,1500,24
1789782638.307,down1,1400,21
1789782638.33,down1,1300,41
1789782638.353,down1,1200,32
1789782638.377,down1,1100,28
1789782638.4,down1,1000,47
1789782638.424,down1,900,18
1789782638.446,down1,800,35
1789782638.468,down1,700,23
1789782638.49,down1,600,25
1789782638.513,down1,500,32
1789782638.536,down1,400,28
1789782638.559,down1,300,22
1789782638.582,down1,200,19
1789782638.604,down1,100,24
1789782638.626,down1,0,35
1789782638.649,up1,0,33
1789782638.67,up1,100,25
1789782638.692,up1,200,35
1789782638.715,up1,300,34
1789782638.738,up1,400,33
1789782638.761,up1,500,29
1789782638.783,up1,600,34
1789782638.806,up1,700,19
1789782638.83,up1,800,24
1789782638.853,up1,900,28
1789782638.878,up1,1000,24
1789782638.901,up1,1100,25
1789782638.926,up1,1200,21
1789782638.951,up1,1300,37
1789782638.975,up1,1400,25
1789782638.999,up1,1500,17
1789782639.022,up1,1600,30
1789782639.044,up1,1700,38
1789782639.068,up1,1800,32
1789782639.091,up1,1900,30
1789782639.116,up1,2000,26
1789782639.14,up1,2100,32
1789782639.165,up1,2200,18
1789782639.19,up1,2300,28
1789782639.215,up1,2400,36
1789782639.238,up1,2500,28
1789782639.26,up1,2600,36
1789782639.282,up1,2700,28
1789782639.305,up1,2800,20
1789782639.328,up1,2900,34
1789782639.35,up1,3000,33
1789782639.373,up1,3100,24
1789782639.396,up1,3200,34
1789782639.419,up1,3300,22
1789782639.442,up1,3400,38
1789782639.464,up1,3500,36
1789782639.487,up1,3600,35
1789782639.51,up1,3700,27
1789782639.533,up1,3800,11
1789782639.556,up1,3900,25
1789782639.579,up1,4000,16
1789782639.601,up1,4100,21
1789782639.623,up1,4200,21
1789782639.647,up1,4300,28
1789782639.668,up1,4400,25
1789782639.691,up1,4500,15
1789782639.714,up1,4600,33
1789782639.737,up1,4700,16
1789782639.76,up1,4800,24
1789782639.784,up1,4900,26
1789782639.807,up1,5000,38
1789782639.829,up1,5100,36
1789782639.854,up1,5200,17
1789782639.88,up1,5300,21
1789782639.906,up1,5400,28
1789782639.93,up1,5500,24
1789782639.952,up1,5600,32
1789782639.975,up1,5700,22
1789782639.999,up1,5800,21
1789782640.022,up1,5900,18
1789782640.045,up1,6000,21
1789782640.068,up1,6100,24
1789782640.092,up1,6200,25
1789782640.118,up1,6300,18
1789782640.142,up1,6400,32
1789782640.165,up1,6500,39
1789782640.187,up1,6600,34
1789782640.209,up1,6700,33
1789782640.232,up1,6800,27
1789782640.256,up1,6900,28
1789782640.278,up1,7000,33
1789782640.302,up1,7100,15
1789782640.325,up1,7200,25
1789782640.347,up1,7300,23
1789782640.37,up1,7400,28
1789782640.394,up1,7500,27
1789782640.417,up1,7600,19
1789782640.44,up1,7700,32
1789782640.462,up1,7800,42
1789782640.485,up1,7900,11
1789782640.508,up1,8000,26
1789782640.533,up1,8100,22
1789782640.558,up1,8200,23
1789782640.581,up1,8300,26
1789782640.603,up1,8400,17
1789782640.626,up1,8500,15
1789782640.648,up1,8600,26
1789782640.67,up1,8700,26
1789782640.693,up1,8800,21
1789782640.716,up1,8900,21
1789782640.739,up1,9000,28
1789782640.762,up1,9100,24
1789782640.785,up1,9200,24
1789782640.808,up1,9300,26
1789782640.831,up1,9400,32
1789782640.854,up1,9500,26
1789782640.876,up1,9600,31
1789782640.899,up1,9700,40
1789782640.921,up1,9800,19
1789782640.944,up1,9900,15
1789782640.966,up1,10000,21
1789782640.989,up1,10100,9
1789782641.012,up1,10200,22
1789782641.035,up1,10300,30
1789782641.061,up1,10400,26
1789782641.083,up1,10500,24
1789782641.106,up1,10600,36
1789782641.131,up1,10700,26
1789782641.153,up1,10800,16
1789782641.176,up1,10900,26
1789782641.198,up1,11000,17
1789782641.219,up1,11100,19
1789782641.242,up1,11200,20
1789782641.268,up1,11300,19
1789782641.294,up1,11400,21
1789782641.32,up1,11500,21
1789782641.344,up1,11600,40
1789782641.367,up1,11700,24
1789782641.39,up1,11800,16
1789782641.413,up1,11900,13
1789782641.436,up1,12000,27
1789782641.46,up1,12100,30
1789782641.483,up1,12200,26
1789782641.506,up1,12300,28
1789782641.532,up1,12400,26
1789782641.556,up1,12500,18
1789782641.58,up1,12600,26
1789782641.603,up1,12700,19
1789782641.626,up1,12800,24
1789782641.648,up1,12900,28
1789782641.67,up1,13000,19
1789782641.693,up1,13100,17
1789782641.716,up1,13200,29
1789782641.739,up1,13300,22
1789782641.763,up1,13400,30
1789782641.787,up1,13500,17
1789782641.811,up1,13600,46
1789782641.838,up1,13700,25
1789782641.861,up1,13800,26
1789782641.883,up1,13900,36
1789782641.906,up1,14000,12
1789782641.928,up1,14100,20
1789782641.951,up1,14200,34
1789782641.974,up1,14300,14
1789782642.0,up1,14400,3
1789782642.024,up1,14500,16
1789782642.048,up1,14600,19
1789782642.073,up1,14700,8
1789782642.096,up1,14800,7
1789782642.119,up1,14900,33
1789782642.142,up1,15000,24
1789782642.164,up1,15100,23
1789782642.187,up1,15200,9
1789782642.209,up1,15300,13
1789782642.233,up1,15400,26
1789782642.258,up1,15500,30
1789782642.283,up1,15600,19
1789782642.309,up1,15700,27
1789782642.331,up1,15800,29
1789782642.355,up1,15900,17
1789782642.377,up1,16000,27
1789782642.4,up1,16100,30
1789782642.423,up1,16200,30
1789782642.446,up1,16300,31
1789782642.468,up1,16400,24
1789782642.491,up1,16500,24
1789782642.514,up1,16600,37
1789782642.537,up1,16700,31
1789782642.56,up1,16800,16
1789782642.584,up1,16900,35
1789782642.606,up1,17000,22
1789782642.63,up1,17100,32
1789782642.652,up1,17200,24
1789782642.673,up1,17300,34
1789782642.696,up1,17400,23
1789782642.718,up1,17500,22
1789782642.74,up1,17600,33
1789782642.763,up1,17700,31
1789782642.785,up1,17800,26
1789782642.808,up1,17900,25
1789782642.831,up1,18000,40
1789782642.857,up1,18100,34
1789782642.882,up1,18200,20
1789782642.906,up1,18300,23
1789782642.93,up1,18400,33
1789782642.953,up1,18500,37
1789782642.977,up1,18600,28
1789782642.999,up1,18700,33
1789782643.02,up1,18800,34
1789782643.042,up1,18900,29
1789782643.065,up1,19000,31
1789782643.086,up1,19100,35
1789782643.108,up1,19200,30
1789782643.13,up1,19300,28
1789782643.152,up1,19400,35
1789782643.174,up1,19500,35
1789782643.197,up1,19600,40
1789782643.221,up1,19700,36
1789782643.248,up1,19800,42
1789782643.273,up1,19900,27
1789782643.297,up1,20000,39
1789782643.321,up1,20100,34
1789782643.348,up1,20200,45
1789782643.371,up1,20300,27
1789782643.394,up1,20400,31
1789782643.419,up1,20500,35
1789782643.444,up1,20600,32
1789782643.468,up1,20700,25
1789782643.491,up1,20800,28
1789782643.513,up1,20900,24
1789782643.534,up1,21000,24
1789782643.556,up1,21100,20
1789782643.577,up1,21200,27
1789782643.597,up1,21300,37
1789782643.619,up1,21400,31
1789782643.639,up1,21500,22
1789782643.659,up1,21600,27
1789782643.68,up1,21700,31
1789782643.702,up1,21800,29
1789782643.723,up1,21900,31
1789782643.744,up1,22000,31
1789782643.767,up1,22100,32
1789782643.79,up1,22200,34
1789782643.814,up1,22300,27
1789782643.837,up1,22400,27
1789782643.86,up1,22500,21
1789782643.886,up1,22600,24
1789782643.912,up1,22700,25
1789782643.936,up1,22800,22
1789782643.959,up1,22900,35
1789782643.983,up1,23000,33
1789782644.006,up1,23100,36
1789782644.029,up1,23200,48
1789782644.054,up1,23300,32
1789782644.076,up1,23400,23
1789782644.097,up1,23500,28
1789782644.12,up1,23600,47
1789782644.143,up1,23700,28
1789782644.165,up1,23800,30
1789782644.187,up1,23900,35
1789782644.21,up1,24000,32
1789782644.232,up1,24100,24
1789782644.254,up1,24200,34
1789782644.275,up1,24300,32
1789782644.299,up1,24400,22
1789782644.322,up1,24500,19
1789782644.346,up1,24600,13
1789782644.37,up1,24700,26
1789782644.393,up1,24800,25
1789782644.416,up1,24900,19
1789782644.438,up1,25000,30
1789782644.462,up1,25100,14
1789782644.486,up1,25200,40
1789782644.509,up1,25300,18
1789782644.53,up1,25400,30
1789782644.551,up1,25500,27
1789782644.573,up1,25600,30
1789782644.593,up1,25700,24
1789782644.614,up1,25800,25
1789782644.635,up1,25900,21
1789782644.655,up1,26000,26
1789782644.675,up1,26100,27
1789782644.697,up1,26200,37
1789782644.718,up1,26300,30
1789782644.739,up1,26400,27
1789782644.761,up1,26500,31
1789782644.784,up1,26600,26
1789782644.808,up1,26700,26
1789782644.83,up1,26800,32
1789782644.852,up1,26900,17
1789782644.875,up1,27000,20
1789782644.899,up1,27100,35
1789782644.925,up1,27200,22
1789782644.949,up1,27300,36
1789782644.973,up1,27400,32
1789782644.996,up1,27500,27
1789782645.019,up1,27600,20
1789782645.044,up1,27700,43
1789782645.069,up1,27800,34
1789782645.091,up1,27900,28
1789782645.114,up1,28000,29
1789782645.137,up1,28100,26
1789782645.16,up1,28200,22
1789782645.183,up1,28300,31
1789782645.206,up1,28400,21
1789782645.228,up1,28500,25
1789782645.249,up1,28600,28
1789782645.272,up1,28700,22
1789782645.295,up1,28800,40
1789782645.319,up1,28900,20
1789782645.344,up1,29000,22
1789782645.368,up1,29100,31
1789782645.392,up1,29200,38
1789782645.416,up1,29300,18
1789782645.439,up1,29400,18
1789782645.462,up1,29500,24
1789782645.484,up1,29600,25
1789782645.508,up1,29700,31
1789782645.532,up1,29800,32
1789782645.554,up1,29900,25
1789782645.576,up1,30000,27
1789782645.598,up1,30100,23
1789782645.62,up1,30200,23
1789782645.642,up1,30300,28
1789782645.664,up1,30400,42
1789782645.687,up1,30500,26
1789782645.71,up1,30600,26
1789782645.735,up1,30700,28
1789782645.761,up1,30800,16
1789782645.784,up1,30900,42
1789782645.808,up1,31000,8
1789782645.831,up1,31100,35
1789782645.854,up1,31200,27
1789782645.877,up1,31300,20
1789782645.899,up1,31400,33
1789782645.922,up1,31500,29
1789782645.945,up1,31600,26
1789782645.969,up1,31700,29
1789782645.996,up1,31800,24
1789782646.019,up1,31900,29
1789782646.043,up1,32000,18
1789782646.067,up1,32100,10
1789782646.091,up1,32200,38
1789782646.114,up1,32300,34
1789782646.137,up1,32400,31
1789782646.16,up1,32500,35
1789782646.184,up1,32600,49
1789782646.206,up1,32700,28
1789782646.229,up1,32800,28
1789782646.252,up1,32900,18
1789782646.274,up1,33000,23
1789782646.3,up1,33100,24
1789782646.324,up1,33200,16
1789782646.347,up1,33300,28
1789782646.373,up1,33400,20
1789782646.397,up1,33500,26
1789782646.421,up1,33600,18
1789782646.446,up1,33700,25
1789782646.47,up1,33800,21
1789782646.497,up1,33900,43
1789782646.52,up1,34000,27
1789782646.545,up1,34100,44
1789782646.572,up1,34200,38
1789782646.593,up1,34300,30
1789782646.617,up1,34400,34
1789782646.64,up1,34500,31
1789782646.66,up1,34600,28
1789782646.683,up1,34700,28
1789782646.706,up1,34800,39
1789782646.729,up1,34900,32
1789782646.75,up1,35000,24
1789782646.771,up1,35100,25
1789782646.791,up1,35200,27
1789782646.813,up1,35300,25
1789782646.833,up1,35400,28
1789782646.854,up1,35500,24
1789782646.877,up1,35600,25
1789782646.9,up1,35700,32
1789782646.922,up1,35800,31
1789782646.944,up1,35900,25
1789782646.967,up1,36000,30
1789782646.991,up1,36100,30
