t_s,adcr
0.233189599995967,7
0.23340189998270944,64
0.23359899999923073,26
0.23382029999629594,-55
0.23406659997999668,-40
0.2342769999813754,38
0.23449449997860938,57
0.2348049999854993,-23
0.23504629998933524,55
0.23527289999765344,59
0.235525800002506,13
0.23584690000279807,4
0.23621119998279028,30
0.2367241999891121,5
0.23711990000447258,-22
0.23745689998031594,-32
0.23796159998164512,-112
0.2382824999804143,-116
0.23860479998984374,-47
0.23888809999334626,-33
0.23920209999778308,15
0.23950060000061058,72
0.23980379998101853,-40
0.2401143999886699,-17
0.24042459999327548,-26
0.24072669999441132,-12
0.24102260000654496,51
0.24132499998086132,36
0.24161999998614192,7
0.24193210000521503,-79
0.2422282999905292,-35
0.2425500999961514,21
0.24285099998814985,80
0.24317279999377206,-92
0.2434038000064902,44
0.2436497999879066,63
0.24387079998268746,15
0.24417709998670034,57
0.24442390000331216,59
0.24464900000020862,5
0.2448679999797605,-69
0.24517330000526272,-12
0.24542429999564774,-4
0.2456737000029534,-11
0.24590059998445213,-56
0.24612689999048598,-2
0.24642399998265319,11
0.24664699999266304,80
0.2468685999920126,36
0.24717590000363998,26
0.24740079999901354,103
0.24765099998330697,65
0.2479000999883283,-9
0.24815050000324845,-12
0.24839920000522397,-27
0.24861859998782165,-60
0.2489511999883689,7
0.2491699999955017,-41
0.24939979999908246,-24
0.24965149999479763,-9
0.24990189998061396,-42
0.250151599990204,-49
0.25040220000664704,44
0.25065549998544157,8
0.25090059998910874,-22
0.2511514000070747,46
0.25140139998984523,-24
0.2516563999815844,44
0.2519014999852516,-12
0.2522369000071194,-9
0.25268569999025203,-102
0.2531160000071395,4
0.2536421999975573,25
0.25416469998890534,24
0.25450320000527427,-33
0.2548739000048954,11
0.2552175000018906,-25
0.2555477999849245,-5
0.25586239999393,40
0.25610369999776594,48
0.25634160000481643,6
0.2565714999800548,-8
0.25680109998211265,-27
0.257059700001264,-16
0.25732269999571145,-22
0.2575714999984484,-24
0.257799699989846,11
0.25805179998860694,32
0.25830439999117516,-33
0.2585530999931507,65
0.258828199992422,13
0.2590765999921132,-11
0.2593009999836795,66
0.25955610000528395,25
0.25981279998086393,60
0.2600559999991674,-9
0.2603272999986075,-40
0.26055320000159554,-48
0.2608048999973107,-2
0.2610569999960717,-47
0.26130829998874106,-88
0.2615585000021383,23
0.2618067000003066,-40
0.2620565999823157,88
0.2623060999903828,51
0.26256370000191964,19
0.2628056999819819,88
0.26305569999385625,43
0.2633064999827184,25
0.2635545999801252,-50
0.26380809998954646,6
0.26405959998373874,-31
0.2643116999824997,-69
0.2645753999822773,-33
0.2648048999835737,-78
0.2650568999815732,21
0.26531299998168834,-2
0.26555429998552427,-1
0.265805500006536,32
0.2660858999879565,37
0.2663320999999996,12
0.2665796999935992,62
0.2668063000019174,-13
0.2670706000062637,-4
0.26732539999648,-37
0.26755920000141487,-22
0.2678116000024602,-99
0.2680660999903921,-61
0.2683089000056498,-41
0.26856039999984205,-79
0.2688139999809209,32
0.26921820000279695,-22
0.2695631999813486,6
0.26998250000178814,5
0.27031199997873046,35
0.2707741000049282,-36
0.27108889998635277,-7
0.2715159999788739,-8
0.27181979999295436,-4
0.2721142999944277,-25
0.27234719999250956,35
0.27257400000235066,-34
0.2728027999983169,-74
0.2730559000046924,-33
0.27330559998517856,-34
0.27357299998402596,-101
0.2738035999936983,22
