y,dir,31268,31418,31568,31718,31868,32018,32168,32318,32468,32618,32768,32918,33068,33218,33368,33518,33668,33818,33968,34118,34268
31268,fwd,12156,12361,12561,12756,12952,13160,13358,13560,13757,13966,14176,14386,14592,14787,14991,15181,15391,15601,15801,16008,16218
31268,back,20509,20319,20117,19911,19705,19501,19295,19091,18881,18671,18468,18268,18068,17862,17655,17445,17240,17040,16830,16620,16428
31568,fwd,20719,20929,21133,21333,21543,21729,21939,22143,22344,22553,22749,22956,23166,23376,23586,23780,23987,24197,24407,24617,24802
31568,back,29086,28876,28667,28462,28256,28047,27852,27648,27444,27237,27032,26830,26624,26420,26212,26008,25803,25594,25393,25187,25005
31868,fwd,29289,29489,29693,29903,30108,30314,30520,30725,30931,31141,31350,31559,31759,31962,32171,32377,32582,32784,32988,33198,33381
31868,back,37664,37462,37252,37044,36838,36648,36438,36241,36031,35833,35623,35425,35215,35014,34808,34618,34417,34207,34005,33795,33591
32168,fwd,37863,38068,38270,38463,38673,38871,39057,39260,39456,39603,39749,39864,39962,40045,40118,40171,40216,40255,40289,40320,40324
32168,back,39918,39949,39976,39999,40024,40053,40083,40119,40156,40189,40221,40253,40285,40318,40346,40371,40401,40396,40384,40362,40346
32468,fwd,39916,39912,39895,39861,39813,39767,39719,39674,39628,39586,39555,39526,39508,39466,39411,39357,39318,39313,39302,39288,39279
32468,back,38921,38914,38927,38956,38981,39004,39029,39056,39089,39119,39149,39164,39176,39190,39207,39216,39227,39241,39253,39261,39271
32768,fwd,38946,38949,38943,38925,38901,38880,38853,38824,38793,38774,38744,38715,38684,38656,38632,38626,38632,38631,38632,38630,38629
32768,back,38578,38576,38574,38576,38585,38593,38594,38594,38595,38599,38603,38606,38611,38617,38625,38628,38627,38627,38627,38629,38629
33068,fwd,38627,38617,38606,38595,38581,38568,38555,38541,38529,38517,38507,38497,38495,38494,38498,38502,38503,38503,38501,38497,38496
33068,back,38612,38613,38615,38611,38608,38608,38605,38596,38589,38586,38578,38570,38560,38552,38544,38531,38522,38513,38509,38499,38497
33368,fwd,38634,38647,38607,38546,38483,38426,38389,38382,38378,38380,38371,38360,38355,38342,38353,38361,38354,38356,38357,38362,38362
33368,back,38444,38429,38411,38387,38365,38356,38360,38356,38348,38348,38348,38342,38347,38354,38362,38373,38370,38371,38370,38368,38370
33668,fwd,38485,38520,38541,38549,38554,38552,38551,38548,38548,38547,38543,38538,38532,38526,38524,38523,38516,38510,38502,38498,38494
33668,back,38410,38418,38430,38438,38440,38446,38445,38449,38456,38462,38465,38471,38478,38480,38487,38490,38489,38489,38491,38491,38493
33968,fwd,38414,38377,38345,38317,38293,38271,38246,38230,38227,38221,38218,38214,38205,38190,38178,38170,38162,38163,38163,38153,38138
33968,back,38304,38302,38300,38295,38291,38284,38277,38280,38282,38272,38259,38247,38239,38231,38222,38211,38201,38189,38168,38144,38127
34268,fwd,38352,38400,38427,38444,38447,38451,38447,38440,38417,38396,38371,38348,38325,38306,38295,38296,38304,38309,38313,38316,38318
34268,back,38236,38233,38234,38230,38215,38198,38184,38183,38190,38193,38196,38198,38188,38174,38188,38215,38234,38273,38290,38306,38313
