y,dir,32368,32408,32448,32488,32528,32568,32608,32648,32688,32728,32768,32808,32848,32888,32928,32968,33008,33048,33088,33128,33168
32368,fwd,40565,40471,40374,40287,40200,40055,39795,39591,39378,39317,39263,39220,39193,39167,39161,39150,39151,39149,39151,39142,39137
32368,back,38961,38936,38911,38902,38883,38895,38893,38890,38894,38896,38928,38980,39044,39121,39140,39134,39141,39146,39138,39137,39132
32441,fwd,38971,38977,38974,38904,38841,38784,38750,38729,38718,38706,38683,38680,38692,38691,38682,38667,38665,38660,38665,38650,38637
32441,back,38739,38736,38737,38733,38729,38726,38723,38735,38740,38748,38744,38744,38739,38738,38720,38699,38669,38630,38613,38621,38628
32513,fwd,38697,38660,38631,38619,38599,38584,38566,38556,38538,38521,38504,38510,38498,38494,38490,38491,38482,38465,38459,38444,38441
32513,back,38440,38184,38338,38337,38517,38101,38275,38087,38218,38323,38343,38338,38358,38355,38335,38344,38363,38400,38434,38424,38422
32586,fwd,38383,38332,38270,38231,38186,38197,38188,38177,38167,38172,38162,38149,38132,38128,38133,38107,38115,38103,38104,38117,38023
32586,back,37881,37896,37903,37902,37900,37887,37875,37880,37883,37887,37888,37900,37930,37936,37943,37944,37944,37949,37953,37941,37959
32659,fwd,37854,37822,37784,37766,37751,37737,37733,37730,37731,37718,37713,37698,37692,37704,37700,37689,37681,37671,37654,37648,37652
32659,back,37725,37719,37716,37708,37714,37710,37700,37704,37707,37703,37702,37697,37695,37688,37687,37676,37666,37653,37651,37660,37659
32732,fwd,37722,37728,37717,37708,37697,37693,37686,37680,37682,37674,37671,37661,37666,37664,37656,37662,37646,37650,37634,37624,37624
32732,back,37710,37698,37697,37691,37678,37677,37668,37663,37660,37655,37632,37634,37633,37629,37608,37613,37604,37608,37610,37615,37619
32804,fwd,37723,37711,37714,37717,37704,37688,37687,37693,37673,37677,37675,37658,37655,37651,37644,37632,37634,37640,37623,37622,37620
32804,back,37711,37717,37707,37690,37692,37670,37665,37669,37656,37658,37660,37668,37653,37637,37640,37626,37617,37615,37620,37604,37610
32877,fwd,37708,37715,37706,37703,37699,37701,37685,37684,37685,37668,37654,37635,37618,37602,37590,37590,37593,37598,37597,37602,37600
32877,back,37678,37683,37674,37658,37651,37651,37653,37645,37638,37645,37629,37620,37610,37606,37602,37599,37605,37603,37588,37581,37590
32950,fwd,37681,37688,37687,37689,37687,37675,37677,37672,37651,37640,37637,37630,37624,37624,37626,37616,37604,37595,37589,37577,37572
32950,back,37691,37685,37679,37673,37655,37653,37654,37636,37633,37639,37629,37622,37611,37609,37594,37590,37584,37581,37572,37571,37570
33023,fwd,37694,37680,37683,37681,37679,37671,37658,37650,37644,37644,37634,37626,37625,37619,37608,37605,37603,37600,37596,37596,37593
33023,back,37672,37671,37659,37662,37657,37663,37654,37644,37642,37629,37617,37612,37605,37600,37594,37589,37589,37587,37585,37594,37590
33095,fwd,37681,37685,37683,37667,37669,37656,37650,37652,37643,37635,37639,37635,37633,37634,37624,37624,37617,37606,37602,37598,37598
33095,back,37688,37686,37684,37671,37666,37663,37656,37648,37635,37628,37610,37608,37613,37606,37599,37594,37595,37594,37585,37581,37584
33168,fwd,37687,37695,37686,37675,37669,37660,37655,37659,37648,37642,37640,37636,37627,37618,37613,37606,37597,37591,37584,37582,37576
33168,back,37674,37660,37652,37655,37648,37643,37638,37629,37620,37612,37618,37615,37605,37606,37603,37591,37584,37583,37575,37574,37568
