t,cycle,phase,z,adc
10.2888,2,out,32140,1212.6
10.2945,2,out,32136,1174.2
10.2994,2,out,32132,1259.4
10.3046,2,out,32128,1072.8
10.3097,2,out,32124,1001.4
10.3142,2,out,32120,1171.2
10.3182,2,out,32116,1127
10.3227,2,out,32112,947.4
10.327,2,out,32108,938.8
10.331,2,out,32104,1064.6
10.3351,2,out,32100,1115.4
10.3391,2,out,32096,1093
10.3436,2,out,32092,997.2
10.3479,2,out,32088,1015.4
10.3521,2,out,32084,1056.6
10.3566,2,out,32080,992.8
10.3621,2,out,32076,1025.8
10.3663,2,out,32072,1148
10.3703,2,out,32068,1071.8
10.3748,2,out,32064,1100.8
10.3799,2,out,32060,1106
10.3839,2,out,32056,1040
10.3883,2,out,32052,1056.4
10.3929,2,out,32048,1165.4
10.3976,2,out,32044,1185.2
10.4018,2,out,32040,1234.4
10.4065,2,out,32036,1176
10.4105,2,out,32032,1136.8
10.4152,2,out,32028,1135.2
10.4191,2,out,32024,1174
10.4234,2,out,32020,1150.4
10.428,2,out,32016,1259.6
10.4333,2,out,32012,1298.6
10.4376,2,out,32008,1286.6
10.4421,2,out,32004,1191.6
10.4467,2,out,32000,1230.2
10.452,2,out,31996,1330.2
10.4562,2,out,31992,1292
10.4607,2,out,31988,1236.4
10.4648,2,out,31984,1246
10.4696,2,out,31980,1255
10.474,2,out,31976,1235.8
10.4781,2,out,31972,1275.2
10.482,2,out,31968,1249.6
10.4868,2,out,31964,1238.4
10.491,2,out,31960,1211.6
10.4961,2,out,31956,1249.8
10.5009,2,out,31952,1340
10.5059,2,out,31948,1342
10.5109,2,out,31944,1276
10.5155,2,out2,31894,1277.6
10.5199,2,out2,31844,1216.4
10.5245,2,out2,31794,1193.2
10.5283,2,out2,31744,1304
10.5327,2,out2,31694,1282.8
10.5372,2,out2,31644,1190.6
10.5427,2,out2,31594,1145.6
10.5467,2,out2,31544,1068.4
10.5508,2,out2,31494,1021.2
10.5551,2,out2,31444,1050.6
10.56,2,out2,31394,1018.4
10.5645,2,out2,31344,919.2
10.5687,2,out2,31294,939.8
10.5728,2,out2,31244,949
10.5772,2,out2,31194,933.4
10.5821,2,out2,31144,923
10.5865,2,out2,31094,900.8
10.5911,2,out2,31044,912.6
10.5961,2,out2,30994,877.4
10.6008,2,out2,30944,980.6
10.6052,2,out2,30894,914.8
10.61,2,out2,30844,792
10.615,2,out2,30794,760.2
10.6204,2,out2,30744,667.8
10.6261,2,out2,30694,625
10.632,2,out2,30644,648.6
10.638,2,out2,30594,544.2
10.6438,2,out2,30544,461.4
10.649,2,out2,30494,420.8
10.6542,2,out2,30444,362.4
10.6595,2,out2,30394,304.8
10.6652,2,out2,30344,247.8
10.6702,2,out2,30294,160.4
10.6751,2,out2,30244,77
10.6801,3,in,30244,80.6
10.6851,3,in,30248,11.2
10.6898,3,in,30252,37.2
10.6951,3,in,30256,11
10.7001,3,in,30260,35.8
10.7054,3,in,30264,33.8
10.7104,3,in,30268,40.8
10.7157,3,in,30272,56.8
10.7203,3,in,30276,44.4
10.7254,3,in,30280,43
10.7303,3,in,30284,10.8
10.7347,3,in,30288,41.6
10.739,3,in,30292,43.2
10.7432,3,in,30296,51.8
10.7474,3,in,30300,-8.8
10.7519,3,in,30304,60.4
10.7562,3,in,30308,16.8
10.7602,3,in,30312,-5.6
10.7647,3,in,30316,84.4
10.769,3,in,30320,0.6
10.7733,3,in,30324,-15.6
10.7775,3,in,30328,46.4
10.7817,3,in,30332,24.8
10.7861,3,in,30336,65.4
10.7905,3,in,30340,-42
10.7949,3,in,30344,21.2
10.7993,3,in,30348,39.4
10.804,3,in,30352,16
10.8081,3,in,30356,11.2
10.8122,3,in,30360,-18.4
10.8168,3,in,30364,30.8
10.8213,3,in,30368,24.8
10.8256,3,in,30372,-22
10.83,3,in,30376,54.4
10.8342,3,in,30380,-10
10.8382,3,in,30384,-19.4
10.8422,3,in,30388,-8.4
10.847,3,in,30392,39
10.852,3,in,30396,26.4
10.8565,3,in,30400,19.8
10.8609,3,in,30404,17
10.8659,3,in,30408,32
10.8708,3,in,30412,-21.2
10.8759,3,in,30416,15.6
10.8802,3,in,30420,30.8
10.8854,3,in,30424,39.6
10.8893,3,in,30428,31.2
10.8932,3,in,30432,-22.6
10.8972,3,in,30436,-3.4
10.9015,3,in,30440,41.6
10.9059,3,in,30444,33.2
10.9101,3,in,30448,-40.2
10.914,3,in,30452,-18.6
10.9186,3,in,30456,41.4
10.9233,3,in,30460,26.6
10.9274,3,in,30464,10
10.9314,3,in,30468,16
10.9353,3,in,30472,9.4
10.9395,3,in,30476,21.8
10.9433,3,in,30480,5.8
10.9472,3,in,30484,44.8
10.9514,3,in,30488,58.2
10.9549,3,in,30492,29.4
10.9587,3,in,30496,27.6
10.9626,3,in,30500,6.2
10.9668,3,in,30504,11.2
10.9713,3,in,30508,26.6
10.9759,3,in,30512,53.2
10.9803,3,in,30516,29.6
10.9843,3,in,30520,5.4
10.989,3,in,30524,-10.8
10.9929,3,in,30528,13.6
10.9969,3,in,30532,36
11.002,3,in,30536,33.4
11.0065,3,in,30540,-9
11.0108,3,in,30544,0.4
11.015,3,in,30548,29.4
11.0194,3,in,30552,7.8
11.024,3,in,30556,3.2
11.0281,3,in,30560,52.2
11.0324,3,in,30564,66
11.0367,3,in,30568,55.2
11.0409,3,in,30572,49.4
11.0452,3,in,30576,-10.4
11.0494,3,in,30580,56
11.0538,3,in,30584,80.6
11.0582,3,in,30588,0.8
11.0625,3,in,30592,25.6
11.0671,3,in,30596,-19.8
11.0715,3,in,30600,38.2
11.0762,3,in,30604,23.2
11.0809,3,in,30608,2.8
11.0855,3,in,30612,-4.2
11.0901,3,in,30616,4
11.0951,3,in,30620,14.8
11.0998,3,in,30624,35.8
11.104,3,in,30628,37
11.1082,3,in,30632,1
11.1126,3,in,30636,37.6
11.1174,3,in,30640,-5.6
11.122,3,in,30644,-21.8
11.1266,3,in,30648,28.4
11.1314,3,in,30652,15.8
11.1363,3,in,30656,3.4
11.1409,3,in,30660,23.6
11.1453,3,in,30664,38
11.1501,3,in,30668,27.8
11.1546,3,in,30672,23.8
11.1592,3,in,30676,23.4
11.1641,3,in,30680,18.2
11.1685,3,in,30684,9
11.1723,3,in,30688,43.6
11.1765,3,in,30692,-23
11.1803,3,in,30696,19.6
11.1844,3,in,30700,69.4
11.1885,3,in,30704,27.6
11.1928,3,in,30708,36.2
11.1982,3,in,30712,18.2
11.2027,3,in,30716,48.2
11.2081,3,in,30720,28.2
11.2135,3,in,30724,15.8
11.2186,3,in,30728,57.8
11.224,3,in,30732,7.4
11.2297,3,in,30736,14.8
11.2342,3,in,30740,26.6
11.2392,3,in,30744,0.6
11.2439,3,in,30748,-23.6
11.2481,3,in,30752,20.8
11.2528,3,in,30756,33.4
11.2581,3,in,30760,13.6
11.2633,3,in,30764,-1.8
11.2685,3,in,30768,13.4
11.273,3,in,30772,24.6
11.2779,3,in,30776,30
11.2824,3,in,30780,57.4
11.2867,3,in,30784,59.8
11.2907,3,in,30788,41.6
11.2952,3,in,30792,24.4
11.2993,3,in,30796,43.6
11.3036,3,in,30800,23
11.3082,3,in,30804,59
11.3124,3,in,30808,-25.4
11.3166,3,in,30812,-20.8
11.3209,3,in,30816,-32
11.3251,3,in,30820,62.8
11.3293,3,in,30824,-19.6
11.3337,3,in,30828,47.4
11.3377,3,in,30832,50
11.3422,3,in,30836,73.2
11.3468,3,in,30840,-31
11.3511,3,in,30844,-10.4
11.3552,3,in,30848,47.2
11.3596,3,in,30852,15.6
11.3639,3,in,30856,10.6
11.3681,3,in,30860,-10.4
11.3722,3,in,30864,9.8
11.3766,3,in,30868,60
11.3808,3,in,30872,50.4
11.3851,3,in,30876,67.8
11.3895,3,in,30880,49.2
11.3939,3,in,30884,20
11.3982,3,in,30888,-24
11.4027,3,in,30892,18.4
11.4069,3,in,30896,-23.8
11.4121,3,in,30900,0.8
11.4173,3,in,30904,43.2
11.4221,3,in,30908,49.2
11.4269,3,in,30912,23.8
11.432,3,in,30916,16.2
11.4373,3,in,30920,53.4
11.4423,3,in,30924,48.2
11.4479,3,in,30928,23.2
11.4527,3,in,30932,53.4
11.4575,3,in,30936,63
11.4621,3,in,30940,42
11.4666,3,in,30944,5.6
11.4712,3,in,30948,-5.4
11.4756,3,in,30952,16.8
11.4805,3,in,30956,43
11.485,3,in,30960,59.8
11.49,3,in,30964,8.2
11.4944,3,in,30968,6.6
11.4987,3,in,30972,44.6
11.503,3,in,30976,14.4
11.5076,3,in,30980,6.4
11.5122,3,in,30984,19.8
11.5166,3,in,30988,64.2
11.5219,3,in,30992,14.8
11.5265,3,in,30996,38.8
11.5311,3,in,31000,27.4
11.536,3,in,31004,50.8
11.5414,3,in,31008,11.2
11.5463,3,in,31012,0.2
11.5511,3,in,31016,34.8
11.5566,3,in,31020,33.8
11.5617,3,in,31024,26
11.5661,3,in,31028,51.4
11.5714,3,in,31032,40.4
11.5759,3,in,31036,-6.6
11.5806,3,in,31040,24.8
11.5852,3,in,31044,37.4
11.5899,3,in,31048,25.8
11.5946,3,in,31052,28.6
11.5993,3,in,31056,24.6
11.6038,3,in,31060,54.8
11.6085,3,in,31064,7.4
11.6132,3,in,31068,40.4
11.6183,3,in,31072,34.2
11.6227,3,in,31076,19
11.6278,3,in,31080,30.8
11.6327,3,in,31084,13.6
11.6369,3,in,31088,25.8
11.6414,3,in,31092,7.4
11.6472,3,in,31096,33.8
11.6517,3,in,31100,23.4
11.6561,3,in,31104,26.4
11.6608,3,in,31108,4.8
11.6658,3,in,31112,21
11.6705,3,in,31116,77
11.6755,3,in,31120,-9
11.6798,3,in,31124,-8.8
11.6842,3,in,31128,36.6
11.6883,3,in,31132,-15.2
11.6923,3,in,31136,-15.4
11.6966,3,in,31140,55.4
11.7012,3,in,31144,37
11.7057,3,in,31148,47.6
11.7099,3,in,31152,-18
11.7144,3,in,31156,31.4
11.7191,3,in,31160,43
11.7233,3,in,31164,25.2
11.7277,3,in,31168,24.4
11.7327,3,in,31172,54.8
11.738,3,in,31176,36.6
11.7432,3,in,31180,32.8
11.7483,3,in,31184,69.6
11.7529,3,in,31188,52
11.7574,3,in,31192,9.6
11.7622,3,in,31196,78.8
11.767,3,in,31200,56
11.7715,3,in,31204,23.4
11.7755,3,in,31208,23
11.7799,3,in,31212,46.6
11.7849,3,in,31216,52.8
11.7903,3,in,31220,15.4
11.7949,3,in,31224,-2.4
11.7993,3,in,31228,61.4
11.8035,3,in,31232,25.2
11.8077,3,in,31236,35.8
11.8121,3,in,31240,60
11.8169,3,in,31244,45.6
11.8217,3,in,31248,38.4
11.8262,3,in,31252,45
11.831,3,in,31256,31.4
11.8361,3,in,31260,45.2
11.841,3,in,31264,45.2
11.8461,3,in,31268,71.6
11.8507,3,in,31272,85.4
11.8556,3,in,31276,62.6
11.8602,3,in,31280,45.2
11.8647,3,in,31284,15.6
11.8696,3,in,31288,41
11.8739,3,in,31292,41.4
11.878,3,in,31296,75
11.8824,3,in,31300,94.6
11.887,3,in,31304,16.4
11.8919,3,in,31308,40.4
11.8982,3,in,31312,27
11.9027,3,in,31316,31
11.9075,3,in,31320,13.4
11.9114,3,in,31324,-20.8
11.9163,3,in,31328,36
11.9213,3,in,31332,20.4
11.927,3,in,31336,40.2
11.9318,3,in,31340,40.4
11.9367,3,in,31344,8
11.9412,3,in,31348,73.2
11.9456,3,in,31352,30.2
11.9509,3,in,31356,52
11.9555,3,in,31360,16.6
11.9604,3,in,31364,4.6
11.9653,3,in,31368,34.4
11.9698,3,in,31372,9.2
11.9742,3,in,31376,50.6
11.9791,3,in,31380,58.8
11.9841,3,in,31384,71.2
11.9891,3,in,31388,36.6
11.9937,3,in,31392,16.4
11.9984,3,in,31396,98.8
12.0034,3,in,31400,29.8
12.0083,3,in,31404,45.2
12.0133,3,in,31408,49
12.0184,3,in,31412,63.2
12.0231,3,in,31416,14
12.0276,3,in,31420,12.8
12.0318,3,in,31424,75.4
12.0367,3,in,31428,43
12.0414,3,in,31432,53.4
12.046,3,in,31436,60.8
12.0511,3,in,31440,34
12.0561,3,in,31444,24.2
12.0614,3,in,31448,39.2
12.0662,3,in,31452,41.2
12.0719,3,in,31456,23.4
12.0765,3,in,31460,8.2
12.0808,3,in,31464,14.2
12.085,3,in,31468,84.8
12.0891,3,in,31472,23
12.0934,3,in,31476,42
12.0979,3,in,31480,63.6
12.1027,3,in,31484,50.6
12.1072,3,in,31488,49.6
12.1117,3,in,31492,107.4
12.1158,3,in,31496,42.2
12.12,3,in,31500,42.4
12.1243,3,in,31504,36.2
12.1293,3,in,31508,17.4
12.1336,3,in,31512,49.4
12.1379,3,in,31516,85.4
12.1426,3,in,31520,44.2
12.1474,3,in,31524,8.6
12.1521,3,in,31528,65.6
12.1575,3,in,31532,20
12.1624,3,in,31536,24.8
12.1671,3,in,31540,20
12.1713,3,in,31544,87.4
12.1762,3,in,31548,55.2
12.1804,3,in,31552,71
12.1849,3,in,31556,64.4
12.1889,3,in,31560,75.6
12.1933,3,in,31564,51.4
12.1977,3,in,31568,70.8
12.2023,3,in,31572,45
12.2062,3,in,31576,67.4
12.2103,3,in,31580,55
12.2145,3,in,31584,33.8
12.2186,3,in,31588,85
12.2226,3,in,31592,31
12.2263,3,in,31596,88.2
12.2302,3,in,31600,82.6
12.2339,3,in,31604,62.2
12.2379,3,in,31608,80.6
12.2416,3,in,31612,82
12.2456,3,in,31616,55.2
12.2493,3,in,31620,103
12.2537,3,in,31624,68.2
12.2575,3,in,31628,46.6
12.2611,3,in,31632,56.6
12.265,3,in,31636,95.6
12.269,3,in,31640,75
12.2728,3,in,31644,67.8
12.2768,3,in,31648,29.8
12.2806,3,in,31652,37.6
12.2846,3,in,31656,71.8
12.2893,3,in,31660,35.6
12.2934,3,in,31664,78
12.2985,3,in,31668,51.4
12.3035,3,in,31672,35.4
12.3078,3,in,31676,39
12.3126,3,in,31680,72
12.317,3,in,31684,80.4
12.3214,3,in,31688,61.6
12.3261,3,in,31692,57
12.3307,3,in,31696,74.8
12.3354,3,in,31700,54.6
12.34,3,in,31704,56.4
12.3447,3,in,31708,51.2
12.349,3,in,31712,66.2
12.3531,3,in,31716,46.6
12.3574,3,in,31720,111.8
12.3612,3,in,31724,71.8
12.3658,3,in,31728,74
12.3702,3,in,31732,95
12.3748,3,in,31736,86.2
12.3795,3,in,31740,94.4
12.3837,3,in,31744,61.2
12.3883,3,in,31748,122.4
12.3933,3,in,31752,70.4
12.3977,3,in,31756,93.8
12.4022,3,in,31760,100.2
12.4066,3,in,31764,96.6
12.4107,3,in,31768,36.4
12.4147,3,in,31772,81.8
12.4192,3,in,31776,67.8
12.4242,3,in,31780,90
12.429,3,in,31784,89.6
12.4336,3,in,31788,65.8
12.438,3,in,31792,78.4
12.442,3,in,31796,83
12.4462,3,in,31800,100.2
12.4502,3,in,31804,123.6
12.4543,3,in,31808,96.4
12.4578,3,in,31812,78.2
12.4616,3,in,31816,73.6
12.466,3,in,31820,110.8
12.4702,3,in,31824,92
12.4743,3,in,31828,106.4
12.4783,3,in,31832,61.6
12.4829,3,in,31836,91.4
12.4875,3,in,31840,97.4
12.493,3,in,31844,105.8
12.498,3,in,31848,85.2
12.5029,3,in,31852,101.2
12.5076,3,in,31856,107.2
12.512,3,in,31860,120.8
12.517,3,in,31864,79.2
12.5221,3,in,31868,101.4
12.5269,3,in,31872,98.4
12.5311,3,in,31876,122.4
12.536,3,in,31880,62.6
12.5405,3,in,31884,58.4
12.5452,3,in,31888,109.2
12.5495,3,in,31892,80
12.5539,3,in,31896,121
12.5582,3,in,31900,105.6
12.5629,3,in,31904,122.2
12.5677,3,in,31908,84.8
12.5726,3,in,31912,135
12.5771,3,in,31916,59
12.5812,3,in,31920,113.8
12.5853,3,in,31924,113
12.5894,3,in,31928,85.4
12.5934,3,in,31932,81
12.5972,3,in,31936,60.8
12.6012,3,in,31940,103.6
12.6053,3,in,31944,148.2
12.6091,3,in,31948,43
12.6133,3,in,31952,103.6
12.6171,3,in,31956,82
12.6212,3,in,31960,91.6
12.6257,3,in,31964,75.4
12.6304,3,in,31968,64.6
12.6353,3,in,31972,129.4
12.64,3,in,31976,66.8
12.6443,3,in,31980,45.8
12.649,3,in,31984,139.2
12.6536,3,in,31988,124.8
12.6584,3,in,31992,83.8
12.6625,3,in,31996,103.8
12.6673,3,in,32000,83.2
12.6719,3,in,32004,126.6
12.6767,3,in,32008,95.2
12.6815,3,in,32012,98.4
12.6859,3,in,32016,148.8
12.6904,3,in,32020,97
12.6953,3,in,32024,65.8
12.7,3,in,32028,90.2
12.7043,3,in,32032,71.4
12.7088,3,in,32036,93.8
12.713,3,in,32040,87
12.718,3,in,32044,147
12.7233,3,in,32048,65
12.728,3,in,32052,109.8
12.7328,3,in,32056,79.4
12.7378,3,in,32060,127.4
12.7421,3,in,32064,96
12.7467,3,in,32068,79.6
12.7514,3,in,32072,67.2
12.7561,3,in,32076,89.4
12.7603,3,in,32080,118.6
12.7646,3,in,32084,98.6
12.7687,3,in,32088,104
12.7729,3,in,32092,133
12.7777,3,in,32096,132.6
12.7821,3,in,32100,135.2
12.7865,3,in,32104,142.8
12.7907,3,in,32108,93
12.7949,3,in,32112,135.2
12.799,3,in,32116,114.2
12.8033,3,in,32120,161.8
12.8076,3,in,32124,117.4
12.8121,3,in,32128,128
12.8164,3,in,32132,106.6
12.821,3,in,32136,140.6
12.8257,3,in,32140,191.2
12.8302,3,in,32144,114.8
12.8348,3,in,32148,168
12.8394,3,in,32152,154.8
12.8438,3,in,32156,126.8
12.8477,3,in,32160,130.6
12.8514,3,in,32164,179.4
12.8556,3,in,32168,156
12.8596,3,in,32172,139
12.8633,3,in,32176,150.4
12.8672,3,in,32180,178
12.8712,3,in,32184,184.4
12.8755,3,in,32188,185.6
12.8798,3,in,32192,126.8
12.8835,3,in,32196,153.4
12.8874,3,in,32200,127.8
12.8912,3,in,32204,150.2
12.8948,3,in,32208,130.8
12.8983,3,in,32212,169.8
12.9021,3,in,32216,141.8
12.9058,3,in,32220,118.2
12.9094,3,in,32224,188.8
12.9132,3,in,32228,161.8
12.917,3,in,32232,199.4
12.9213,3,in,32236,182.4
12.9252,3,in,32240,173.4
12.9293,3,in,32244,197.8
12.9334,3,in,32248,248.2
12.9376,3,in,32252,171.8
12.9414,3,in,32256,216.8
12.9457,3,in,32260,253
12.9496,3,in,32264,204.6
12.9536,3,in,32268,204.2
12.9573,3,in,32272,209.4
12.9613,3,in,32276,229.4
12.9651,3,in,32280,233
12.9693,3,in,32284,254
12.9732,3,in,32288,241.2
12.9774,3,in,32292,185.4
12.9814,3,in,32296,247.8
12.9851,3,in,32300,192.6
12.989,3,in,32304,211.8
12.9926,3,in,32308,242
12.9969,3,in,32312,265.8
13.001,3,in,32316,207.8
13.0052,3,in,32320,303.6
13.0096,3,in,32324,276
13.0138,3,in,32328,254.8
13.0182,3,in,32332,279.8
13.0223,3,in,32336,221.2
13.0268,3,in,32340,233
13.0312,3,in,32344,256
13.0354,3,in,32348,315
13.0393,3,in,32352,228.8
13.0437,3,in,32356,223.2
13.048,3,in,32360,256.2
13.0522,3,in,32364,298.4
13.0563,3,in,32368,318
13.0604,3,in,32372,262.6
13.0646,3,in,32376,343.6
13.0686,3,in,32380,266
13.0721,3,in,32384,276.8
13.0762,3,in,32388,259.6
13.0806,3,in,32392,292.4
13.0844,3,in,32396,313.6
13.0882,3,in,32400,276
13.0916,3,in,32404,251.2
13.0955,3,in,32408,260
13.0999,3,in,32412,269.8
13.1047,3,in,32416,289.4
13.109,3,in,32420,314.8
13.1123,3,in,32424,306
13.1154,3,in,32428,325.4
13.1185,3,in,32432,324.4
13.1224,3,in,32436,365.8
13.1262,3,in,32440,379.8
13.1303,3,in,32444,357.4
13.1342,3,in,32448,362
13.1378,3,in,32452,355.4
13.1421,3,in,32456,341.6
13.1458,3,in,32460,369
13.1499,3,in,32464,412.4
13.1539,3,in,32468,408.8
13.1573,3,in,32472,367.8
13.1609,3,in,32476,426.4
13.165,3,in,32480,403.8
13.1687,3,in,32484,400.6
13.1725,3,in,32488,410.6
13.1764,3,in,32492,412.6
13.18,3,in,32496,387
13.184,3,in,32500,452.8
13.1877,3,in,32504,486.4
13.1914,3,in,32508,458.6
13.1954,3,in,32512,445.8
13.1992,3,in,32516,464.6
13.2026,3,in,32520,464.2
13.2065,3,in,32524,432.2
13.2104,3,in,32528,409.6
13.2141,3,in,32532,422.2
13.2181,3,in,32536,469.8
13.2221,3,in,32540,499
13.2257,3,in,32544,484.6
13.2293,3,in,32548,513.2
13.2329,3,in,32552,519.6
13.2365,3,in,32556,563.8
13.2402,3,in,32560,550
13.2438,3,in,32564,502
13.248,3,in,32568,535.4
13.2518,3,in,32572,546.8
13.2559,3,in,32576,535.2
13.2597,3,in,32580,510.6
13.2636,3,in,32584,522.8
13.2677,3,in,32588,523.2
13.2719,3,in,32592,573
13.2764,3,in,32596,583
13.2804,3,in,32600,655.8
13.2838,3,in,32604,677
13.2873,3,in,32608,642.8
13.2912,3,in,32612,758.6
13.2949,3,in,32616,756.8
13.2985,3,in,32620,753
13.302,3,in,32624,744.2
13.3062,3,in,32628,843
13.3104,3,in,32632,764.8
13.3157,3,in,32636,806.8
13.3208,3,in,32640,855.2
13.3257,3,in,32644,785
13.33,3,in,32648,774
13.3346,3,in,32652,838.2
13.3394,3,in,32656,858
13.3441,3,in,32660,768.8
13.3486,3,in,32664,770.4
13.3535,3,in,32668,860.6
13.3586,3,in,32672,981.6
13.3634,3,in,32676,979.6
13.3682,3,in,32680,906.2
13.3731,3,in,32684,1023.6
13.3781,3,out,32680,1094.2
13.3826,3,out,32676,1046
13.3869,3,out,32672,1057.2
13.3912,3,out,32668,1117.6
13.396,3,out,32664,1010.8
13.4004,3,out,32660,1109
13.4046,3,out,32656,1182.2
13.4087,3,out,32652,1000.6
13.413,3,out,32648,1216.2
13.4171,3,out,32644,1241.2
13.4213,3,out,32640,1225
13.4254,3,out,32636,1289.6
13.4298,3,out,32632,1344.6
13.434,3,out,32628,1424.4
13.4382,3,out,32624,1425.2
13.4423,3,out,32620,1414.8
13.4463,3,out,32616,1488
13.4512,3,out,32612,1541.8
13.4555,3,out,32608,1485.8
13.4601,3,out,32604,1483
13.465,3,out,32600,1463.2
13.4696,3,out,32596,1640
13.4739,3,out,32592,1552.4
13.4788,3,out,32588,1684.2
13.4832,3,out,32584,1667.4
13.4877,3,out,32580,1647.6
13.4921,3,out,32576,1618.2
13.4966,3,out,32572,1585
13.5014,3,out,32568,1591
13.5056,3,out,32564,1534
13.5098,3,out,32560,1631.6
13.5143,3,out,32556,1611.6
13.5189,3,out,32552,1593.2
13.5231,3,out,32548,1476
13.5272,3,out,32544,1312.4
13.5318,3,out,32540,1387.6
13.5369,3,out,32536,1363.4
13.541,3,out,32532,1381.8
13.5459,3,out,32528,1721.4
13.5505,3,out,32524,1652.8
13.5548,3,out,32520,1731.4
13.5591,3,out,32516,1761
13.5646,3,out,32512,1639.2
13.5691,3,out,32508,1542.2
13.5743,3,out,32504,1523.6
13.5784,3,out,32500,1507.8
13.5827,3,out,32496,1617.4
13.5874,3,out,32492,1617
13.5922,3,out,32488,1483.6
13.5971,3,out,32484,1550.4
13.6015,3,out,32480,1549.4
13.6067,3,out,32476,1659.4
13.6112,3,out,32472,1681
13.6154,3,out,32468,1647.2
13.6199,3,out,32464,1657.4
13.6245,3,out,32460,1618.8
13.6295,3,out,32456,1667
13.6346,3,out,32452,1607.8
13.6402,3,out,32448,1780
13.6458,3,out,32444,1629.8
13.6506,3,out,32440,1578.6
13.6554,3,out,32436,1533.2
13.6599,3,out,32432,1511.4
13.6647,3,out,32428,1525
13.6693,3,out,32424,1529.6
13.6737,3,out,32420,1628.8
13.6783,3,out,32416,1541
13.6824,3,out,32412,1633.8
13.6864,3,out,32408,1692.4
13.6905,3,out,32404,1609.4
13.6944,3,out,32400,1604.6
13.699,3,out,32396,1642.8
13.7031,3,out,32392,1624.8
13.7079,3,out,32388,1639.4
13.7125,3,out,32384,1581.2
13.7173,3,out,32380,1633.2
13.7215,3,out,32376,1643
13.7257,3,out,32372,1582.6
13.7302,3,out,32368,1613.4
13.7356,3,out,32364,1589.8
13.741,3,out,32360,1552.6
13.7453,3,out,32356,1576.6
13.7504,3,out,32352,1591.8
13.7548,3,out,32348,1572.8
13.7586,3,out,32344,1555
13.7623,3,out,32340,1532
13.766,3,out,32336,1632.8
13.7703,3,out,32332,1630.8
13.7743,3,out,32328,1657.4
13.7789,3,out,32324,1679.4
13.7835,3,out,32320,1641
13.7896,3,out,32316,1712
13.7943,3,out,32312,1633.8
13.7987,3,out,32308,1647
13.8022,3,out,32304,1660.8
13.8062,3,out,32300,1684.6
13.8102,3,out,32296,1743.6
13.8143,3,out,32292,1694.4
13.819,3,out,32288,1683.8
13.8252,3,out,32284,1674.4
13.8302,3,out,32280,1683.2
13.8349,3,out,32276,1753.8
13.8391,3,out,32272,1738.6
13.8433,3,out,32268,1673.8
13.8474,3,out,32264,1665.6
13.8513,3,out,32260,1713.4
13.8554,3,out,32256,1636.2
13.8599,3,out,32252,1697.8
13.8639,3,out,32248,1770.8
13.8678,3,out,32244,1713.2
13.8717,3,out,32240,1666.6
13.8758,3,out,32236,1745.4
13.8802,3,out,32232,1717.2
13.8848,3,out,32228,1698.6
13.8894,3,out,32224,1597.2
13.8937,3,out,32220,1853
13.898,3,out,32216,1748.4
13.9025,3,out,32212,1854
13.9068,3,out,32208,1628.4
13.9112,3,out,32204,1684.6
13.9158,3,out,32200,2243.8
13.9207,3,out,32196,2277
13.9259,3,out,32192,1781
13.9318,3,out,32188,1828
13.9371,3,out,32184,1779.4
13.9423,3,out,32180,1693
13.9477,3,out,32176,1792.6
13.9523,3,out,32172,1773.8
13.9567,3,out,32168,1735.6
13.9613,3,out,32164,1756.8
13.9662,3,out,32160,1767.8
13.9708,3,out,32156,1694.2
13.9758,3,out,32152,1717.6
13.9808,3,out,32148,1711.8
13.9858,3,out,32144,1755
13.9906,3,out,32140,1740.8
13.9953,3,out,32136,1689
14.0002,3,out,32132,1749.8
14.0051,3,out,32128,1756.4
14.01,3,out,32124,1642
14.0148,3,out,32120,1645.4
14.0198,3,out,32116,1562.6
14.0249,3,out,32112,1609.8
14.0298,3,out,32108,1567.2
14.0345,3,out,32104,1588.2
14.0394,3,out,32100,1597.8
14.0437,3,out,32096,1579.2
14.0481,3,out,32092,1562.4
14.053,3,out,32088,1538.8
14.0586,3,out,32084,1547.2
14.0632,3,out2,32034,1540.2
14.0679,3,out2,31984,1568.8
14.0727,3,out2,31934,1496.4
14.0778,3,out2,31884,1491.2
14.0825,3,out2,31834,1516
14.0871,3,out2,31784,1518
14.0917,3,out2,31734,1468.2
14.096,3,out2,31684,1650.2
14.101,3,out2,31634,1410.6
14.1054,3,out2,31584,1409.4
14.1103,3,out2,31534,1340.2
14.1154,3,out2,31484,1467.4
14.1198,3,out2,31434,1426.6
14.1244,3,out2,31384,1360
14.1295,3,out2,31334,1519.2
14.1341,3,out2,31284,2110
14.1385,3,out2,31234,1788
14.1428,3,out2,31184,1591.8
14.1474,3,out2,31134,1474
14.1521,3,out2,31084,1444.4
14.1574,3,out2,31034,1535.6
14.1625,3,out2,30984,1338.4
14.1674,3,out2,30934,1333.8
14.1726,3,out2,30884,1410.8
14.1783,3,out2,30834,1172.4
14.1833,3,out2,30784,1105.4
14.1882,3,out2,30734,1000.2
14.1936,3,out2,30684,738.2
14.1987,3,out2,30634,716
14.2031,3,out2,30584,598.2
14.2076,3,out2,30534,479.2
14.2123,3,out2,30484,306.4
14.2176,3,out2,30434,181.8
14.2225,3,out2,30384,141.2
14.2274,4,in,30384,77.2
14.2319,4,in,30388,102.6
