t,cycle,phase,z,adc
2.4997,0,find,27616,3.8
2.5042,0,find,27632,7
2.5081,0,find,27648,9
2.5128,0,find,27664,-7.8
2.5176,0,find,27680,1.4
2.5224,0,find,27696,11.4
2.5268,0,find,27712,-47.2
2.531,0,find,27728,-3
2.536,0,find,27744,5.8
2.5403,0,find,27760,19.8
2.5454,0,find,27776,-44.4
2.5504,0,find,27792,5.4
2.5551,0,find,27808,-11.8
2.5597,0,find,27824,-22.8
2.5641,0,find,27840,-11.6
2.5689,0,find,27856,-12.8
2.573,0,find,27872,2.4
2.5765,0,find,27888,-48
2.5804,0,find,27904,-51.2
2.5845,0,find,27920,2.8
2.5882,0,find,27936,-2.2
2.5923,0,find,27952,-16.2
2.5959,0,find,27968,-37.8
2.5998,0,find,27984,19.4
2.6035,0,find,28000,9.8
2.6071,0,find,28016,-34.6
2.6109,0,find,28032,-25
2.6148,0,find,28048,8.4
2.6187,0,find,28064,-15.8
2.6226,0,find,28080,-4.4
2.627,0,find,28096,-3.4
2.6309,0,find,28112,-1.2
2.6352,0,find,28128,-37.2
2.6395,0,find,28144,-2.4
2.6433,0,find,28160,28.8
2.6474,0,find,28176,-13.8
2.6511,0,find,28192,10.2
2.6557,0,find,28208,-51.4
2.6598,0,find,28224,8.2
2.6637,0,find,28240,25
2.6684,0,find,28256,-13.6
2.6735,0,find,28272,-11.6
2.6775,0,find,28288,15.8
2.6815,0,find,28304,-5.2
2.6856,0,find,28320,-3.6
2.6908,0,find,28336,6.8
2.695,0,find,28352,-14
2.6987,0,find,28368,23
2.7023,0,find,28384,0.6
2.7061,0,find,28400,-9.4
2.7108,0,find,28416,2.2
2.7151,0,find,28432,34.4
2.7192,0,find,28448,42.2
2.7233,0,find,28464,-16
2.7278,0,find,28480,-20.8
2.7321,0,find,28496,25.8
2.7366,0,find,28512,-22
2.7407,0,find,28528,33.2
2.7449,0,find,28544,-32.6
2.7486,0,find,28560,10.8
2.7526,0,find,28576,-13.6
2.7567,0,find,28592,-4
2.7604,0,find,28608,1.4
2.7643,0,find,28624,22.6
2.7683,0,find,28640,17.4
2.7721,0,find,28656,-19.2
2.7764,0,find,28672,-20.2
2.7811,0,find,28688,17.2
2.7851,0,find,28704,-12.2
2.7894,0,find,28720,-6.2
2.7931,0,find,28736,-7.6
2.7984,0,find,28752,16.6
2.8023,0,find,28768,-4.2
2.8061,0,find,28784,17
2.8103,0,find,28800,46
2.8146,0,find,28816,-20.6
2.8187,0,find,28832,27.2
2.8229,0,find,28848,-17.6
2.8268,0,find,28864,0.8
2.8312,0,find,28880,5.4
2.8352,0,find,28896,18.6
2.8392,0,find,28912,-27.2
2.8435,0,find,28928,-33
2.8479,0,find,28944,22
2.8521,0,find,28960,16.2
2.8564,0,find,28976,-41.2
2.8605,0,find,28992,-60.2
2.8648,0,find,29008,1.2
2.869,0,find,29024,-5
2.8732,0,find,29040,25.6
2.8778,0,find,29056,20.8
2.882,0,find,29072,-24.2
2.8866,0,find,29088,3.4
2.8905,0,find,29104,-34.8
2.8943,0,find,29120,-30
2.8983,0,find,29136,-8.2
2.9028,0,find,29152,9.6
2.907,0,find,29168,-21.6
2.9112,0,find,29184,37
2.9154,0,find,29200,9.6
2.9197,0,find,29216,-7
2.9237,0,find,29232,-9.6
2.9276,0,find,29248,-23.2
2.9316,0,find,29264,-47.4
2.9357,0,find,29280,16.4
2.9397,0,find,29296,-45.8
2.9437,0,find,29312,11.2
2.9476,0,find,29328,11.2
2.9517,0,find,29344,22.2
2.9557,0,find,29360,-26.8
2.9595,0,find,29376,12.4
2.9632,0,find,29392,-11.4
2.967,0,find,29408,-0.8
2.9708,0,find,29424,8.2
2.9749,0,find,29440,10.6
2.9789,0,find,29456,-64.6
2.9828,0,find,29472,-34.4
2.9867,0,find,29488,17.4
2.991,0,find,29504,26
2.9952,0,find,29520,-12.6
2.9992,0,find,29536,-3.6
3.0031,0,find,29552,17
3.0078,0,find,29568,-31.6
3.0119,0,find,29584,-49.4
3.0159,0,find,29600,-6.8
3.0196,0,find,29616,-1.4
3.0232,0,find,29632,-11.4
3.0276,0,find,29648,4.2
3.0314,0,find,29664,-13
3.0352,0,find,29680,2.4
3.0385,0,find,29696,-8.4
3.0421,0,find,29712,-30.6
3.0463,0,find,29728,-23.8
3.0496,0,find,29744,-7.4
3.0529,0,find,29760,33
3.0561,0,find,29776,3.8
3.0594,0,find,29792,-15
3.0636,0,find,29808,-8.8
3.0672,0,find,29824,-2.8
3.071,0,find,29840,-10.4
3.0746,0,find,29856,-34.4
3.0778,0,find,29872,-30
3.082,0,find,29888,3.8
3.0853,0,find,29904,-12.4
3.0886,0,find,29920,-18.2
3.0921,0,find,29936,-7.6
3.096,0,find,29952,-31.4
3.0996,0,find,29968,24.2
3.1031,0,find,29984,8
3.107,0,find,30000,-29.4
3.1104,0,find,30016,-24.8
3.1137,0,find,30032,5.6
3.1174,0,find,30048,-13.2
3.1207,0,find,30064,1.2
3.1244,0,find,30080,5
3.1282,0,find,30096,-38.4
3.1315,0,find,30112,-8.2
3.1352,0,find,30128,-4.6
3.1387,0,find,30144,0
3.1422,0,find,30160,-7
3.1455,0,find,30176,-20.2
3.1492,0,find,30192,21.4
3.1529,0,find,30208,-3.4
3.1562,0,find,30224,-14.8
3.1595,0,find,30240,1.2
3.1634,0,find,30256,-7.2
3.1666,0,find,30272,0.8
3.1706,0,find,30288,-2.6
3.1744,0,find,30304,-16
3.1779,0,find,30320,-16
3.1816,0,find,30336,-13
3.1853,0,find,30352,3.4
3.1891,0,find,30368,-27.8
3.1926,0,find,30384,-24
3.1959,0,find,30400,-32.6
3.1993,0,find,30416,-31.6
3.2027,0,find,30432,-1.6
3.2066,0,find,30448,-13.8
3.2101,0,find,30464,-12.4
3.2135,0,find,30480,-25.4
3.217,0,find,30496,9
3.2205,0,find,30512,39.4
3.2243,0,find,30528,-3.4
3.2275,0,find,30544,-4.4
3.2312,0,find,30560,-13.6
3.2351,0,find,30576,-21
3.2385,0,find,30592,-16.8
3.2425,0,find,30608,-25.2
3.2461,0,find,30624,-21.4
3.2494,0,find,30640,23
3.253,0,find,30656,1.2
3.2568,0,find,30672,-10.8
3.2608,0,find,30688,-11
3.2646,0,find,30704,-21.8
3.2686,0,find,30720,-32
3.272,0,find,30736,-11.8
3.2759,0,find,30752,-1.6
3.2794,0,find,30768,0.2
3.2831,0,find,30784,23
3.2866,0,find,30800,-0.8
3.29,0,find,30816,-23.8
3.2938,0,find,30832,-9.6
3.2975,0,find,30848,3.8
3.3009,0,find,30864,5.6
3.3045,0,find,30880,9.8
3.3082,0,find,30896,-6.2
3.3119,0,find,30912,-26
3.3155,0,find,30928,-8.2
3.3196,0,find,30944,-13
3.3234,0,find,30960,42.2
3.3276,0,find,30976,17.8
3.3319,0,find,30992,6.4
3.3359,0,find,31008,-5.4
3.3399,0,find,31024,0.8
3.3439,0,find,31040,10.6
3.3492,0,find,31056,27.4
3.3538,0,find,31072,17.4
3.3578,0,find,31088,13.2
3.3622,0,find,31104,3.4
3.3679,0,find,31120,-22.8
3.3721,0,find,31136,28.6
3.3761,0,find,31152,29.8
3.3803,0,find,31168,26.4
3.3854,0,find,31184,-32.6
3.3897,0,find,31200,23.6
3.394,0,find,31216,0.8
3.3983,0,find,31232,-9.6
3.4035,0,find,31248,18.2
3.4077,0,find,31264,-4.6
3.4121,0,find,31280,-19.8
3.4163,0,find,31296,3
3.4212,0,find,31312,-21.6
3.4258,0,find,31328,-13.2
3.4298,0,find,31344,-19.2
3.434,0,find,31360,-14
3.4396,0,find,31376,-16
3.4438,0,find,31392,12.2
3.4485,0,find,31408,27.4
3.4529,0,find,31424,20.8
3.4577,0,find,31440,-16.2
3.4617,0,find,31456,10.6
3.4655,0,find,31472,-5.2
3.4693,0,find,31488,-10.8
3.474,0,find,31504,-10
3.4785,0,find,31520,34.6
3.4831,0,find,31536,13.4
3.4873,0,find,31552,-25.2
3.4916,0,find,31568,22
3.4964,0,find,31584,-53.4
3.501,0,find,31600,-39.4
3.5053,0,find,31616,-17.2
3.5104,0,find,31632,-23.4
3.5145,0,find,31648,-19.2
3.519,0,find,31664,26.2
3.5232,0,find,31680,14.8
3.5283,0,find,31696,-39.4
3.5328,0,find,31712,18.6
3.5378,0,find,31728,0.8
3.5423,0,find,31744,18.8
3.5468,0,find,31760,0.4
3.5516,0,find,31776,-15.8
3.5557,0,find,31792,-12.6
3.5598,0,find,31808,-38.4
3.5642,0,find,31824,7.8
3.5684,0,find,31840,28.2
3.5725,0,find,31856,-42.8
3.5768,0,find,31872,-24.6
3.5815,0,find,31888,-6.6
3.5882,0,find,31904,-11
3.5924,0,find,31920,24
3.5961,0,find,31936,-8.4
3.6,0,find,31952,-23
3.6039,0,find,31968,-32.8
3.6078,0,find,31984,11.4
3.6113,0,find,32000,-4.2
3.6149,0,find,32016,-2.4
3.6188,0,find,32032,-40.2
3.6226,0,find,32048,-1.6
3.6263,0,find,32064,4.8
3.6302,0,find,32080,-0.8
3.6342,0,find,32096,-34.8
3.6385,0,find,32112,30.6
3.6427,0,find,32128,-33.8
3.6468,0,find,32144,-19
3.6514,0,find,32160,3
3.6559,0,find,32176,15.8
3.6602,0,find,32192,-53.6
3.6647,0,find,32208,14.8
3.6694,0,find,32224,-15.6
3.6737,0,find,32240,-52.8
3.6779,0,find,32256,-18.2
3.6817,0,find,32272,-0.4
3.6856,0,find,32288,-30.8
3.6898,0,find,32304,-13.2
3.694,0,find,32320,-7.4
3.6986,0,find,32336,-36.6
3.7035,0,find,32352,30.2
3.7088,0,find,32368,-4
3.7134,0,find,32384,-31.2
3.7182,0,find,32400,2.2
3.7232,0,find,32416,2.8
3.7279,0,find,32432,-38.6
3.7333,0,find,32448,1.8
3.7382,0,find,32464,-31.6
3.7423,0,find,32480,-21
3.746,0,find,32496,-32.6
3.7497,0,find,32512,-12
3.7535,0,find,32528,19
3.7573,0,find,32544,-8.6
3.7614,0,find,32560,-13
3.7658,0,find,32576,-26.4
3.77,0,find,32592,-13.2
3.7741,0,find,32608,-6.4
3.7786,0,find,32624,-29.2
3.7827,0,find,32640,30.2
3.7867,0,find,32656,-31.6
3.7908,0,find,32672,-29
3.7955,0,find,32688,24.2
3.7998,0,find,32704,-10.4
3.8034,0,find,32720,26
3.8075,0,find,32736,3.2
3.8118,0,find,32752,0.8
3.8163,0,find,32768,-13.2
3.8211,0,find,32784,12
3.8266,0,find,32800,3.8
3.8316,0,find,32816,-21.2
3.8367,0,find,32832,28.4
3.8417,0,find,32848,7
3.8467,0,find,32864,-68.8
3.8511,0,find,32880,13.4
3.8559,0,find,32896,-17
3.8607,0,find,32912,13.8
3.8654,0,find,32928,38
3.8701,0,find,32944,23
3.8753,0,find,32960,-22.8
3.88,0,find,32976,15.4
3.8847,0,find,32992,9.2
3.889,0,find,33008,0.6
3.8931,0,find,33024,-14.4
3.8971,0,find,33040,-1
3.9025,0,find,33056,1.4
3.9065,0,find,33072,18.4
3.9102,0,find,33088,6.6
3.9147,0,find,33104,-0.2
3.9197,0,find,33120,5.4
3.9248,0,find,33136,2.8
3.9292,0,find,33152,28.6
3.933,0,find,33168,45.6
3.9376,0,find,33184,25
3.942,0,find,33200,4.8
3.9461,0,find,33216,39.2
3.9503,0,find,33232,55.4
3.9545,0,find,33248,29
3.9587,0,find,33264,6
3.9633,0,find,33280,44.6
3.9673,0,find,33296,83.2
3.9709,0,find,33312,102
3.9752,0,find,33328,142
3.9792,0,find,33344,47
3.9831,0,find,33360,107.4
3.9871,0,find,33376,180.6
3.9907,0,find,33392,148.2
3.9944,0,find,33408,156.2
3.9978,0,find,33424,198
4.0017,0,find,33440,267.8
4.0052,0,find,33456,188.4
4.0091,0,find,33472,223.6
4.0128,0,find,33488,339.8
4.0166,0,find,33504,313.4
4.0208,0,find,33520,493.6
4.0247,0,find,33536,637.4
4.0283,0,find,33552,659.8
4.032,0,find,33568,985.6
4.0356,0,find,33584,1094.2
4.0399,0,pre,32984,22905.8
4.0438,1,in,32984,32767
4.0479,1,pre,32384,19627.6
4.0521,1,pre,31784,13513
4.0558,1,pre,31184,16797.6
4.0598,1,pre,30584,-5.2
4.0637,1,in,30588,-30.2
4.0713,1,in,30592,5.4
4.0756,1,in,30596,-25
4.0796,1,in,30600,20.4
4.0835,1,in,30604,7
4.0876,1,in,30608,5.4
4.0928,1,in,30612,0.2
4.0985,1,in,30616,11
4.1026,1,in,30620,14.6
4.107,1,in,30624,-17
4.1115,1,in,30628,-22.6
4.1157,1,in,30632,6.8
4.1204,1,in,30636,-25.2
