y,dir,29768,30068,30368,30668,30968,31268,31568,31868,32168,32468,32768,33068,33368,33668,33968,34268,34568,34868,35168,35468,35768
29768,fwd,14700,16200,17700,19200,20130,20316,21107,20925,19425,17925,16425,15892,15851,15325,14743,14443,14023,13677,13560,13225,12838
29768,back,21218,20679,20894,19707,19063,18518,17985,16828,16906,16006,15545,16333,15433,14836,14449,14974,14015,13329,13602,13302,12538
30368,fwd,20303,19403,18337,18279,17993,16759,16535,17087,16804,16220,16244,16389,15752,15523,16423,15558,15329,15701,14583,15483,14963
30368,back,19717,20249,19338,18561,19208,18489,18189,18017,18037,18917,18527,18827,20320,20927,19828,18735,17785,17234,16281,16580,15863
30968,fwd,19785,19792,19096,18796,19125,17891,19391,18563,19703,20181,21081,21611,20980,21481,20595,20026,18854,17411,15911,14853,15142
30968,back,19497,20009,19699,19813,18313,18013,16815,16736,15255,15881,15242,14740,15351,15051,14151,14386,15285,14385,15285,15849,14949
31568,fwd,20980,20412,18912,17412,16141,15323,15493,15331,15266,15635,14135,13835,13148,13448,13748,12848,13706,13406,13202,13556,13175
31568,back,17635,16735,17090,16190,17690,19149,18410,17755,16639,16882,16582,16521,15076,14549,13895,13595,13853,14153,13102,14002,13566
32168,fwd,16866,17390,16490,16790,16490,16027,15727,16768,15868,17188,16570,17484,17335,18677,19063,19054,18463,16963,15463,13963,12463
32168,back,16279,17179,16437,15537,15608,14330,14260,14675,13729,13099,13625,13310,12539,12000,12000,12000,12000,12000,12000,12000,12000
32768,fwd,16386,16686,15314,16626,15418,15118,16018,14936,15836,15808,16782,17082,17489,18682,19390,18868,17368,15868,14368,12868,12238
32768,back,16006,15931,15031,15931,14678,13743,14486,13806,13972,12900,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
33368,fwd,16514,16214,15314,15703,15571,16327,16627,16673,17573,18156,18456,18095,17795,17867,16845,16435,14935,13435,12000,12000,12000
33368,back,15247,13965,14865,14463,12963,14221,12950,12900,12532,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
33968,fwd,15069,14936,14636,14613,14913,15431,15592,14437,15223,14650,15617,16566,15666,15068,13568,12068,12000,12000,12000,12000,12000
33968,back,13917,15106,14206,13958,13499,12852,12861,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
34568,fwd,14202,13871,14355,13714,14014,13714,12814,13680,12780,13418,13718,14034,12864,12000,12000,12000,12000,12000,12000,12000,12000
34568,back,14541,13303,13425,12000,12900,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
