t,cycle,phase,z,adc
0.7919,0,find,34464,13.8
0.7962,0,find,34480,-1
0.8007,0,find,34496,-37.8
0.8051,0,find,34512,6.4
0.8089,0,find,34528,-15
0.813,0,find,34544,-15.2
0.8168,0,find,34560,-0.2
0.8206,0,find,34576,24.8
0.8244,0,find,34592,23.4
0.8281,0,find,34608,-30.6
0.8321,0,find,34624,-17.6
0.8363,0,find,34640,-1.4
0.8404,0,find,34656,9.2
0.8451,0,find,34672,-19.2
0.8493,0,find,34688,-14.8
0.8532,0,find,34704,-7.8
0.8575,0,find,34720,15.8
0.8621,0,find,34736,8
0.8662,0,find,34752,-35.4
0.8705,0,find,34768,1.4
0.8748,0,find,34784,-2
0.8787,0,find,34800,-5.6
0.8826,0,find,34816,-3
0.8863,0,find,34832,19.4
0.8905,0,find,34848,7
0.8955,0,find,34864,-10
0.9003,0,find,34880,-7.4
0.9049,0,find,34896,21.8
0.9088,0,find,34912,11.6
0.9132,0,find,34928,-15.6
0.918,0,find,34944,-72.2
0.9219,0,find,34960,-25.8
0.9257,0,find,34976,13.8
0.9296,0,find,34992,-20
0.9333,0,find,35008,-44.6
0.937,0,find,35024,-10
0.9405,0,find,35040,20.4
0.9448,0,find,35056,-18.8
0.9492,0,find,35072,-16.6
0.9535,0,find,35088,9.4
0.9576,0,find,35104,44.8
0.9616,0,find,35120,9.8
0.966,0,find,35136,-5.8
0.9698,0,find,35152,11
0.9741,0,find,35168,10
0.9782,0,find,35184,1.4
0.9818,0,find,35200,-31.8
0.9858,0,find,35216,7
0.9901,0,find,35232,-16.2
0.9948,0,find,35248,-33.2
1.0,0,find,35264,-30.6
1.0046,0,find,35280,-8.6
1.0095,0,find,35296,-6.2
1.0143,0,find,35312,-37
1.0189,0,find,35328,-2.2
1.0236,0,find,35344,2
1.0283,0,find,35360,-25.2
1.0326,0,find,35376,-4.2
1.0367,0,find,35392,-13.8
1.0404,0,find,35408,-31.4
1.0442,0,find,35424,13.2
1.0486,0,find,35440,5.2
1.0533,0,find,35456,-1.6
1.0575,0,find,35472,-8.8
1.0619,0,find,35488,11.2
1.0659,0,find,35504,-15.4
1.0701,0,find,35520,-14.4
1.0752,0,find,35536,-8.2
1.0793,0,find,35552,-8.6
1.0835,0,find,35568,-17.4
1.0872,0,find,35584,24.6
1.091,0,find,35600,10.8
1.0949,0,find,35616,-1
1.0997,0,find,35632,-28.4
1.1038,0,find,35648,22.4
1.1075,0,find,35664,-12.2
1.1116,0,find,35680,3.6
1.1155,0,find,35696,-6.4
1.1193,0,find,35712,10.2
1.1233,0,find,35728,14.2
1.1287,0,find,35744,3
1.1325,0,find,35760,-2.6
1.1369,0,find,35776,-19.4
1.1408,0,find,35792,11.8
1.1463,0,find,35808,19
1.1504,0,find,35824,-0.4
1.1545,0,find,35840,-1.6
1.1588,0,find,35856,11.4
1.1639,0,find,35872,-23.6
1.168,0,find,35888,-22.2
1.1717,0,find,35904,12
1.176,0,find,35920,28.2
1.1804,0,find,35936,-23
1.1843,0,find,35952,5.2
1.1886,0,find,35968,-0.2
1.1929,0,find,35984,6.8
1.1969,0,find,36000,-18.8
1.2012,0,find,36016,-28.6
1.2054,0,find,36032,-12.8
1.2098,0,find,36048,5
1.214,0,find,36064,-5.8
1.2179,0,find,36080,8.6
1.2221,0,find,36096,-3
1.2263,0,find,36112,-12.6
1.2304,0,find,36128,3.6
1.2352,0,find,36144,-15
1.239,0,find,36160,-0.4
1.2428,0,find,36176,-14.8
1.2469,0,find,36192,-16
1.2513,0,find,36208,-30.6
1.2556,0,find,36224,6.2
1.2593,0,find,36240,14.2
1.2636,0,find,36256,-18.4
1.2676,0,find,36272,-29.6
1.2721,0,find,36288,22.8
1.276,0,find,36304,-5.2
1.2802,0,find,36320,-10.2
1.2846,0,find,36336,5.4
1.2895,0,find,36352,-3
1.2936,0,find,36368,-9.4
1.2977,0,find,36384,-22.2
1.3018,0,find,36400,4.2
1.3074,0,find,36416,4.6
1.3112,0,find,36432,-7
1.3153,0,find,36448,-5
1.3193,0,find,36464,-7.8
1.3237,0,find,36480,-11.6
1.3278,0,find,36496,-24.8
1.3318,0,find,36512,-20.2
1.3361,0,find,36528,12.4
1.3403,0,find,36544,1.6
1.3443,0,find,36560,12
1.3489,0,find,36576,-16.4
1.3532,0,find,36592,8
1.3575,0,find,36608,15.2
1.3618,0,find,36624,-16.2
1.3661,0,find,36640,8.8
1.3703,0,find,36656,-23.8
1.3744,0,find,36672,-20.8
1.3795,0,find,36688,-11
1.3835,0,find,36704,-14.8
1.3876,0,find,36720,-9.8
1.3918,0,find,36736,23.2
1.3976,0,find,36752,-22.8
1.4024,0,find,36768,-12
1.4074,0,find,36784,-23.8
1.412,0,find,36800,5.4
1.4169,0,find,36816,-25.2
1.4209,0,find,36832,2.8
1.4254,0,find,36848,2.2
1.4296,0,find,36864,-15.8
1.4351,0,find,36880,-22.4
1.4391,0,find,36896,33.8
1.4437,0,find,36912,18.6
1.4477,0,find,36928,-24.8
1.4524,0,find,36944,4
1.4562,0,find,36960,-2
1.4605,0,find,36976,6.2
1.4648,0,find,36992,20.6
1.4701,0,find,37008,-15.8
1.4743,0,find,37024,-5.6
1.4786,0,find,37040,-10.2
1.4831,0,find,37056,-36.6
1.4883,0,find,37072,-16.6
1.4926,0,find,37088,33.2
1.497,0,find,37104,-21.6
1.5014,0,find,37120,-21.6
1.507,0,find,37136,0.8
1.5112,0,find,37152,-14.6
1.5153,0,find,37168,10.8
1.5199,0,find,37184,2.2
1.5252,0,find,37200,5.4
1.5295,0,find,37216,-11.8
1.534,0,find,37232,-29.2
1.5387,0,find,37248,8.2
1.5436,0,find,37264,5.8
1.5478,0,find,37280,-0.6
1.5519,0,find,37296,-13.2
1.5561,0,find,37312,9.4
1.5606,0,find,37328,-7.6
1.5655,0,find,37344,-21
1.5703,0,find,37360,-13
1.5741,0,find,37376,-1.2
1.5782,0,find,37392,-29.8
1.5822,0,find,37408,6.2
1.5863,0,find,37424,2.6
1.5904,0,find,37440,-7.2
1.5946,0,find,37456,-6.2
1.5992,0,find,37472,14.4
1.6034,0,find,37488,11.4
1.6077,0,find,37504,-7.4
1.6117,0,find,37520,-21
1.6165,0,find,37536,-52.4
1.6207,0,find,37552,11.8
1.6251,0,find,37568,20
1.6296,0,find,37584,2.2
1.6337,0,find,37600,-39.4
1.6373,0,find,37616,-39.8
1.641,0,find,37632,7.8
1.6452,0,find,37648,-10.4
1.6493,0,find,37664,1
1.6541,0,find,37680,-20.6
1.6584,0,find,37696,24.4
1.6631,0,find,37712,-11.8
1.6675,0,find,37728,-22.4
1.6718,0,find,37744,-17.4
1.6761,0,find,37760,5
1.6803,0,find,37776,-6.8
1.6843,0,find,37792,-7.6
1.689,0,find,37808,-18.6
1.6939,0,find,37824,-5.4
1.699,0,find,37840,-3.8
1.7033,0,find,37856,19.2
1.7075,0,find,37872,-19
1.7118,0,find,37888,-11.8
1.7156,0,find,37904,3
1.7195,0,find,37920,-31.8
1.7242,0,find,37936,-2.6
1.7281,0,find,37952,0
1.7322,0,find,37968,8.6
1.7367,0,find,37984,-3.2
1.7419,0,find,38000,14.8
1.746,0,find,38016,-15.4
1.7503,0,find,38032,-9.4
1.7544,0,find,38048,18
1.759,0,find,38064,17.6
1.7633,0,find,38080,-26.2
1.7675,0,find,38096,-18.8
1.7723,0,find,38112,-3.2
1.7774,0,find,38128,-8
1.7818,0,find,38144,-27.2
1.7862,0,find,38160,5.4
1.7905,0,find,38176,-8
1.7958,0,find,38192,-8.4
1.7996,0,find,38208,-4.8
1.8035,0,find,38224,9
1.8075,0,find,38240,17.6
1.8113,0,find,38256,9.2
1.8158,0,find,38272,-17.8
1.8198,0,find,38288,-22.6
1.8243,0,find,38304,2.8
1.8292,0,find,38320,-14
1.834,0,find,38336,-12.8
1.8395,0,find,38352,1.4
1.8442,0,find,38368,-7.8
1.8493,0,find,38384,16.8
1.8541,0,find,38400,-19.2
1.8591,0,find,38416,-10.2
1.864,0,find,38432,-5
1.8686,0,find,38448,-0.6
1.873,0,find,38464,18.6
1.8777,0,find,38480,12.4
1.8818,0,find,38496,-24.2
1.8863,0,find,38512,12.4
1.89,0,find,38528,18
1.8941,0,find,38544,19
1.8981,0,find,38560,-1.2
1.9038,0,find,38576,3.8
1.9085,0,find,38592,-0.8
1.9136,0,find,38608,-33.2
1.9184,0,find,38624,-25.4
1.9224,0,find,38640,8
1.9264,0,find,38656,0
1.9302,0,find,38672,-8
1.9346,0,find,38688,-9.8
1.94,0,find,38704,12
1.9452,0,find,38720,4.8
1.9507,0,find,38736,-14.2
1.9571,0,find,38752,2.2
1.9629,0,find,38768,-16
1.9687,0,find,38784,-22.6
1.9744,0,find,38800,-16.6
1.9798,0,find,38816,-15.2
1.9852,0,find,38832,-17.6
1.9921,0,find,38848,3.8
1.9981,0,find,38864,9.4
2.0032,0,find,38880,15.8
2.0089,0,find,38896,7.2
2.0143,0,find,38912,-27.4
2.0196,0,find,38928,-21.6
2.025,0,find,38944,9.2
2.0301,0,find,38960,-1.8
2.0354,0,find,38976,-2.2
2.0398,0,find,38992,-23.4
2.044,0,find,39008,7.6
2.0484,0,find,39024,-19
2.0533,0,find,39040,6.2
2.059,0,find,39056,-6
2.0646,0,find,39072,-5.8
2.0694,0,find,39088,19.4
2.0745,0,find,39104,7.6
2.0795,0,find,39120,-9.6
2.0845,0,find,39136,-40.6
2.09,0,find,39152,-9.6
2.0951,0,find,39168,-15.4
2.1009,0,find,39184,-3.8
2.107,0,find,39200,-8.2
2.1121,0,find,39216,-19.6
2.1172,0,find,39232,2.2
2.1224,0,find,39248,19.6
2.1281,0,find,39264,-35
2.133,0,find,39280,20.8
2.1381,0,find,39296,6.4
2.1429,0,find,39312,-8.6
2.1475,0,find,39328,-4.8
2.1526,0,find,39344,22.4
2.1576,0,find,39360,13.6
2.1624,0,find,39376,-28.4
2.1666,0,find,39392,-2.2
2.1709,0,find,39408,-13.8
2.1752,0,find,39424,10
2.1795,0,find,39440,22.4
2.1836,0,find,39456,-30
2.1876,0,find,39472,-2
2.1921,0,find,39488,2.6
2.1961,0,find,39504,10.4
2.2001,0,find,39520,-24.2
2.2044,0,find,39536,-45.4
2.2094,0,find,39552,-9.2
2.2134,0,find,39568,-19.4
2.2176,0,find,39584,-22
2.2218,0,find,39600,12.6
2.2268,0,find,39616,-6.8
2.2307,0,find,39632,-1.8
2.2349,0,find,39648,-27
2.2392,0,find,39664,-2.6
2.244,0,find,39680,8.8
2.2483,0,find,39696,-7
2.2532,0,find,39712,-24
2.2571,0,find,39728,18.4
2.2622,0,find,39744,8.2
2.2666,0,find,39760,10.6
2.2707,0,find,39776,30.6
2.2749,0,find,39792,-16
2.2793,0,find,39808,-2.6
2.2836,0,find,39824,-24.6
2.2876,0,find,39840,-21.2
2.2918,0,find,39856,19.6
2.2962,0,find,39872,-5.6
2.3007,0,find,39888,-37.6
2.3046,0,find,39904,-13.8
2.309,0,find,39920,14.6
2.3133,0,find,39936,9.8
2.3185,0,find,39952,-9
2.3226,0,find,39968,31.6
2.327,0,find,39984,-2
2.3314,0,find,40000,-17.6
2.3369,0,find,40016,2.6
2.3408,0,find,40032,8.6
2.3452,0,find,40048,-5.8
2.3491,0,find,40064,-24.8
2.3539,0,find,40080,0.6
2.3581,0,find,40096,-0.4
2.3627,0,find,40112,-9.6
2.3669,0,find,40128,-37.6
2.3719,0,find,40144,-21
2.376,0,find,40160,15.8
2.3802,0,find,40176,10.6
2.3846,0,find,40192,-33
2.3899,0,find,40208,14.6
2.3942,0,find,40224,-16.8
2.3983,0,find,40240,-13.6
2.4024,0,find,40256,-22.8
2.4072,0,find,40272,19.4
2.4114,0,find,40288,-35
2.4156,0,find,40304,-9.4
2.4198,0,find,40320,6.6
2.4262,0,find,40336,29
2.4307,0,find,40352,2.2
2.4348,0,find,40368,-2.4
2.4388,0,find,40384,3
2.4429,0,find,40400,-1.6
2.4471,0,find,40416,-4.6
2.4514,0,find,40432,-30
2.456,0,find,40448,-13.6
2.4604,0,find,40464,-17.6
2.4652,0,find,40480,2.6
2.4699,0,find,40496,5
2.4752,0,find,40512,-1.6
2.4798,0,find,40528,-21
2.4837,0,find,40544,-24.8
2.488,0,find,40560,11.4
2.4921,0,find,40576,14.6
2.4972,0,find,40592,-9
2.5016,0,find,40608,-46.2
2.5057,0,find,40624,14.4
2.5097,0,find,40640,2.6
2.5142,0,find,40656,-30.6
2.5187,0,find,40672,-23.6
2.5228,0,find,40688,15.6
2.5268,0,find,40704,12.2
2.5309,0,find,40720,0.6
2.5348,0,find,40736,6.2
2.5394,0,find,40752,0.4
2.5438,0,find,40768,-7.4
2.5479,0,find,40784,4.8
2.552,0,find,40800,-28.8
2.556,0,find,40816,-17
2.5603,0,find,40832,-5.2
2.5647,0,find,40848,4.6
2.57,0,find,40864,4.2
2.5742,0,find,40880,-1
2.5783,0,find,40896,9.8
2.5827,0,find,40912,-2.6
2.5878,0,find,40928,3.6
2.5919,0,find,40944,10.6
2.5962,0,find,40960,2.4
2.6009,0,find,40976,-25.4
2.6062,0,find,40992,5.6
2.6104,0,find,41008,-10
2.6147,0,find,41024,-27.8
2.6191,0,find,41040,-17.6
2.6235,0,find,41056,9.6
2.6279,0,find,41072,6.4
2.6318,0,find,41088,-4.4
2.6359,0,find,41104,-2.8
2.6404,0,find,41120,-3.8
2.6451,0,find,41136,-2.8
2.6495,0,find,41152,-21.4
2.6538,0,find,41168,-23
2.6584,0,find,41184,19.2
2.6625,0,find,41200,0.8
2.6665,0,find,41216,-14
2.6707,0,find,41232,-2
2.6753,0,find,41248,23.8
2.6799,0,find,41264,-5.8
2.684,0,find,41280,-34.4
2.6879,0,find,41296,12.6
2.6915,0,find,41312,35.6
2.6954,0,find,41328,-5.4
2.6993,0,find,41344,16.2
2.7033,0,find,41360,-9.2
2.7074,0,find,41376,-3.6
2.7111,0,find,41392,4.4
2.7152,0,find,41408,-32.2
2.719,0,find,41424,-23.8
2.7232,0,find,41440,-3.2
2.7274,0,find,41456,-15.4
2.7325,0,find,41472,-19.4
2.7369,0,find,41488,-5.2
2.7411,0,find,41504,6.2
2.7456,0,find,41520,-36.8
2.7508,0,find,41536,-24.2
2.7549,0,find,41552,-5.6
2.759,0,find,41568,18.6
2.7632,0,find,41584,-15.6
2.7682,0,find,41600,-8.8
2.7721,0,find,41616,10.4
2.7765,0,find,41632,4.2
2.7803,0,find,41648,-20.2
2.7856,0,find,41664,-7.2
2.7895,0,find,41680,28
2.7931,0,find,41696,-39.8
2.7976,0,find,41712,-18.8
2.8019,0,find,41728,-8.8
2.8061,0,find,41744,2.6
2.8101,0,find,41760,8.8
2.8141,0,find,41776,-22.8
2.8177,0,find,41792,15.8
2.8212,0,find,41808,-19.6
2.8247,0,find,41824,41
2.8288,0,find,41840,-15.8
2.8329,0,find,41856,-15.8
2.8375,0,find,41872,-12.2
2.8416,0,find,41888,7.6
2.8456,0,find,41904,8.8
2.8496,0,find,41920,-5.8
2.8538,0,find,41936,7.6
2.8582,0,find,41952,29.4
2.8622,0,find,41968,-6
2.8663,0,find,41984,8.4
2.8704,0,find,42000,-10.2
2.8751,0,find,42016,15.8
2.8793,0,find,42032,-10.8
2.8827,0,find,42048,-19.8
2.8861,0,find,42064,28
2.89,0,find,42080,-1.4
2.8945,0,find,42096,-19.2
2.8986,0,find,42112,-33.8
2.9025,0,find,42128,14.4
2.9062,0,find,42144,17.8
2.9111,0,find,42160,-8.8
2.9155,0,find,42176,-29.6
2.9201,0,find,42192,-7.8
2.9245,0,find,42208,-10.6
2.9292,0,find,42224,-13.2
2.9336,0,find,42240,-33.4
2.9373,0,find,42256,-33.4
2.9413,0,find,42272,-17.2
2.9452,0,find,42288,-10.4
2.9492,0,find,42304,-8
2.9526,0,find,42320,9.4
2.9561,0,find,42336,29.2
2.9598,0,find,42352,-14.6
2.9637,0,find,42368,-19.4
2.9677,0,find,42384,-32.8
2.9715,0,find,42400,-11.8
2.9753,0,find,42416,21.6
2.9791,0,find,42432,6.4
2.9829,0,find,42448,-25.2
2.987,0,find,42464,-3
2.9909,0,find,42480,1.8
2.9952,0,find,42496,-25.2
2.9992,0,find,42512,6.4
3.0036,0,find,42528,1.2
3.0072,0,find,42544,33.8
3.0108,0,find,42560,32.6
3.0148,0,find,42576,-1.6
3.0185,0,find,42592,23.4
3.022,0,find,42608,35.2
3.0258,0,find,42624,-24.8
3.0296,0,find,42640,-20.6
3.0337,0,find,42656,-21.8
3.038,0,find,42672,-6
3.0418,0,find,42688,4.6
3.046,0,find,42704,-34
3.0499,0,find,42720,-16.6
3.0534,0,find,42736,-33.8
3.0575,0,find,42752,36
3.0616,0,find,42768,1.2
3.0651,0,find,42784,17
3.0692,0,find,42800,-10.8
3.073,0,find,42816,1.4
3.077,0,find,42832,-16.2
3.0805,0,find,42848,17.2
3.0848,0,find,42864,3
3.0888,0,find,42880,-9.4
3.0927,0,find,42896,4.8
3.0963,0,find,42912,7.4
3.1,0,find,42928,-26
3.1035,0,find,42944,-27
3.1073,0,find,42960,-1.4
3.1113,0,find,42976,7.6
3.1149,0,find,42992,-62.6
3.1185,0,find,43008,-5.2
3.1221,0,find,43024,18
3.1263,0,find,43040,34
3.1296,0,find,43056,-15.6
3.1334,0,find,43072,7.8
3.1371,0,find,43088,-1.6
3.141,0,find,43104,-30.6
3.1445,0,find,43120,-15.4
3.1483,0,find,43136,-15.2
3.1517,0,find,43152,18.8
3.1552,0,find,43168,22
3.1592,0,find,43184,4.6
3.1627,0,find,43200,-32.4
3.1663,0,find,43216,-28.4
3.1696,0,find,43232,-27.2
3.1731,0,find,43248,-15.6
3.1769,0,find,43264,0.4
3.1807,0,find,43280,-2.4
3.1849,0,find,43296,-18
3.1886,0,find,43312,19.6
3.1924,0,find,43328,-10
3.1959,0,find,43344,-13.6
3.1995,0,find,43360,0.2
3.2036,0,find,43376,17.4
3.2071,0,find,43392,17.8
3.2112,0,find,43408,-10.2
3.215,0,find,43424,-23
3.2189,0,find,43440,-10.8
3.2223,0,find,43456,9.4
3.2265,0,find,43472,-51.8
3.2309,0,find,43488,-18
3.2346,0,find,43504,-10.8
3.2386,0,find,43520,19.6
3.2422,0,find,43536,32.8
3.2466,0,find,43552,-11.6
3.2503,0,find,43568,-12
3.2539,0,find,43584,27.4
3.2575,0,find,43600,0
3.2611,0,find,43616,-5.4
3.2644,0,find,43632,5
3.2684,0,find,43648,-26.6
3.2717,0,find,43664,-7.2
3.2753,0,find,43680,19.2
3.2791,0,find,43696,24.4
3.2826,0,find,43712,-52.6
3.2865,0,find,43728,31
3.29,0,find,43744,-40
3.2935,0,find,43760,-16.2
3.2972,0,find,43776,-32
3.3009,0,find,43792,-33.6
3.3048,0,find,43808,37.2
3.3085,0,find,43824,64
3.3123,0,find,43840,7.8
3.3161,0,find,43856,-5.4
3.3215,0,find,43872,24.4
3.3252,0,find,43888,-12.8
3.329,0,find,43904,5.8
3.3329,0,find,43920,4.6
3.3386,0,find,43936,-17.6
3.3426,0,find,43952,2.4
3.3466,0,find,43968,-10.8
3.3508,0,find,43984,-32.4
3.3553,0,find,44000,-12
3.36,0,find,44016,6.8
3.3644,0,find,44032,-15.4
3.3684,0,find,44048,-29.6
3.3732,0,find,44064,6.6
3.3776,0,find,44080,-16.6
3.3818,0,find,44096,-1.6
3.3858,0,find,44112,-10.8
3.3903,0,find,44128,-11.4
3.3947,0,find,44144,13.6
3.3985,0,find,44160,-16.2
3.4024,0,find,44176,-12.8
3.4062,0,find,44192,3
3.4106,0,find,44208,-19.8
3.4147,0,find,44224,13.2
3.4188,0,find,44240,-26.6
3.4228,0,find,44256,5.4
3.4273,0,find,44272,9.4
3.432,0,find,44288,-15
3.436,0,find,44304,2.8
3.4407,0,find,44320,14.6
3.4454,0,find,44336,7.4
3.4499,0,find,44352,-34
3.4536,0,find,44368,9.2
3.4587,0,find,44384,-8.2
3.4624,0,find,44400,21.8
3.4665,0,find,44416,-15.6
3.4704,0,find,44432,15
3.4744,0,find,44448,-18.2
3.4794,0,find,44464,7.4
3.4837,0,find,44480,3.8
3.4877,0,find,44496,0
3.4916,0,find,44512,22.6
3.4954,0,find,44528,9.4
3.4992,0,find,44544,-25.4
3.503,0,find,44560,-3
3.5065,0,find,44576,28.8
3.5103,0,find,44592,10.2
3.5138,0,find,44608,-14.6
3.5179,0,find,44624,-26
3.5219,0,find,44640,-10.2
3.5259,0,find,44656,3.8
3.5295,0,find,44672,0.2
3.5332,0,find,44688,-21.8
3.5368,0,find,44704,35.2
3.5403,0,find,44720,11.8
3.5443,0,find,44736,-32
3.5477,0,find,44752,-25.6
3.5517,0,find,44768,-45.6
3.5554,0,find,44784,-30.6
3.5595,0,find,44800,-10.8
3.5634,0,find,44816,-5.2
3.5671,0,find,44832,-13.6
3.5714,0,find,44848,-2.6
3.5756,0,find,44864,-0.8
3.5794,0,find,44880,-16.6
3.5837,0,find,44896,-45.2
3.5882,0,find,44912,23.2
3.5921,0,find,44928,15.8
3.5964,0,find,44944,-4.6
3.6007,0,find,44960,-32.8
3.6048,0,find,44976,10.2
3.6093,0,find,44992,28.8
3.614,0,find,45008,-18.2
3.6186,0,find,45024,-15.2
3.6227,0,find,45040,-6
3.6267,0,find,45056,2.8
3.6312,0,find,45072,8.4
3.6355,0,find,45088,-33
3.6394,0,find,45104,-2.6
3.644,0,find,45120,6.8
3.6486,0,find,45136,11
3.6529,0,find,45152,-30.8
3.6572,0,find,45168,4.8
3.6611,0,find,45184,-7.8
3.6653,0,find,45200,-7.6
3.6696,0,find,45216,22.2
3.6742,0,find,45232,17.8
3.6783,0,find,45248,11.8
3.6825,0,find,45264,-9.2
3.6867,0,find,45280,-2.4
3.6915,0,find,45296,18
3.6959,0,find,45312,-8.4
3.7001,0,find,45328,-22.2
3.7044,0,find,45344,-7.2
3.7092,0,find,45360,-16
3.7143,0,find,45376,10.8
3.7188,0,find,45392,6.4
3.7231,0,find,45408,-7.2
3.7273,0,find,45424,-21.4
3.7322,0,find,45440,-29.6
3.7368,0,find,45456,-17
3.7417,0,find,45472,-15
3.7459,0,find,45488,-3.2
3.7501,0,find,45504,-3.8
3.7547,0,find,45520,2.8
3.7591,0,find,45536,9.8
3.7637,0,find,45552,0.8
3.7682,0,find,45568,-15
3.7729,0,find,45584,4.4
3.7775,0,find,45600,1.2
3.7823,0,find,45616,-11.8
3.7876,0,find,45632,-3.8
3.7923,0,find,45648,12.4
3.7972,0,find,45664,-39.2
3.802,0,find,45680,12.8
3.8062,0,find,45696,6.2
3.8106,0,find,45712,-13.8
3.8149,0,find,45728,-3.4
3.8195,0,find,45744,13.4
3.8235,0,find,45760,-20.2
3.8274,0,find,45776,4.6
3.8316,0,find,45792,-9
3.8355,0,find,45808,-26
3.8392,0,find,45824,-40.6
3.8436,0,find,45840,24.2
3.8479,0,find,45856,-1.2
3.8523,0,find,45872,2
3.8567,0,find,45888,-10.4
3.861,0,find,45904,-2.4
3.8655,0,find,45920,-20.2
3.8696,0,find,45936,-13
3.8743,0,find,45952,-11
3.8791,0,find,45968,3.6
3.8838,0,find,45984,7.2
3.8882,0,find,46000,-6
3.8924,0,find,46016,4.2
3.8965,0,find,46032,4
3.901,0,find,46048,-11.4
3.9056,0,find,46064,3.4
3.9101,0,find,46080,-3.8
3.9142,0,find,46096,-16.4
3.9185,0,find,46112,-22.8
3.9228,0,find,46128,9.8
3.9272,0,find,46144,-16.8
3.9316,0,find,46160,-10.4
3.9357,0,find,46176,-2.6
3.9397,0,find,46192,0.6
3.9439,0,find,46208,14.4
3.9486,0,find,46224,15.4
3.9533,0,find,46240,-4.2
3.9577,0,find,46256,0
3.9617,0,find,46272,-30
3.9659,0,find,46288,0.6
3.9696,0,find,46304,-19.2
3.973,0,find,46320,2
3.9772,0,find,46336,-23.4
3.9823,0,find,46352,21
3.9871,0,find,46368,5.2
3.9916,0,find,46384,5.8
3.9963,0,find,46400,-8.6
4.0008,0,find,46416,-42.6
4.0059,0,find,46432,-7.2
4.0105,0,find,46448,-1.6
4.0147,0,find,46464,-9.8
4.0191,0,find,46480,14.4
4.0241,0,find,46496,-4.6
4.0283,0,find,46512,-10
4.0323,0,find,46528,-11.4
4.0362,0,find,46544,-12.6
4.0405,0,find,46560,-30.6
4.0449,0,find,46576,16.4
4.0488,0,find,46592,2.8
4.0532,0,find,46608,6
