t,cycle,phase,z,adc
0.2992,0,start,32768,-18.2
0.3048,0,find,32784,-15.2
0.3108,0,find,32800,1.4
0.3166,0,find,32816,-3.8
0.3223,0,find,32832,15
0.328,0,find,32848,-3.2
0.3336,0,find,32864,-37.4
0.3391,0,find,32880,4.8
0.3444,0,find,32896,8
0.3495,0,find,32912,-2
0.3552,0,find,32928,-2.4
0.3612,0,find,32944,17.2
0.3665,0,find,32960,-6.8
0.3717,0,find,32976,14.4
0.3765,0,find,32992,5.4
0.3811,0,find,33008,4
0.3861,0,find,33024,-17.8
0.3914,0,find,33040,14.4
0.3961,0,find,33056,-40
0.4004,0,find,33072,-13
0.4049,0,find,33088,-17.8
0.4114,0,find,33104,-23.6
0.4174,0,find,33120,-30
0.4231,0,find,33136,24.2
0.4281,0,find,33152,-9.6
0.4324,0,find,33168,-17.8
0.4376,0,find,33184,-9.6
0.4421,0,find,33200,18.6
0.4471,0,find,33216,-6.2
0.4525,0,find,33232,14.8
0.4572,0,find,33248,10.4
0.4617,0,find,33264,-2.4
0.4661,0,find,33280,-18.4
0.4707,0,find,33296,-17.4
0.4753,0,find,33312,28.6
0.4801,0,find,33328,-10.6
0.4858,0,find,33344,-4.8
0.4903,0,find,33360,16
0.4952,0,find,33376,4.4
0.5004,0,find,33392,-18.2
0.5051,0,find,33408,7.2
0.5106,0,find,33424,58.8
0.5161,0,find,33440,7
0.5212,0,find,33456,-9.2
0.5256,0,find,33472,-20
0.5297,0,find,33488,-17
0.5349,0,find,33504,-8.8
0.5398,0,find,33520,10
0.5452,0,find,33536,10.2
0.5506,0,find,33552,-4
0.5554,0,find,33568,2.6
0.56,0,find,33584,-20.4
0.5655,0,find,33600,20.6
0.5704,0,find,33616,28.2
0.5755,0,find,33632,34.2
0.5801,0,find,33648,6.8
0.5843,0,find,33664,-21.6
0.5886,0,find,33680,-10
0.5936,0,find,33696,18.2
0.5975,0,find,33712,12.8
0.6011,0,find,33728,-17.4
0.6049,0,find,33744,5
0.6091,0,find,33760,18.4
0.6131,0,find,33776,-25.4
0.6169,0,find,33792,-15.2
0.6206,0,find,33808,7.2
0.6244,0,find,33824,-5.2
0.6284,0,find,33840,-54
0.6319,0,find,33856,-4.6
0.6358,0,find,33872,-16.8
0.6395,0,find,33888,6.6
0.6432,0,find,33904,9.6
0.6466,0,find,33920,14.4
0.6504,0,find,33936,-61
0.6541,0,find,33952,-17.8
0.6579,0,find,33968,10.8
0.6616,0,find,33984,1.8
0.6658,0,find,34000,-32.2
0.6701,0,find,34016,24.4
0.6742,0,find,34032,4.8
0.6788,0,find,34048,3.8
0.6831,0,find,34064,-25.2
0.6876,0,find,34080,-5
0.6915,0,find,34096,-17
0.6958,0,find,34112,-13.6
0.7002,0,find,34128,-13.8
0.7043,0,find,34144,2.4
0.7085,0,find,34160,-0.4
0.7126,0,find,34176,-10.4
0.7175,0,find,34192,5.4
0.7221,0,find,34208,5.8
0.7265,0,find,34224,-7
0.7306,0,find,34240,-6.4
0.7352,0,find,34256,-29
0.7402,0,find,34272,21.2
0.7441,0,find,34288,6.6
0.7482,0,find,34304,4.6
0.7526,0,find,34320,-32.6
0.7567,0,find,34336,-13.4
0.7609,0,find,34352,7.8
0.7651,0,find,34368,-2.8
0.77,0,find,34384,3
0.7743,0,find,34400,22.8
0.7786,0,find,34416,13.6
0.783,0,find,34432,-12.4
0.7876,0,find,34448,15
