y,dir,29768,30068,30368,30668,30968,31268,31568,31868,32168,32468,32768,33068,33368,33668,33968,34268,34568,34868,35168,35468,35768
29768,fwd,22527,22304,22173,21834,21385,20880,20431,20167,19832,20179,19874,19912,19966,21365,20465,18965,17624,17444,18106,17616,18072
29768,back,35308,33808,32308,30808,29764,28264,26855,25355,24010,22677,21736,21369,21093,20291,20198,19617,19674,19550,19176,19270,18204
30368,fwd,36808,38308,39808,41308,42808,44308,45808,47308,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
30368,back,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
