t,cycle,phase,z,adc
0.2953,0,start,4000,-46.6
0.2987,0,find,4016,5.4
0.303,0,find,4032,-9
0.3067,0,find,4048,-26.8
0.3106,0,find,4064,-18
0.3143,0,find,4080,-11.8
0.3183,0,find,4096,-32.4
0.3227,0,find,4112,21.2
0.3259,0,find,4128,15.2
0.3297,0,find,4144,-21.6
0.3332,0,find,4160,-13.6
0.3371,0,find,4176,-4.6
0.3404,0,find,4192,-9.6
0.3438,0,find,4208,-0.8
0.3471,0,find,4224,-16.2
0.3511,0,find,4240,-41.6
0.3558,0,find,4256,-4.4
0.3601,0,find,4272,8
0.3643,0,find,4288,-41.6
0.3684,0,find,4304,0
0.3731,0,find,4320,3.4
0.377,0,find,4336,-5.8
0.3809,0,find,4352,9.8
0.3849,0,find,4368,-37.4
0.3896,0,find,4384,34.6
0.3938,0,find,4400,-28.2
0.3977,0,find,4416,-16.2
0.4017,0,find,4432,-21.2
0.4062,0,find,4448,3.4
0.4096,0,find,4464,27.8
0.4134,0,find,4480,5
0.4173,0,find,4496,-5.2
0.4211,0,find,4512,3.2
0.4252,0,find,4528,-21.8
0.4291,0,find,4544,45.4
0.4332,0,find,4560,51.6
0.4374,0,find,4576,-18.2
0.4412,0,find,4592,2.2
0.4452,0,find,4608,24
0.4492,0,find,4624,41.6
0.4541,0,find,4640,3.4
0.4583,0,find,4656,22.2
0.4625,0,find,4672,-6.6
0.4665,0,find,4688,27.4
0.4708,0,find,4704,6.6
0.4753,0,find,4720,-14.8
0.4791,0,find,4736,13.6
0.4831,0,find,4752,-0.4
0.4874,0,find,4768,3.8
0.4911,0,find,4784,-8.6
0.4952,0,find,4800,-31.2
0.4992,0,find,4816,-12.6
0.5032,0,find,4832,6.4
0.5071,0,find,4848,-16.8
0.511,0,find,4864,41.6
0.5151,0,find,4880,12
0.5193,0,find,4896,10
0.5245,0,find,4912,0.4
0.5287,0,find,4928,-14.8
0.5329,0,find,4944,12.4
0.5378,0,find,4960,4.6
0.542,0,find,4976,-35.4
0.5465,0,find,4992,45
0.5503,0,find,5008,-9.8
0.5547,0,find,5024,-27
0.5589,0,find,5040,-47
0.5628,0,find,5056,-16.2
0.5665,0,find,5072,-14.4
0.5708,0,find,5088,-5.2
0.5751,0,find,5104,38.6
0.5791,0,find,5120,7.8
0.5829,0,find,5136,-49.8
0.5868,0,find,5152,-0.6
0.591,0,find,5168,34.4
0.5954,0,find,5184,-13.8
0.5995,0,find,5200,3
0.6033,0,find,5216,-20.4
0.6067,0,find,5232,-15.6
0.6107,0,find,5248,13.8
0.6148,0,find,5264,31.2
0.6194,0,find,5280,-1
0.6234,0,find,5296,18.8
0.6273,0,find,5312,-42.8
0.6309,0,find,5328,-11.4
0.6353,0,find,5344,4.6
0.6393,0,find,5360,-6.2
0.6433,0,find,5376,14.2
0.6472,0,find,5392,-24.2
0.6511,0,find,5408,-6.6
0.6554,0,find,5424,-4.6
0.659,0,find,5440,4.4
0.6627,0,find,5456,-8.8
0.6665,0,find,5472,-31.8
0.6708,0,find,5488,-12.2
0.6752,0,find,5504,-46.2
0.679,0,find,5520,4.6
0.6827,0,find,5536,10.4
0.6867,0,find,5552,-42
0.6907,0,find,5568,-2.8
0.6945,0,find,5584,20.2
0.6984,0,find,5600,-46
0.7026,0,find,5616,-27.8
0.7071,0,find,5632,32.2
0.7109,0,find,5648,-0.6
0.7153,0,find,5664,23.6
0.7197,0,find,5680,-23.4
0.7235,0,find,5696,11.8
0.7275,0,find,5712,19.6
0.7314,0,find,5728,14.8
0.7357,0,find,5744,-5
0.7399,0,find,5760,8
0.7437,0,find,5776,-5.4
0.748,0,find,5792,28.8
0.7527,0,find,5808,0.2
0.757,0,find,5824,-41
0.7615,0,find,5840,14
0.7655,0,find,5856,53
0.77,0,find,5872,-8.8
0.7734,0,find,5888,3.4
0.7768,0,find,5904,7
0.7804,0,find,5920,-10.6
0.7843,0,find,5936,-36.4
0.7887,0,find,5952,-2.4
0.7928,0,find,5968,38.2
0.7966,0,find,5984,35.4
0.8006,0,find,6000,-16.2
0.8046,0,find,6016,-1.8
0.808,0,find,6032,27.8
0.8117,0,find,6048,3.6
0.8151,0,find,6064,11.6
0.8192,0,find,6080,-12.6
0.8227,0,find,6096,11.4
0.8259,0,find,6112,11.2
0.8293,0,find,6128,-4
0.8326,0,find,6144,-13
0.8362,0,find,6160,36
0.8397,0,find,6176,25.4
0.8431,0,find,6192,-6.6
0.8466,0,find,6208,-11.2
0.85,0,find,6224,-1.6
0.8538,0,find,6240,19.4
0.8569,0,find,6256,-4.2
0.8603,0,find,6272,10
0.8635,0,find,6288,21.8
0.8669,0,find,6304,-14
0.8705,0,find,6320,-18.6
0.8738,0,find,6336,9.2
0.8773,0,find,6352,-7.6
0.8808,0,find,6368,-13.2
0.8845,0,find,6384,-25.6
0.888,0,find,6400,-4
0.8915,0,find,6416,25
0.895,0,find,6432,5
0.8986,0,find,6448,-28.6
0.9031,0,find,6464,-23.6
0.9068,0,find,6480,-4.6
0.9103,0,find,6496,-9
0.9138,0,find,6512,-9.2
0.9173,0,find,6528,-0.8
0.9211,0,find,6544,-10.6
0.9244,0,find,6560,4
0.9282,0,find,6576,-10
0.9318,0,find,6592,-17
0.9357,0,find,6608,-5
0.9391,0,find,6624,7.8
0.9428,0,find,6640,-15
0.9463,0,find,6656,12.4
0.9498,0,find,6672,6.6
0.9537,0,find,6688,-31.4
0.9571,0,find,6704,10
0.9605,0,find,6720,-17
0.9642,0,find,6736,-9
0.9677,0,find,6752,-20.2
0.9712,0,find,6768,-13.4
0.9747,0,find,6784,1.4
0.9784,0,find,6800,9.8
0.9816,0,find,6816,23.4
0.9859,0,find,6832,30.4
0.9897,0,find,6848,4.2
0.9934,0,find,6864,-11.2
0.9968,0,find,6880,-17.4
1.0002,0,find,6896,-17.8
1.0042,0,find,6912,-6
1.0076,0,find,6928,-1.6
1.0113,0,find,6944,1.8
1.0148,0,find,6960,5
1.0186,0,find,6976,-22
1.0224,0,find,6992,-5.8
1.0257,0,find,7008,3.8
1.0292,0,find,7024,-25.8
1.0329,0,find,7040,5.4
1.0373,0,find,7056,-17.4
1.0412,0,find,7072,17
1.0445,0,find,7088,-4
1.048,0,find,7104,5.8
1.0525,0,find,7120,3
1.0562,0,find,7136,-8.4
1.0596,0,find,7152,3
1.0636,0,find,7168,8
1.0669,0,find,7184,-0.8
1.071,0,find,7200,8.4
1.0745,0,find,7216,-7.4
1.078,0,find,7232,7.6
1.0815,0,find,7248,-12.2
1.0861,0,find,7264,12.4
1.0897,0,find,7280,14.8
1.0934,0,find,7296,-1.2
1.0967,0,find,7312,5.6
1.1002,0,find,7328,-7.4
1.1045,0,find,7344,28.8
1.1082,0,find,7360,4.2
1.1117,0,find,7376,-21.8
1.1154,0,find,7392,-40.6
1.1199,0,find,7408,4
1.1235,0,find,7424,-2.6
1.1272,0,find,7440,3.2
1.1306,0,find,7456,-25.8
1.1343,0,find,7472,-52
1.138,0,find,7488,1.8
1.1412,0,find,7504,9.2
1.1444,0,find,7520,-25.6
1.1478,0,find,7536,27.4
1.1518,0,find,7552,-41.8
1.1555,0,find,7568,-6
1.1591,0,find,7584,-19.8
1.1625,0,find,7600,1.4
1.1664,0,find,7616,-35
1.1705,0,find,7632,9
1.1737,0,find,7648,7
1.1778,0,find,7664,-16
1.1816,0,find,7680,1.8
1.1856,0,find,7696,-34.8
1.189,0,find,7712,-5.2
1.1926,0,find,7728,31.6
1.1963,0,find,7744,-12.8
1.1999,0,find,7760,6.4
1.204,0,find,7776,27.6
1.2073,0,find,7792,0.4
1.2107,0,find,7808,-23.4
1.2141,0,find,7824,-5.6
1.2174,0,find,7840,-43
1.2216,0,find,7856,46.6
1.2251,0,find,7872,-1.8
1.2286,0,find,7888,7.2
1.2324,0,find,7904,7.2
1.2362,0,find,7920,-0.4
1.2398,0,find,7936,-18
1.2435,0,find,7952,1.6
1.2471,0,find,7968,-17
1.2504,0,find,7984,23.2
1.2543,0,find,8000,10.2
1.2577,0,find,8016,-22.2
1.2612,0,find,8032,8.4
1.2649,0,find,8048,10.6
1.2692,0,find,8064,-14.6
1.273,0,find,8080,12.4
1.2765,0,find,8096,-2.2
1.2799,0,find,8112,-12.6
1.2837,0,find,8128,3.2
1.2875,0,find,8144,6.4
1.2909,0,find,8160,32
1.2941,0,find,8176,-1.2
1.2974,0,find,8192,-1.6
1.3008,0,find,8208,-25
1.3046,0,find,8224,-3.6
1.3078,0,find,8240,-19.8
1.3114,0,find,8256,8.8
1.3152,0,find,8272,10.4
1.3189,0,find,8288,3.4
1.3224,0,find,8304,-18.4
1.3258,0,find,8320,25.4
1.3291,0,find,8336,-3.6
1.3324,0,find,8352,33.8
1.3364,0,find,8368,-33.6
1.3398,0,find,8384,17.6
1.3433,0,find,8400,14.8
1.3468,0,find,8416,-16.2
1.35,0,find,8432,3
1.354,0,find,8448,-7.6
1.3575,0,find,8464,-6.6
1.3617,0,find,8480,12.2
1.3656,0,find,8496,11.2
1.37,0,find,8512,-14.6
1.3736,0,find,8528,13.6
1.3773,0,find,8544,5.8
1.3808,0,find,8560,0.4
1.3842,0,find,8576,-26.2
1.3879,0,find,8592,-13.4
1.3912,0,find,8608,8.4
1.3947,0,find,8624,31.2
1.398,0,find,8640,1
1.4016,0,find,8656,-3.6
1.4055,0,find,8672,3.8
1.409,0,find,8688,27.8
1.4125,0,find,8704,-4.4
1.416,0,find,8720,-14.6
1.4202,0,find,8736,-24.6
1.4239,0,find,8752,14.2
1.4274,0,find,8768,7.6
1.4311,0,find,8784,-18.8
1.4346,0,find,8800,-7.8
1.4382,0,find,8816,-4
1.4418,0,find,8832,-6
1.4452,0,find,8848,-17.2
1.4488,0,find,8864,34.8
1.4532,0,find,8880,-19
1.4566,0,find,8896,-0.8
1.4599,0,find,8912,-8.2
1.4634,0,find,8928,-6.6
1.467,0,find,8944,-7
1.4705,0,find,8960,-31.6
1.4738,0,find,8976,-27.2
1.4774,0,find,8992,-1.6
1.481,0,find,9008,-24
1.4844,0,find,9024,-36.8
1.488,0,find,9040,-11.2
1.4913,0,find,9056,-5
1.495,0,find,9072,-29
1.4985,0,find,9088,6.2
1.5027,0,find,9104,-12.6
1.5067,0,find,9120,-12.6
1.5102,0,find,9136,-25
1.5138,0,find,9152,-25.8
1.5174,0,find,9168,-9
1.5213,0,find,9184,-11
1.5247,0,find,9200,12
1.5283,0,find,9216,5.2
1.5319,0,find,9232,-3.2
1.536,0,find,9248,-4
1.5393,0,find,9264,4.6
1.5427,0,find,9280,1.8
1.546,0,find,9296,-2.6
1.5494,0,find,9312,-4.8
1.5536,0,find,9328,3.8
1.5571,0,find,9344,27.4
1.5604,0,find,9360,-10.8
1.5642,0,find,9376,1.6
1.5677,0,find,9392,-40.8
1.5714,0,find,9408,16.8
1.5747,0,find,9424,37
1.5783,0,find,9440,-18.2
1.5822,0,find,9456,-10.4
1.5864,0,find,9472,1.6
1.5897,0,find,9488,-1.8
1.5932,0,find,9504,26
1.5969,0,find,9520,-0.4
1.6004,0,find,9536,-2.8
1.6044,0,find,9552,-4.4
1.6078,0,find,9568,13.8
1.6111,0,find,9584,-20.2
1.6147,0,find,9600,-23.6
1.6186,0,find,9616,3.2
1.6222,0,find,9632,20.2
1.6258,0,find,9648,39
1.6294,0,find,9664,-18.6
1.6328,0,find,9680,17
1.6371,0,find,9696,-7.8
1.6405,0,find,9712,-19
1.644,0,find,9728,-13.8
1.6477,0,find,9744,11.6
1.6512,0,find,9760,12
1.6548,0,find,9776,-11.6
1.6584,0,find,9792,22
1.662,0,find,9808,10
1.6655,0,find,9824,9.6
1.6699,0,find,9840,3.6
1.6736,0,find,9856,23.4
1.6776,0,find,9872,-29.4
1.6808,0,find,9888,-24.6
1.6842,0,find,9904,-14.2
1.6877,0,find,9920,17
1.6916,0,find,9936,10.6
1.6952,0,find,9952,-29.6
1.6985,0,find,9968,6.6
1.7027,0,find,9984,-5.2
1.7061,0,find,10000,2.2
1.7095,0,find,10016,26
1.7131,0,find,10032,-8.4
1.7169,0,find,10048,-7.8
1.7206,0,find,10064,3.2
1.7241,0,find,10080,23.6
1.7278,0,find,10096,-2.4
1.7314,0,find,10112,21.2
1.735,0,find,10128,2.2
1.7391,0,find,10144,6.2
1.7429,0,find,10160,11.2
1.7466,0,find,10176,-4.2
1.75,0,find,10192,-1.4
1.754,0,find,10208,-8.2
1.7574,0,find,10224,17.8
1.7609,0,find,10240,-0.4
1.7646,0,find,10256,9
1.7681,0,find,10272,6.6
1.772,0,find,10288,4
1.7753,0,find,10304,6.6
1.7789,0,find,10320,4.4
1.7821,0,find,10336,-11
1.7867,0,find,10352,-37.8
1.7904,0,find,10368,-0.6
1.7939,0,find,10384,-7
1.7974,0,find,10400,-21.2
1.8014,0,find,10416,-26
1.8049,0,find,10432,0
1.8081,0,find,10448,-4.2
1.8115,0,find,10464,-38.8
1.8148,0,find,10480,-3.4
1.8181,0,find,10496,-6.4
1.8226,0,find,10512,12.4
1.8258,0,find,10528,4.8
1.8294,0,find,10544,-1
1.8331,0,find,10560,12
1.8372,0,find,10576,7
1.8404,0,find,10592,2.4
1.8441,0,find,10608,-18
1.8478,0,find,10624,6.4
1.8513,0,find,10640,-18.2
1.8549,0,find,10656,-5.4
1.8582,0,find,10672,30.8
1.8618,0,find,10688,-34.8
1.8653,0,find,10704,-8.6
1.8694,0,find,10720,11.4
1.8732,0,find,10736,-3
1.8769,0,find,10752,7
1.8803,0,find,10768,-11.2
1.8838,0,find,10784,-8.8
1.8875,0,find,10800,7.2
1.891,0,find,10816,1.8
1.8944,0,find,10832,-5.8
1.8983,0,find,10848,25.8
1.9025,0,find,10864,-34.4
1.9059,0,find,10880,2.8
1.9093,0,find,10896,18.2
1.913,0,find,10912,2.4
1.9172,0,find,10928,-44.4
1.9206,0,find,10944,3
1.924,0,find,10960,-9.8
1.9275,0,find,10976,11.6
1.9309,0,find,10992,-10.2
1.9345,0,find,11008,-26.4
1.9381,0,find,11024,-4.6
1.9417,0,find,11040,5.8
1.9462,0,find,11056,38
1.9538,0,find,11072,-20.8
1.9572,0,find,11088,3.4
1.9608,0,find,11104,-9
1.9644,0,find,11120,-13.8
1.9678,0,find,11136,-21.4
1.9715,0,find,11152,-4.6
1.975,0,find,11168,-9.2
1.9787,0,find,11184,-3.2
1.9822,0,find,11200,-9.8
1.9866,0,find,11216,0.4
1.9901,0,find,11232,17.2
1.9935,0,find,11248,10.6
1.997,0,find,11264,-3.6
2.0008,0,find,11280,-9.4
2.0047,0,find,11296,-39.6
2.008,0,find,11312,3.2
2.0121,0,find,11328,-14.8
2.0157,0,find,11344,1.8
2.0201,0,find,11360,2.6
2.0241,0,find,11376,39.2
2.0275,0,find,11392,-9.4
2.0311,0,find,11408,-1.2
2.0345,0,find,11424,-29.4
2.0384,0,find,11440,13
2.0417,0,find,11456,-2
2.0454,0,find,11472,-25.2
2.0491,0,find,11488,-32.4
2.0537,0,find,11504,-1.4
2.057,0,find,11520,6.8
2.0602,0,find,11536,-5.4
2.0636,0,find,11552,4.8
2.0669,0,find,11568,-28.8
2.0709,0,find,11584,-24.4
2.0743,0,find,11600,-12
2.0778,0,find,11616,-13.8
2.0813,0,find,11632,-6.2
2.0858,0,find,11648,-19.4
2.0891,0,find,11664,3
2.0929,0,find,11680,8.8
2.0964,0,find,11696,-15.8
2.1,0,find,11712,-6.6
2.104,0,find,11728,9
2.1076,0,find,11744,-25.6
2.1112,0,find,11760,-19.4
2.115,0,find,11776,-7.4
2.1192,0,find,11792,-26.6
2.1229,0,find,11808,-8.2
2.1263,0,find,11824,3
2.1301,0,find,11840,-5
2.1336,0,find,11856,-12.6
2.1374,0,find,11872,-18.8
2.1407,0,find,11888,5.8
2.1442,0,find,11904,-12.8
2.1475,0,find,11920,-2.2
2.1507,0,find,11936,-12
2.1549,0,find,11952,3.6
2.1582,0,find,11968,14.2
2.1617,0,find,11984,-17
2.1653,0,find,12000,-10.8
2.1696,0,find,12016,-21.2
2.1733,0,find,12032,25
2.1767,0,find,12048,16.8
2.18,0,find,12064,-4.6
2.1837,0,find,12080,2.8
2.1874,0,find,12096,18
2.1907,0,find,12112,18.4
2.1946,0,find,12128,7
2.1979,0,find,12144,-1.8
2.2016,0,find,12160,3
2.206,0,find,12176,-21.4
2.2093,0,find,12192,7.2
2.2131,0,find,12208,-18.4
2.2164,0,find,12224,-21.4
2.2209,0,find,12240,-12.2
2.2247,0,find,12256,-20
2.2283,0,find,12272,-2.4
2.2317,0,find,12288,-6
2.2362,0,find,12304,16.6
2.2398,0,find,12320,-21.6
2.2432,0,find,12336,22.2
2.2471,0,find,12352,-15.6
2.2507,0,find,12368,-27
2.2546,0,find,12384,-5.8
2.2577,0,find,12400,7.8
2.2609,0,find,12416,-2.8
2.2648,0,find,12432,-21.6
2.2684,0,find,12448,-2.2
2.2717,0,find,12464,-0.4
2.2748,0,find,12480,6.8
2.278,0,find,12496,11.2
2.2813,0,find,12512,4
2.285,0,find,12528,-18.6
2.2888,0,find,12544,-1
2.2927,0,find,12560,-12
2.2963,0,find,12576,-0.6
2.3,0,find,12592,-10
2.304,0,find,12608,34.6
2.3076,0,find,12624,-20.2
2.3112,0,find,12640,18
2.3149,0,find,12656,-10.8
2.3184,0,find,12672,18.8
2.3221,0,find,12688,4.4
2.3258,0,find,12704,11.2
2.3293,0,find,12720,-6
2.3329,0,find,12736,7
2.3371,0,find,12752,-11.8
2.3404,0,find,12768,24
2.3442,0,find,12784,17.8
2.3477,0,find,12800,23.6
2.3512,0,find,12816,-25
2.3549,0,find,12832,16.2
2.3587,0,find,12848,49.8
2.3627,0,find,12864,-0.2
2.3663,0,find,12880,2.4
2.3703,0,find,12896,20
2.3738,0,find,12912,34.4
2.3772,0,find,12928,-11.2
2.3807,0,find,12944,-12.6
2.3846,0,find,12960,-33.4
2.3879,0,find,12976,-2.6
2.3911,0,find,12992,-26
2.3947,0,find,13008,-17.2
2.3983,0,find,13024,-9.6
2.4022,0,find,13040,-9.8
2.4061,0,find,13056,-27.6
2.4093,0,find,13072,9.8
2.4123,0,find,13088,7.6
2.4156,0,find,13104,-18
2.4195,0,find,13120,26.6
2.4227,0,find,13136,0.4
2.4259,0,find,13152,-17.8
2.4292,0,find,13168,-21.4
2.433,0,find,13184,-28.6
2.437,0,find,13200,14.2
2.4409,0,find,13216,-38.4
2.4446,0,find,13232,-3.8
2.448,0,find,13248,-26.4
2.4513,0,find,13264,-15.4
2.455,0,find,13280,7.8
2.4583,0,find,13296,23
2.4622,0,find,13312,-25
2.4653,0,find,13328,-15
2.47,0,find,13344,32.8
2.4735,0,find,13360,-9.4
2.4773,0,find,13376,-26.6
2.4807,0,find,13392,8.4
2.4843,0,find,13408,-7.8
2.4878,0,find,13424,-21.8
2.4915,0,find,13440,21.4
2.4949,0,find,13456,-13.2
2.4983,0,find,13472,-1.6
2.5032,0,find,13488,6.6
2.5071,0,find,13504,14.4
2.5107,0,find,13520,6.4
2.5139,0,find,13536,8.8
2.5177,0,find,13552,-63.2
2.5214,0,find,13568,8.2
2.5248,0,find,13584,1.2
2.5283,0,find,13600,-7.8
2.532,0,find,13616,17
2.5358,0,find,13632,13.2
2.5392,0,find,13648,4.6
2.5424,0,find,13664,26
2.5457,0,find,13680,27
2.549,0,find,13696,-1
2.5527,0,find,13712,-7.4
2.557,0,find,13728,28.6
2.5605,0,find,13744,-21.6
2.5639,0,find,13760,-1
2.5674,0,find,13776,-29
2.571,0,find,13792,-12
2.5744,0,find,13808,3.2
2.578,0,find,13824,-2.6
2.5817,0,find,13840,13.8
2.5851,0,find,13856,-20.6
2.5887,0,find,13872,-12
2.5923,0,find,13888,-10.4
2.596,0,find,13904,8.4
2.5995,0,find,13920,-13.2
2.6039,0,find,13936,7.8
2.607,0,find,13952,-28.6
2.6102,0,find,13968,-6.2
2.6139,0,find,13984,1.6
2.6173,0,find,14000,-23.2
2.6214,0,find,14016,9.2
2.6247,0,find,14032,24.2
2.6285,0,find,14048,-14
2.6318,0,find,14064,-5
2.636,0,find,14080,10.6
2.6393,0,find,14096,-13.8
2.6429,0,find,14112,16.6
2.6464,0,find,14128,-7.2
2.6501,0,find,14144,2.2
2.6538,0,find,14160,-4.4
2.6572,0,find,14176,-14.6
2.6609,0,find,14192,7.8
2.6642,0,find,14208,4.2
2.6678,0,find,14224,-3.6
2.6713,0,find,14240,-15.6
2.6744,0,find,14256,-11.4
2.6774,0,find,14272,-1
2.6813,0,find,14288,6.4
2.6851,0,find,14304,-8.6
2.6888,0,find,14320,27.2
2.692,0,find,14336,15.6
2.6951,0,find,14352,-14.4
2.6988,0,find,14368,16.6
2.7032,0,find,14384,-4.8
2.7067,0,find,14400,-1.6
2.7103,0,find,14416,10.6
2.7143,0,find,14432,5
2.7175,0,find,14448,-17.8
2.7212,0,find,14464,12.2
2.7247,0,find,14480,-12.8
2.7286,0,find,14496,-29.4
2.7322,0,find,14512,38.8
2.7364,0,find,14528,4.2
2.7395,0,find,14544,-3.8
2.7427,0,find,14560,5.4
2.7462,0,find,14576,-16
2.7499,0,find,14592,-28.2
2.754,0,find,14608,-35.2
2.7578,0,find,14624,19.4
2.7614,0,find,14640,-28.2
2.7649,0,find,14656,10.2
2.7693,0,find,14672,-21.8
2.7731,0,find,14688,6.8
2.7767,0,find,14704,9.2
2.7801,0,find,14720,-14.6
2.7837,0,find,14736,-18.6
2.7875,0,find,14752,-10.2
2.7907,0,find,14768,28.4
2.7945,0,find,14784,-2
2.7979,0,find,14800,6.8
2.8012,0,find,14816,-8
2.8049,0,find,14832,19.8
2.8084,0,find,14848,30.4
2.8121,0,find,14864,-24.2
2.8156,0,find,14880,-4.8
2.8197,0,find,14896,0.4
2.8229,0,find,14912,-13.4
2.8261,0,find,14928,41.2
2.8294,0,find,14944,3.2
2.8328,0,find,14960,-38.2
2.8372,0,find,14976,-11.4
2.8409,0,find,14992,1.4
2.8446,0,find,15008,-18.4
2.848,0,find,15024,20.4
2.8523,0,find,15040,5
2.8562,0,find,15056,12
2.86,0,find,15072,13.4
2.8634,0,find,15088,-26.6
2.8669,0,find,15104,-21.4
2.8706,0,find,15120,33.6
2.8738,0,find,15136,-3.4
2.8774,0,find,15152,-20.4
2.8809,0,find,15168,18.2
2.8858,0,find,15184,-22.4
2.8892,0,find,15200,12.2
2.8927,0,find,15216,21
2.8963,0,find,15232,-21.2
2.8999,0,find,15248,-2.6
2.9036,0,find,15264,-4.4
2.9072,0,find,15280,11.2
2.9109,0,find,15296,-22.8
2.9145,0,find,15312,25.2
2.918,0,find,15328,-29.8
2.9217,0,find,15344,-14.8
2.925,0,find,15360,-4
2.9285,0,find,15376,-4.4
2.9323,0,find,15392,-14.6
2.9363,0,find,15408,21.6
2.9395,0,find,15424,15.4
2.9427,0,find,15440,-13
2.9461,0,find,15456,21.2
2.9499,0,find,15472,11.2
2.9538,0,find,15488,-19
2.9575,0,find,15504,32
2.9613,0,find,15520,10
2.9649,0,find,15536,-8.6
2.969,0,find,15552,17.6
2.9724,0,find,15568,-10.8
2.976,0,find,15584,-3.8
2.9795,0,find,15600,-22.6
2.9832,0,find,15616,-21
2.987,0,find,15632,-17.4
2.9908,0,find,15648,-9
2.9947,0,find,15664,-21.2
2.9983,0,find,15680,-13.4
3.0032,0,find,15696,-24.4
3.0069,0,find,15712,6
3.0104,0,find,15728,2.8
3.0139,0,find,15744,24
3.0176,0,find,15760,-9.8
3.0212,0,find,15776,-1.6
3.031,0,find,15792,-3.8
3.0346,0,find,15808,-15.6
3.0389,0,find,15824,17.4
3.0428,0,find,15840,-7.4
3.0464,0,find,15856,-21
3.05,0,find,15872,-13.8
3.0542,0,find,15888,-13.8
3.0584,0,find,15904,-13.4
3.0615,0,find,15920,0
3.0653,0,find,15936,-7.6
3.0693,0,find,15952,18.4
3.0732,0,find,15968,7.8
3.0767,0,find,15984,3.8
3.0801,0,find,16000,7.4
3.0839,0,find,16016,-26
3.088,0,find,16032,20.2
3.0913,0,find,16048,-4
3.0949,0,find,16064,-19
3.0984,0,find,16080,10.6
3.1028,0,find,16096,-0.8
3.1065,0,find,16112,-5.6
3.1102,0,find,16128,0
3.1136,0,find,16144,-1.8
3.1174,0,find,16160,-9.2
3.1216,0,find,16176,37.8
3.1249,0,find,16192,24.8
3.1284,0,find,16208,4
3.132,0,find,16224,-24.2
3.1368,0,find,16240,-15.2
3.1401,0,find,16256,-16
3.1437,0,find,16272,6.2
3.1473,0,find,16288,23
3.1511,0,find,16304,8
3.1549,0,find,16320,19
3.1582,0,find,16336,15.6
3.1616,0,find,16352,-19.2
3.1654,0,find,16368,-6.8
3.1696,0,find,16384,-24.8
3.1729,0,find,16400,-36.6
3.1765,0,find,16416,2
3.1801,0,find,16432,-33.2
3.1838,0,find,16448,21.4
3.1874,0,find,16464,-29.4
3.1907,0,find,16480,8.4
3.1944,0,find,16496,4.8
3.1982,0,find,16512,17.2
3.2028,0,find,16528,3.2
3.2066,0,find,16544,14
3.21,0,find,16560,8.4
3.2139,0,find,16576,-35.6
3.2175,0,find,16592,-7.4
3.2212,0,find,16608,-0.2
3.2245,0,find,16624,8.6
3.2278,0,find,16640,29.4
3.2312,0,find,16656,-21.2
3.2345,0,find,16672,-11.2
3.2384,0,find,16688,8.8
3.2424,0,find,16704,2.8
3.2465,0,find,16720,8.8
3.2502,0,find,16736,-32.6
3.2543,0,find,16752,13.8
3.2575,0,find,16768,6.6
3.2611,0,find,16784,0.6
3.2644,0,find,16800,-10.2
3.2679,0,find,16816,12.8
3.2718,0,find,16832,10.2
3.2752,0,find,16848,4.2
3.2788,0,find,16864,-8
3.2823,0,find,16880,-4.2
3.287,0,find,16896,34.4
3.2906,0,find,16912,-6.6
3.294,0,find,16928,-16
3.2975,0,find,16944,-30.8
3.3011,0,find,16960,-32.6
3.305,0,find,16976,-21.6
3.3082,0,find,16992,28
3.3119,0,find,17008,-0.4
3.3155,0,find,17024,9.6
3.3198,0,find,17040,-9.6
3.3236,0,find,17056,-36
3.3271,0,find,17072,-51.6
3.3307,0,find,17088,-11.4
3.3341,0,find,17104,-4.8
3.3381,0,find,17120,8.6
3.3415,0,find,17136,4.6
3.3447,0,find,17152,-0.4
3.3479,0,find,17168,-1.2
3.3516,0,find,17184,17.4
3.3556,0,find,17200,22
3.3591,0,find,17216,31
3.3627,0,find,17232,-5.4
3.3666,0,find,17248,18.8
3.3706,0,find,17264,5.6
3.3745,0,find,17280,-2.2
3.3777,0,find,17296,-5
3.3813,0,find,17312,26
3.3851,0,find,17328,-23
3.3889,0,find,17344,10
3.3924,0,find,17360,-1.2
3.3962,0,find,17376,-11.4
3.3997,0,find,17392,-48.4
3.4038,0,find,17408,-22.6
3.4074,0,find,17424,-16.2
3.4108,0,find,17440,-4
3.4147,0,find,17456,25
3.4179,0,find,17472,0.6
3.4223,0,find,17488,4.4
3.4258,0,find,17504,-5.4
3.4293,0,find,17520,16.6
3.4329,0,find,17536,-39.2
3.437,0,find,17552,5.4
3.4406,0,find,17568,-13
3.4444,0,find,17584,-8
3.4478,0,find,17600,4.6
3.4515,0,find,17616,-28.4
3.4559,0,find,17632,-18
3.4594,0,find,17648,21.2
3.4631,0,find,17664,-20
3.4667,0,find,17680,-50.4
3.4703,0,find,17696,-13.6
3.4735,0,find,17712,-24.6
3.4773,0,find,17728,17.4
3.4808,0,find,17744,-9.8
3.4844,0,find,17760,-32.4
3.488,0,find,17776,7.4
3.4914,0,find,17792,14.6
3.4952,0,find,17808,-28.4
3.4987,0,find,17824,-3.2
3.5026,0,find,17840,-50.4
3.5066,0,find,17856,39.4
3.5105,0,find,17872,-5.8
3.5139,0,find,17888,4.4
3.5175,0,find,17904,-20
3.5209,0,find,17920,-9
3.5244,0,find,17936,19.8
