y,dir,29768,30068,30368,30668,30968,31268,31568,31868,32168,32468,32768,33068,33368,33668,33968,34268,34568,34868,35168,35468,35768
29768,fwd,28256,29471,30971,32471,33971,35471,36891,38391,39891,41391,42891,44391,45891,47391,48000,48000,48000,48000,48000,48000,48000
29768,back,47898,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
